epitaf	None	epitaph	hautakirjoitus	None	エピタフ	墓誌銘	epitafium	epitáfio	None	None	epitafio	None
jam	سَاعَة	hourglass	tiimalasi	κλεψύδρα	砂時計	沙漏	klepsydra	ampulheta	пешча̀нӣк	peščena	reloj	นาฬิกาทราย
persen	فِي	percent	prosentti	τοις	パーセント	百分之……	procent	por	по̏сто̄	odstotek	por	เปอร์เซ็นต์
segitiga	مُثَلَّث	triangle	kolmio	τρίγωνο	None	三角	trójkąt	triângulo	тро̏кӯт	trikotnik	triángulo	สามเหลี่ยม
vibrafon	جَرَس	triangle	triangeli	τρίγωνο	トライアングル	三角鐵	trójkąt	triângulo	тро̏кӯт	triangel	triángulo	สามเหลี่ยม
kaki	دُودَة	millipede	tuhatjalkainen	σαρανταποδαρούσα	ヤスデ	馬陸	stonoga	diplópode	стонога	None	milpiés	กิ้งกือ
singgasana	عَرْش	throne	valtaistuin	θρόνος	玉座	寶座	tron	trono	пре́сто̄ље	prestol	None	บัลลังก์
kata	None	auxiliary	apuverbi	βοηθητικό	補助動詞	助動詞	czasownik	verbo	помоћни	pomožni	auxiliar	กริยานุเคราะห์
singa	سبع	Asian	aasianleijona	ασιατικό	インドライオン	None	lew	leão	None	None	león	None
liga	عُصْبَة	league	liitto	σύνδεσμος	連盟	同盟	przymierze	aliança	ли́га	None	alianza	พันธมิตร
jarak	None	league	työmatka	λεύγα	焦点距離	里格	ogniskowa	légua	ли́га	None	legua	None
kalimat	None	compound	None	None	重文	None	zdanie	None	None	None	oración	อเนกรรถประโยค
Rusia	رُوسِيّ	Russian	venäläinen	None	ロシアの	俄羅斯的	rosyjski	russo	ру̏скӣ	rúski	ruso	รัสเซีย
orang	رُوسِيّ	Russian	venäläinen	Ρώσος	ロシア人	俄羅斯人	Rosjanin	russo	Ру̏с	Rús	ruso	คนรัสเซีย
bahasa	الرُّوسِيَّة	Russian	venäjä	ρωσικά	ロシア語	俄語	język	russo	ру̏скӣ	rúščina	ruso	ภาษารัสเซีย
rakun	رَاكُون	raccoon	pesukarhu	ρακούν	アライグマ	浣熊	szop	guaxinim	ракун	None	mapache	แร็กคูน
kubus	كَعْبَة	cube	kuutio	κύβος	正六面体	立方體	sześcian	cubo	коцка	None	None	ลูกบาศก์
penghala	راوْتَر	router	reititin	δρομολογητής	ルータ	路由器	ruter	roteador	рутер	usmerjevalnik	enrutador	เราเตอร์
macan	نِمْر	snow	lumileopardi	ίρβις	ユキヒョウ	雪豹	pantera	leopardo-das-neves	снежни	None	leopardo	เสือดาวหิมะ
bangkai	فَطِيسَة	carcass	raato	ψοφίμι	死骸	屍體	ścierwo	carcaça	лѐшина	None	cadáver	None
keduabelas	ثَانِيَ	twelfth	kahdestoista	δωδέκατος	None	第十二	dwunasty	duodécimo	dvanaesti	None	None	ที่สิบสอง
keterangan	فَضْلَة	adjunct	None	None	None	None	None	None	None	None	None	None
menulis	كَتَبَ	write	kirjoittaa	γράφω	書く	寫	pisać	escrever	пи́сати	pisati	escribir	เขียน
tulis	كَاتَبَ	write	kirjoittaa	γράφω	書く	None	None	escrever	пи́сати	None	escribir	None
catat	None	write	kirjoittaa	None	書込む	None	None	escrever	пи́сати	None	anotar	None
datif	حَالَة	dative	datiivi	δοτική	None	與格	celownik	caso	датив	dajalnik	None	สัมปทานการก
salah	فاسق	wrong	väärä	λάθος	悪い	None	None	errado	None	None	malo	None
salah	None	wrong	väärä	λάθος	悪い	None	niewłaściwy	errado	None	None	incorrecto	None
salah	None	wrong	vialla	None	具合が悪くて	None	None	errado	neispravan	None	None	None
salah	خَطَأ	wrong	väärä	λανθασμένος	間違った	錯	błędny	errado	pogrješan	napačen	incorrecto	ผิด
tipis	رَفِيع	thin	ohut	λεπτός	薄い	薄	cienki	fino	танак	tanek	None	บาง
kurus	ضعيف	thin	laiha	αδύνατος	ほっそりした	瘦	chudy	magro	None	None	flaco	บาง
kurus	رَفِيع	thin	None	None	シャンクした	薄	None	None	tanak	None	fino	None
bumerang	بوميرانغ	boomerang	bumerangi	μπούμερανγκ	ブーメラン	回飛棒	None	bumerangue	None	None	bumerán	None
tahu	عَلِمَ	know	tietää	ξέρω	知る	知道	wiedzieć	saber	знати	vedeti	None	รู้
kenal	عَرَفَ	know	tuntea	γνωρίζω	...を知っている	認識	znać	conhecer	зна̏ти	znati	conocer	รู้จัก
tahu	دَرَى	know	tietää	γνωρίζω	知っている	懂	wiedzieć	conhecer	znȁti	None	saber	None
alam	طَبِيعَة	nature	luonto	φύση	None	自然	natura	natureza	при́рода	narava	naturaleza	ธรรมชาติ
orang	مَجَرِيّ	Hungarian	unkarilainen	Ούγγρος	ハンガリー人	匈牙利人	Węgier	húngaro	Ма̀ђа̄р	Madžár	None	คนฮังการี
waktu	وَقْت	time	aika	χρόνος	None	時間	czas	tempo	None	čàs	tiempo	เวลา
waktu	زَمَن	time	aika	χρόνος	None	時間	czas	tempo	вре́ме	čàs	tiempo	เวลา
jaman	عَصْر	time	aika	None	時代	None	epoka	tempo	None	None	era	None
enam	سِتَّةَ	sixteen	kuusitoista	δεκαέξι	None	十六	szesnaście	dezasseis	шеснаест	šestnajst	dieciséis	สิบหก
setelah	بَعْدَ	after	jälkeen	μετά	後に	...以後	po	depois	по̏сле	None	después	หลัง
kerjaan	عَمَل	work	työ	έργο	仕事	工作	praca	trabalho	по̀сао	delo	trabajo	การงาน
memfungsikan	None	work	käyttää	None	働かせる	None	wprowadzić	operar	None	None	hacer	None
bekerja	عَمِلَ	work	työskennellä	δουλεύω	働く	工作	pracować	trabalhar	радити	delati	trabajar	ทำงาน
bunga	قَرَنْفُل	pink	neilikka	πασχαλιά	ナデシコ	康乃馨	goździk	cravo	каранфил	vrtnica	clavel	คาร์เนชั่น
merah	وَرْدِيّ	pink	vaaleanpunainen	ροζ	ピンク	粉紅色	róż	cor-de-rosa	None	None	rosado	สีชมพู
pink	زَهْرِيّ	pink	vaaleanpunainen	ροζ	ピンク	粉紅色	różowy	cor-de-rosa	ружичаст	None	rosado	ชมพู
ronsen	أَشِعَّة	X-ray	röntgensäteily	ακτίνα	X線	艾克斯射線	None	raios	rentgensko	rentgenski	rayos	เอ็กซ์เรย์
sinar-X	صُورَة	X-ray	röntgenkuva	ακτινογραφία	レントゲン写真	X光照片	prześwietlenie	raio	radiogram	None	radiografía	None
tahanan	أَسِير	prisoner	sotavanki	αιχμάλωτος	捕虜	戰俘	jeniec	prisioneiro	заробљеник	ujetnik	prisionero	เชลยศึก
mata	عُمْلَة	currency	valuutta	νόμισμα	通貨	貨幣	waluta	moeda	валу́та	plačilno	moneda	เงินตรา
kesepuluh	عَاشِر	tenth	kymmenes	δέκατος	十番目	第十	dziesiąty	décimo	десети	None	None	ที่สิบ
kanguru	كَنْغَر	kangaroo	kenguru	καγκουρό	カンガルー	袋鼠	kangur	canguru	ке̏нгӯр	klokan	canguro	จิงโจ้
kata	فِعْل	intransitive	intransitiivinen	αμετάβατο	None	不及物動詞	czasownik	verbo	непрелазни	None	None	อกรรมกริยา
tegak	عَمُودِيّ	perpendicular	kohtisuora	κάθετος	垂直の	垂直	prostopadły	None	None	None	None	None
pesawat	سُونار	perpendicular	luotilanka	εκχιονιστήρας	除雪機	掃雪機	dmuchawa	soprador	jednostavni	jednostavna	fuelle	โซนาร์
orang	هِنْدِيّ	Indian	intialainen	Ινδός	インド人	印度人	Hindus	hindu	Инди́јац	Índijec	indio	คนอินเดีย
indian	None	Indian	intiaani	Ινδιάνος	インディアン	印第安人	Indianin	índio	Индија́нац	Indijánec	indio	None
kompas	بُوصُّلَة	compass	kompassi	πυξίδα	方位磁石	指南針	None	bússola	ко̀мпас	None	brújula	เข็มทิศ
medan	أُويْغُورِسْتَان	compass	alue	φάσμα	非武装地帯	維吾爾斯坦	teren	área	тѐре̄н	None	ámbito	ภูมิประเทศ
anarki	فَوْضَى	anarchy	anarkia	αναρχία	無政府状態	無政府狀態	anarchia	anarquia	ана̀рхија	anarhija	anarquía	อนาธิปไตย
senam	None	floor	permantoliike	None	None	自由體操	None	None	None	None	None	None
raja	مَلِك	king	kuningas	βασιλιάς	王様	國王	król	rei	кра̑љ	kralj	rey	ราชา
raja	مَلِك	king	kuningas	βασιλιάς	キング	王	król	rei	кра̑љ	kralj	rey	ขุน
kecoak	صُرْصُور	cockroach	torakka	κατσαρίδα	ゴキブリ	蟑螂	karaluch	barata	бубашва́ба	ščurek	cucaracha	แมลงสาบ
kendang	None	bongo	bongorumpu	τουμπελέκι	ボンゴ	邦哥鼓	None	bongô	None	None	bongó	None
berdiri	وَقَفَ	stand	seisoa	στέκομαι	立つ	站	stać	estar	ста̏јати	stati	estar	ยืน
-mu	ـك	your	sinun	σας	あなたの	你的	twój	teu	твој	tvój	tu	ของคุณ
kalian	ـكُم	your	teidän	σας	あなたがたの	你們的	wasz	vosso	ваш	vàš	vuestro	None
kelabang	أُمّ	centipede	juoksujalkainen	σαρανταποδαρούσα	百足	蜈蚣	stonoga	centípede	стонога	None	ciempiés	ตะขาบ
komparatif	None	comparative	verrannollinen	συγκριτικός	None	None	porównawczy	comparativo	None	primerjalen	None	None
pelebihan	دَرَجَة	comparative	komparatiivi	συγκριτικός	None	比較級	stopień	grau	ко̏мпаратӣв	primérnik	aposición	None
pembanding	None	comparative	None	συγκριτικός	None	None	stopień	comparativo	ко̏мпаратӣв	None	None	None
interjeksi	حَرْف	interjection	huudahdussana	επιφώνημα	間投詞	感嘆詞	wykrzyknik	interjeição	узвик	medmet	interjección	อุทาน
bangku	مَقْعَد	bench	penkki	παγκάκι	ベンチ	長椅	ławka	banco	клу́па	klóp	banca	ม้า
kuadran	None	quadrant	kvadrantti	None	None	象限	kwadrant	quadrante	None	None	None	None
kuadran	None	quadrant	kvadrantti	None	None	None	None	quadrante	None	None	cuadrante	None
kuadran	None	quadrant	kvadrantti	όργανο	計器	仪器	kwadrant	quadrante	None	None	calibre	None
kuadran	قِطَاع	quadrant	kvadrantti	None	None	None	sekcja	quadrante	None	None	None	None
dwi	None	dual	kaksi-	None	None	None	dwoisty	None	None	dvojen	doble	None
subyek	مُثَنًّى	dual	kaksikko-	υποκείμενο	能動	雙數	podwójna	sujeito	су̀бјекат	dvojinski	sujeto	ทวิพจน์
ganda	مُثَنًّى	dual	kaksi-	διπλός	None	雙重的	podwójny	duplo	None	dvojen	doble	None
jarum	عَقْرَب	second	sekuntiosoitin	None	None	秒針	sekundnik	ponteiro	None	None	None	None
eksistensi	وُجُود	existence	olemassaolo	ύπαρξη	None	存在	egzystencja	existência	постојање	obstoj	existencia	การดำรงอยู่
tamat	None	finish	loppu	τέλος	終わり	終結	koniec	fim	cilj	None	meta	None
segi	رُبَاعِيّ	quadrilateral	nelikulmio	τετράπλευρο	四辺形	四邊形	czworokąt	quadrilátero	четвороугао	štirikotnik	cuadrilátero	สี่เหลี่ยม
penyesuaian	None	adjustment	korjaus	None	None	None	None	None	None	None	None	None
prajurit	مناوش	irregular	sotamies	άτακτος	擲弾兵	None	szeregowy	soldado	čarkaš	pionir	cabo	None
kecil	صَغِير	small	pieni	νέος	小さい	小	mały	pequeno	None	majhen	pequeño	None
kecil	None	small	pieni	None	None	None	None	minúsculo	None	mali	minúsculas	None
kecil	صَغِير	small	pieni	μικρός	小さい	小	mały	pequeno	ма̑л	majhen	pequeño	เล็ก
juga	أَيْضًا	too	myös	επίσης	も	也	też	também	тако́ђе	tȗdi	también	ก็
terlalu	أَكْثَرَ	too	liian	υπερβολικά	...過ぎ	太	zbyt	demais	previše	preveč	demasiado	เกิน
merah	أَحْمَر	red	punainen	κόκκινος	赤い	紅	czerwony	vermelho	црвена	rdeč	rojo	แดง
empat	أَرْبَعِينَ	forty	neljäkymmentä	σαράντα	None	四十	czterdzieści	quarenta	четрдесет	štirideset	cuarenta	สี่สิบ
putih	أَبْيَض	white	valkoinen	άσπρος	白い	白	biały	branco	бе̏о	bel	blanco	ขาว
bule	قَوْقَازِيّ	white	valkoinen	λευκός	白人の	None	biały	branco	None	None	caucásico	ผิวขาว
putih	أَبْيَض	white	valkoinen	άσπρο	白	白色	biel	branco	бела	bel	blanco	สีขาว
orang	قَوْقَازِيّ	white	valkoinen	None	None	白人	None	branco	белац	None	blanco	ฝรั่ง
muda	صَغِير	young	nuori	νεαρός	若い	年輕	młody	jovem	мла̑д	mlád	joven	เด็ก
aksen	نَبْر	accent	paino	τόνος	強音	重音	akcent	acento	а̀кцент	naglàs	énfasis	None
ratus	مائة	hundred	sata	εκατό	None	百	sto	cem	сто	stó	cien	หนึ่งร้อย
ini	هٰذَا	this	tämä	αυτός	この	這	ten	este	тај	ta	None	นี้
rezim	نِظَام	regime	hallintomalli	σύστημα	None	制度	reżim	regimento	None	None	régimen	None
rezim	نِظَام	regime	hallintojärjestelmä	καθεστώς	政権	政權	reżim	comunidade	рѐжӣм	režim	régimen	อัตตาธิปไตย
rezim	None	regime	valtakausi	None	None	政權統治時期	None	None	None	None	régimen	None
kacang	فَاصُولِيَا	pip	siemen	κουκούτσι	種	果仁	fasola	caroço	па̀сӯљ	fižol	pipa	ถั่ว
mesum	None	blue	pornografinen	None	ピンク	下流的	None	pornográfico	None	None	verde	None
biru	أَزْرَق	blue	sininen	μπλε	青い	藍色	niebieski	azul	плав	moder	celeste	น้ำเงิน
melihat	رَأَى	see	nähdä	βλέπω	見る	見	widzieć	enxergar	ви̏дети	videti	None	เห็น
keuskupan	None	see	hiippakunta	επισκοπή	None	None	biskupstwo	sé	биску̀пија	škofija	sede	สังฆมณฑล
tumbuh-tumbuhan	نَبَات	plant	kasvi	φυτό	草木	植物	roślina	planta	раслиње	rastlina	mata	พืช
tanam	زَرَعَ	plant	istuttaa	None	植える	種	sadzić	plantar	None	None	sembrar	ปลูก
tusukan	None	prick	pisto	None	None	None	ukłucie	picada	None	None	punzada	None
kontol	زُبّ	prick	kyrpä	πούτσα	ちんこ	雞巴	chuj	pica	pimpek	kurac	reata	ควย
bajingan	None	prick	mulkku	None	None	傻屌	None	arrogante	pizdek	None	gilipollas	None
mas	ذَهَب	gold	kulta	χρυσός	None	金	złoto	ouro	злато	None	oro	ทองคำ
emas	مُذَهَّب	gold	kultainen	χρυσός	金	金製的	złoty	de	златан	zlat	dorado	ทอง
huruf	صَائِت	vowel	vokaali	φωνήεν	None	母音	samogłoska	vogal	самоглас	samoglasnik	vocal	สระ
huruf	حَرَكَة	vowel	vokaali	φωνήεν	母音字	母音	samogłoska	vogal	самоглас	None	vocal	เสียงสระ
menutup	أَغْلَقَ	close	sulkea	κλείνω	閉める	關	zamykać	fechar	затворити	zapreti	cerrar	ปิด
tutup	None	close	lopettaa	None	閉める	None	zamknąć	fechar	None	None	cerrar	None
tutup	أَغْلَقَ	close	sulkea	None	閉める	關	zamykać	fechar	затворити	zapréti	None	งับ
dekat	قَرِيب	close	läheinen	None	近い	近	bliski	próximo	бли̏зак	bližnji	cercano	ใกล้
kakek	جَدّ	grandparent	isovanhempi	None	None	祖父母	dziadkowie	avós	None	None	abuelo	None
uang	نُقُود	money	raha	χρήματα	お金	錢	pieniądze	dinheiro	но̀вац	denar	dinero	เงิน
kas	نَقْد	money	käteinen	μετρητά	None	現金	gotówka	dinheiro	None	denar	efectivo	None
kas	None	money	raha	None	None	None	None	None	None	None	None	None
kata	None	personal	persoonapronomini	προσωπική	人称代名詞	人稱代詞	zaimek	pronome	None	osebni	pronombre	บุรุษสรรพนาม
misal	مِثَال	example	esimerkki	παράδειγμα	例え	例子	przykład	exemplo	при́мер	primer	ejemplar	ตัวอย่าง
misal	مِثَال	example	esimerkki	παράδειγμα	None	例	przykład	exemplo	при́мер	primer	ejemplo	None
