Arabic	English	Finnish	Greek	Indonesian	Japanese	Mandarin Chinese	POS	Polish	Portuguese	Serbo-Croatian	Slovene	Spanish	Thai	lang	POS
None	prove	None	None	menguji	None	None	v	None	provar	None	None	probar	None	None	verb
زِرّ	button	nappi	κουμπί	kancing	ボタン	釦子	n	guzik	botão	пуце	None	botón	ดุม	None	noun
زِرّ	button	painike	κουμπί	tombol	ボタン	按鈕	n	guzik	botão	типка	None	botón	ปุ่ม	None	noun
None	button	nappula	None	itil	None	花蕾	n	None	grelo	None	None	clítoris	None	None	noun
اِخْتَلَفَ	differ	erota	διαφέρω	beda	異なる	不同	v	różnić	diferir	razlikovati	None	None	None	None	verb
رَصَاص	lead	lyijy	μόλυβδος	timbel	水素	鉛	n	ołów	chumbo	о̏лово	svinec	plomo	ตะกั่ว	None	noun
None	saw	None	απόφθεγμα	amsal	None	None	n	powiedzenie	provérbio	None	None	proverbio	None	None	noun
إِفْلَاس	bankruptcy	konkurssi	πτώχευση	bangkrut	破産	破產	n	bankructwo	falência	сте̏ча̄ј	stečaj	quiebra	การล้มละลาย	None	noun
None	criminal	rikollinen	εγκληματικός	melanggar	犯罪的	None	a	przestępczy	criminoso	None	None	None	None	None	adj
None	criminal	rikollinen	εγκληματικός	kriminal	None	None	a	None	None	None	None	None	อาชญากร	None	adj
None	criminal	rikollinen	εγκληματικός	bajingan	None	None	a	None	None	None	None	None	None	None	adj
مُجْرِم	criminal	rikollinen	εγκληματίας	kriminal	犯罪者	罪犯	n	kryminalista	criminoso	зло̀чинац	kriminálec	None	ผู้ร้าย	None	noun
جَرَس	bell	kello	καμπάνα	loceng	ベル	鐘	n	dzwon	sino	зво̏но	zvon	campana	ระฆัง	None	noun
None	relaxed	rento	None	santai	くつろいだ	輕鬆	a	rozluźniony	tranquilo	None	sproščen	relajado	None	None	adj
مِيكْرُوب	microbe	mikrobi	μικροοργανισμός	mikrob	古細菌	微生物	n	drobnoustrój	micróbio	мѝкро̄б	None	microbio	จุลชีพ	None	noun
بَدَن	body	ruumis	σώμα	tubuh	体	身體	n	ciało	corpo	те̑ло	telo	cuerpo	ร่างกาย	None	noun
اِنْتَفَخَ	swell	turvota	πρήζομαι	membengkak	膨れる	膨脹	v	puchnąć	inchar	None	None	hincharse	บวม	None	verb
عَلَاقَة	connection	yhdistäminen	σύνδεση	koneksi	連結	連接	n	None	conexão	None	None	vinculación	None	None	noun
صَوَّبَ	shoot	ampua	ρίχνω	tembak	撃つ	射	v	strzelać	atirar	стрељати	None	tirar	ยิง	None	verb
صَوَّبَ	shoot	ampua	None	tembak	撃つ	射	v	strzelać	atirar	None	None	tirar	None	None	verb
صَوَّبَ	shoot	None	πυροβολώ	tembak	撃つ	射	v	postrzelić	balear	None	None	tirar	None	None	verb
كَانْجِي	kanji	None	κάντζι	honji	日本における漢字	日本漢字	n	None	None	канђи	None	None	คันจิ	None	noun
مُحَطَّةْ	space	avaruusasema	None	stasiun	宇宙ステーション	空間站	n	stacja	estação	None	None	estación	None	None	noun
سَبَحَ	swim	uida	κολυμπάω	berenang	泳ぐ	游泳	v	pływać	nadar	пли̏вати	plavati	None	ว่ายน้ำ	None	verb
أَخْبَرَ	tell	kertoa	λέω	kata	教える	告訴	v	powiedzieć	contar	ре̏ћи	reči	decir	บอก	None	verb
مَعْقِد	complex	monimutkainen	πολύπλοκος	rumit	複雑	複雜	a	skomplikowany	complexo	сложен	zapleten	None	ซับซ้อน	None	adj
تَدْرُج	pheasant	fasaani	φασιανός	pegar	キジ	野雞	n	bażant	faisão	фазан	fazanka	faisán	ไก่ฟ้า	None	noun
فَحْم	coal	kivihiili	γαιάνθρακας	batu	None	煤	n	węgiel	carvão	угаљ	premog	carbón	ถ่านหิน	None	noun
مُفْلِس	bankrupt	vararikossa	χρεωκοπημένος	bangkrut	破産した	破產著	a	zbankrutowany	bancarrota	None	None	quebrado	None	None	adj
لَقْلَق	stork	kattohaikara	πελαργός	bangau	None	鸛	n	bocian	cegonha	ро́да	štọ̑rklja	cigüeña	None	None	noun
سُمّ	venom	myrkky	δηλητήριο	bisa	None	毒液	n	jad	peçonha	о̀тров	strup	None	พิษ	None	noun
مُشْط	comb	kampa	χτένα	sisir	櫛	梳子	n	grzebień	pente	чешаљ	glavnik	peine	หวี	None	noun
عَمْق	depth	syvyys	βάθος	kedalaman	深さ	深度	n	głębokość	profundidade	дубѝна	globina	profundidad	ความลึก	None	noun
اِسْتَيْقَظَ	wake	herätä	None	bangun	目覚める	None	v	budzić	acordar	None	None	despertarse	ปลุก	None	verb
سُلُوك	behavior	käytös	συμπεριφορά	tingkah	振舞い	行為	n	zachowanie	comportamento	None	None	comportamiento	None	None	noun
رِحْلَة	journey	matka	ταξίδι	perjalanan	旅	旅游	n	podróż	jornada	путова́ње	potovanje	viaje	การเดินทาง	None	noun
None	attack	hyökkäys	επίθεση	serangan	攻撃	攻擊	n	atak	ataque	None	None	None	การโจมตี	None	noun
None	attack	kohtaus	προσβολή	anfal	None	None	n	atak	ataque	None	None	None	None	None	noun
زَحْلِيقَة	slide	liukumäki	τσουλήθρα	perosotan	滑り台	滑梯	n	zjeżdżalnia	escorrego	None	tobogan	tobogán	กระดานลื่น	None	noun
None	slide	dia	σλάιντ	salindia	スライド	幻燈片	n	slajd	diapositivo	None	dias	diapositiva	None	None	noun
نَظِيف	clean	puhdas	καθαρός	bersih	清い	乾淨	a	czysty	limpo	чи̏ст	čist	limpio	สะอาด	None	adj
تَرَاجُع	recession	taantuma	ύφεση	resesi	不況	衰退	n	recesja	recessão	рецѐсија	recesija	recesión	ภาวะเศรษฐกิจถดถอย	None	noun
None	proportion	verranto	None	proporsi	None	None	n	proporcja	None	None	None	None	None	None	noun
قَبْلًا	before	aikaisemmin	προηγουμένως	dahulu	前に	以前	a	poprzednio	antes	prije	prej	previamente	เมื่อก่อน	None	adv
ذُبَابَة	fly	kärpänen	μύγα	lalat	蝿	蒼蠅	n	mucha	mosca	му̀ва	muha	None	แมลงวัน	None	noun
طَارَ	fly	lentää	πετώ	terbang	飛ぶ	飛	v	latać	voar	letiti	leteti	volar	บิน	None	verb
سِلْسِلَةُ	hierarchy	hierarkia	ιεραρχία	hierarki	序列	等級制度	n	hierarchia	hierarquia	хијера̀рхија	hierarhija	jerarquía	ลำดับชั้น	None	noun
مُسْتَنِير	bright	älykäs	έξυπνος	pintar	賢い	聰明	a	None	brilhante	None	brihten	brillante	None	None	adj
جِسْر	bridge	silta	γέφυρα	jembatan	橋梁	橋	n	most	ponte	bȓv	None	puente	สะพาน	None	noun
مُنَافَسَة	competition	kilpailu	ανταγωνισμός	persaingan	競争	比賽	n	rywalizacja	competição	конкурѐнција	tekmovanje	competición	None	None	noun
مُنَافَسَة	competition	kilpailu	διαγωνισμός	pertandingan	大会	比賽	n	konkurs	concurso	те̏кма	tekma	competición	การแข่ง	None	noun
بَيْنَ	between	välissä	ανάμεσα	di	…の間に	之間	p	pomiędzy	entre	и̏змеђу	med	None	ระหว่าง	None	prep
سَبَّبَ	cause	aiheuttaa	προκαλώ	menyebabkan	原因となる	None	v	powodować	causar	izazvati	povzročiti	None	None	None	verb
None	cause	johtaa	None	menyebabkan	になり	得出	v	dawać	causar	None	None	arrojar	None	None	verb
نَشَرَ	spread	levittää	None	sebar	散らす	分散	v	None	espalhar	None	None	dispersar	None	None	verb
مَسَحَ	sweep	lakaista	σκουπίζω	menyapu	掃除する	打掃	v	zamiatać	varrer	мести	None	barrer	กวาด	None	verb
صَقْر	falcon	jalohaukka	γεράκι	alap-alap	ハヤブサ	隼	n	sokół	falcão	соко	None	halcón	None	None	noun
أَسْمَنْت	cement	sementti	τσιμέντο	semen	セメント	水泥	n	None	cimento	цѐмент	None	cemento	ซีเมนต์	None	noun
أَسْمَنْت	cement	sementti	None	semen	セメント	水泥	n	None	cimento	цѐмент	None	pegamento	None	None	noun
أَزْمَة	crisis	kriisi	κρίση	krisis	クライシス	危機	n	kryzys	crise	кри́за	kriza	None	วิกฤตการณ์	None	noun
جَاءَ	come	tulla	έρχομαι	datang	来る	來	v	przychodzić	vir	доћи	priti	venir	มา	None	verb
حَقِيبَة	bag	kassi	σακούλα	tas	バッグ	包	n	torba	sacola	то́рба	None	bolsa	ถุง	None	noun
None	decline	lasku	None	kejatuhan	None	None	n	None	declínio	None	None	None	None	None	noun
None	decline	lasku	None	kemunduran	None	衰退	n	None	declínio	None	None	declive	None	None	noun
None	decline	laskea	None	merosot	None	None	v	None	declinar	None	None	None	None	None	verb
None	decline	heikentyä	None	menurun	None	恶化	v	None	declinar	None	None	None	None	None	verb
رَفَضَ	decline	kieltäytyä	απορρίπτω	menolak	None	拒绝	v	None	declinar	о̀дбити	None	rechazar	None	None	verb
آنَذَاكَ	then	silloin	τότε	saat	その時	當時	a	wówczas	então	о̏нда̄	takrat	entonces	ตอนนั้น	None	adv
ثُمَّ	then	sitten	None	lalu	それから	接著	a	(a)	então	затим	potém	luego	แล้วก็	None	adv
ثُمَّ	then	sitten	None	lalu	それから	接著	a	(a)	então	pa	potém	después	None	None	adv
فَهِمَ	understand	ymmärtää	καταλαβαίνω	memahami	分かる	明白	v	rozumieć	compreender	разумети	razuméti	comprender	เข้าใจ	None	verb
كَمَان	violin	viulu	βιολί	biola	バイオリン	小提琴	n	skrzypce	violino	виолина	None	violín	ไวโอลิน	None	noun
None	brake	jarru	φρένο	rem	None	None	n	None	freio	кочница	None	None	None	None	noun
فَرَمَلَة	brake	jarru	φρένο	rem	ブレーキ	剎車	n	hamulec	freio	кочница	zavora	freno	เบรก	None	noun
None	goat	pukki	τράγος	bandot	None	None	n	None	None	ја̏рац	None	libidinoso	None	None	noun
None	UN	YK	ΟΗΕ	PBB	ＵＮ	聯合國	n	ONZ	ONU	УН	OZN	None	ยูเอ็น	None	name
جَارُور	drawer	vetolaatikko	συρτάρι	laci	引き出し	抽屜	n	szuflada	gaveta	ла̀дица	predal	cajón	เก๊ะ	None	noun
كَهْرَبَائِيّ	electric	sähköinen	ηλεκτρικός	elektris	電動の	電動	a	elektryczny	elétrico	елѐктричнӣ	električen	eléctrico	ไฟฟ้า	None	adj
تَحْلِيل	analysis	analyysi	ανάλυση	analisis	None	分析	n	analiza	análise	анали́за	None	análisis	การวิเคราะห์	None	noun
مُسْتَقِلّ	sovereign	itsenäinen	κυρίαρχος	berdaulat	独立した	自主的	a	suwerenny	soberano	су̀верен	suveren	None	None	None	adj
عَاهِل	sovereign	monarkki	ηγεμόνας	penguasa	None	君主	n	suweren	suserano	None	None	None	None	None	noun
خَنْزِير	wild	villisika	κάπρος	babi	猪	野豬	n	dzik	javali	дивљa	divji	jabalí	หมูป่า	None	noun
None	barn	tornipöllö	πεπλόγλαυκα	serak	面梟	倉鴞	n	płomykówka	coruja-das-torres	кукувиjа	pegasta	lechuza	นกแสก	None	noun
بَيْضَة	testicle	kives	όρχις	testis	精巣	睪丸	n	jądro	testículo	тестис	módo	cojón	ลูกอัณฑะ	None	noun
عَقْعَق	magpie	harakka	καρακάξα	murai	鵲	喜鵲	n	sroka	gralha	свра̏ка	sráka	urraca	None	None	noun
بَصَقَ	spit	sylkeä	φτύνω	meludah	つばを吐く	吐痰	v	pluć	cuspir	пљу̏вати	pljuvati	escupir	ขาก	None	verb
بُزَاق	spit	sylki	None	ludah	唾	吐沫	n	ślina	cuspe	слина	None	escupida	None	None	noun
جَلَسَ	sit	istua	κάθομαι	duduk	座る	坐	v	siedzieć	estar	седети	None	sentarse	นั่ง	None	verb
رَمَى	throw	heittää	ρίχνω	lempar	投げる	抛	v	rzucać	lançar	бацити	vreči	lanzar	โยน	None	verb
شَكْل	shape	muoto	μορφή	bentuk	形	形狀	n	kształt	None	о̏блӣк	oblika	None	รูปร่าง	None	noun
أُخْطُبُوط	octopus	tursas	χταπόδι	gurita	蛸	章魚	n	ośmiornica	polvo	хо̀ботница	hobotnica	pulpo	หมึกยักษ์	None	noun
سُلْطَة	authority	auktoriteetti	εξουσία	otoritas	権力	權力	n	autorytet	autoridade	None	avtoriteta	autoridad	อำนาจ	None	noun
None	authority	viranomaiset	αρχές	otoritas	None	當局	n	władza	autoridade	None	avtoriteta	policía	เจ้าหน้าที่	None	noun
None	authority	laitos	None	otoritas	None	None	n	None	None	None	None	None	None	None	noun
كَعْكَة	cake	kakku	τούρτα	kue	ケーキ	蛋糕	n	ciasto	bolo	колач	torta	bizcocho	เค้ก	None	noun
دِيك	rooster	kukko	κόκορας	jago	雄鳥	雄雞	n	kogut	galo	петао	petelin	gallo	ไก่ตัวผู้	None	noun
مُخْتَلِف	different	erilainen	διαφορετικός	beda	異なる	不一樣	a	różny	diferente	други	drugačen	distinto	อื่น	None	adj
طَبَّاخ	cook	kokki	μάγειρας	koki	調理師	廚師	n	kucharz	cozinheiro	ку̏ха̄р	kȗhar	cocinero	กุ๊ก	None	noun
طَبَخَ	cook	keittää	μαγειρεύω	masak	料理する	做飯	v	gotować	cozinhar	кувати	None	cocinar	ปรุงอาหาร	None	verb
تَبَخَّرَ	evaporate	haihtua	εξατμίζω	menguap	蒸発する	蒸发掉	v	wyparowywać	evaporar	испаравати	None	evaporarse	ระเหย	None	verb
ذَهَبَ	evaporate	haihtua	None	lenyap	見えなくなる	走	v	znikać	desaparecer	izčeznuti	None	None	None	None	verb
مِرْسَاة	anchor	ankkuri	άγκυρα	jangkar	None	錨	n	kotwica	âncora	ко̏тва	sidro	ancla	สมอ	None	noun
نَقَار	woodpecker	tikka	δρυοκολάπτης	burung	キツツキ	鴷	n	dzięcioł	pica-pau	детлић	None	pájaro	None	None	noun
None	fit	hyväkuntoinen	υγιής	sehat	元気	None	a	None	em	None	None	en	None	None	adj
نَاسَبَ	fit	sopia	ταιριάζω	menyesuaikan	合う	適合	v	None	caber	None	None	quedar	None	None	verb
None	fit	räätälöidä	None	adjustar	None	適應	v	None	ajustar	None	None	ahormar	None	None	verb
بُحَيْرَة	lake	järvi	λίμνη	danau	-湖	湖	n	jezioro	lago	је̏зеро	jezero	poza	สาบ	None	noun
None	US	None	None	AS	None	None	n	St.Zj.	EU	None	None	EE.	None	None	name
آلَة	machine	kone	μηχανή	mesin	マシン	機	n	maszyna	máquina	маши́на	stroj	None	เครื่อง	None	noun
بَطْن	belly	maha	κοιλιά	perut	胃	腹	n	brzuch	barriga	тр̀бух	trebuh	panza	ท้อง	None	noun
طَاوُوس	peacock	riikinkukko	παγώνι	merak	ピーコック	孔雀	n	paw	pavão	па̏ӯн	pav	pavo	นกยูง	None	noun
زَبَابَة	shrew	päästäinen	νανομυγαλίδα	celurut	トガリネズミ	鼩鼱	n	ryjówka	musaranho	ровчица	None	musaraña	หนูผี	None	noun
قُنْدُس	beaver	majava	κάστορας	biwara	ビーバー	海狸	n	bóbr	castor	дабар	bober	None	บีเวอร์	None	noun
إِشَاعَة	rumor	huhu	φήμη	kabar	噂	傳聞	n	pogłoska	boato	гла̀сина	govorica	voz	ข่าวลือ	None	noun
حِمَار	donkey	aasi	γάιδαρος	keledai	驢馬	驢	n	osioł	asno	ма̀гарац	osel	None	ลา	None	noun
جَمَل	camel	kameli	καμήλα	unta	ラクダ	駱駝	n	wielbłąd	camelo	ка̀мила	kamela	camello	อูฐ	None	noun
عِنَايَة	care	hoito	None	perawatan	None	關照	n	opieka	atendimento	skrb	None	None	None	None	noun
None	care	huosta	None	perawatan	None	None	n	None	None	skrb	None	None	None	None	noun
حَدِيد	iron	rauta	σίδηρος	besi	鉄	鐵	n	żelazo	ferro	гвожђе	None	hierro	เหล็ก	None	noun
كَوَى	iron	silittää	σιδερώνω	setrika	アイロンをかける	熨	v	prasować	passar	пе̑глати	likati	planchar	รีด	None	verb
فَرْق	difference	erilaisuus	διαφορά	perbedaan	違い	差別	n	różnica	diferença	ра́злика	različnost	diferencia	ความต่าง	None	noun
None	difference	ero	διαφορά	perbedaan	違い	None	n	różnica	diferença	None	razlika	diferencia	ความต่าง	None	noun
None	difference	erotus	διαφορά	selisih	差	None	n	różnica	diferença	razlika	None	diferencia	ผลต่าง	None	noun
جَامُوس	buffalo	puhveli	βουβάλι	kerbau	野牛	水牛	n	bawół	búfalo	биво	None	None	ควาย	None	noun
سَحَابَة	cloud	pilvi	σύννεφο	awan	None	雲	n	chmura	nuvem	о̏бла̄к	oblak	nube	เมฆ	None	noun
None	cloud	pilvi	νέφος	awan	クラウド	None	n	chmura	nuvem	oblak	None	nube	None	None	noun
None	crush	ihastus	None	gebetan	ときめき	迷上	n	sympatia	paixonite	simpatija	None	enamoramiento	None	None	noun
مِرْيَلَة	wear	asu	ποδιά	celemek	服	圍裙	n	ubranie	vestimenta	кецеља	predpasnik	ropa	ผ้ากันเปื้อน	None	noun
مُرّ	bitter	kitkerä	πικρός	pahit	苦い	苦澀	a	gorzki	amargo	горак	grenak	None	ขม	None	adj
