synset	lemma	annotation	goodness label	confidence	language
02346136-v	impor	KEEP	Y	4	Slovene, Greek, English, Thai
03014705-n	kotak	KEEP	O	2	Portuguese, Spanish
02669885-n	akademi	KEEP	Y	1	Finnish
07782365-n	gurita	KEEP	O	1	Portuguese
01378556-v	merebak	KEEP	O	3	Portuguese, Finnish, English
00514884-a	keseluruhan	KEEP	Y	2	Finnish, Polish
01413247-a	mungkin	KEEP	Y	None	None
09908025-n	muda	DELETE	O	1	Spanish
01969707-a	setiap bulan	KEEP	X	None	None
01009240-v	katakan	KEEP	None	1	English
10009276-n	penyidik	KEEP	None	1	English
08650157-n	sebelah	KEEP	O	1	English
00054950-r	amat	KEEP	O	None	None
05145118-n	harga	KEEP	Y	1	Arabic
08723006-n	china	KEEP	None	1	English
12352287-n	pisang	KEEP	O	1	English
13841651-n	berhubungan dengan	KEEP	X	5	Spanish, Polish, Finnish, Portuguese, English
01011973-a	awal	KEEP	O	None	None
01998432-v	ikuti	KEEP	X	None	None
90000037-n	Geylang Lor	KEEP	None	None	None
00670261-v	menilai	KEEP	O	1	Arabic
00938659-a	sah	KEEP	O	None	None
01188725-v	kehendak	DELETE	Y	8	Slovene, Spanish, Greek, Finnish, Portuguese, Mandarin Chinese, English, Serbo-Croatian
07323231-n	penjelmaan	KEEP	O	3	Portuguese, Spanish, English
06845599-n	merek	KEEP	O	1	Spanish
01332730-v	menutup	KEEP	Y	1	Japanese
00724492-v	hirau	KEEP	None	None	None
01233156-n	kunjungilah	KEEP	X	6	Slovene, Polish, Greek, Arabic, Portuguese, English
10129825-n	perawan	DELETE	O	2	Portuguese, Spanish
00783840-a	umum	KEEP	O	None	None
01179865-v	mengganyang	DELETE	O	1	English
07598256-n	permen	KEEP	O	None	None
01999218-v	memandu	DELETE	O	1	Arabic
02824448-n	lonceng	KEEP	O	1	Japanese
00900583-v	menyambut	KEEP	O	1	Slovene
00488187-a	tersendiri	KEEP	O	None	None
01182709-v	menyuguhkan	KEEP	None	1	English
06532095-n	tindakan	KEEP	O	1	English
15211806-n	juni	KEEP	O	8	Spanish, Polish, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English
06642138-n	berita	KEEP	Y	1	English
02754096-a	hukum	KEEP	Y	1	English
02302220-v	menyandang	KEEP	O	1	Finnish
00406243-v	menyiagakan	KEEP	None	1	Finnish
07944050-n	muda-mudi	KEEP	None	5	Japanese, Thai, Portuguese, Mandarin Chinese, English
07967982-n	kaum	KEEP	Y	1	Portuguese
02718015-v	mengimbangi	KEEP	O	1	Finnish
01771535-v	serasa	KEEP	None	1	English
14956325-n	lumpur	KEEP	Y	1	Mandarin Chinese
09452653-n	jalur	KEEP	O	1	Greek
00144405-r	sejenak	KEEP	None	3	Finnish, English, Japanese
10284064-n	pembuat	KEEP	O	1	Finnish
02022167-a	mewah	KEEP	O	None	None
00482122-n	netball	KEEP	X	None	None
00596644-v	mengenal	KEEP	O	1	English
00599992-v	memasukkan	DELETE	O	1	Arabic
01755816-v	melaksanakan	KEEP	O	1	Finnish
01676517-a	sangat	KEEP	O	None	None
03120198-n	halaman	KEEP	O	1	English
12104384-n	serai	KEEP	Y	4	Finnish, English, Thai, Japanese
00120796-v	mengalami	DELETE	O	1	English
00986766-a	empuk	KEEP	None	None	None
00887463-v	berdedikasi	KEEP	Y	1	Serbo-Croatian
00110701-a	digital	KEEP	O	None	None
02737876-v	dipunyai	DELETE	X	1	Slovene
04299215-n	gerai	KEEP	Y	1	Portuguese
01554063-a	beberapa	KEEP	O	None	None
02921592-n	air	DELETE	O	5	Polish, Japanese, Finnish, Portuguese, English
15237782-n	musim dingin	KEEP	O	1	English
00748972-v	memberi	KEEP	O	1	English
00770316-a	langsung	KEEP	O	None	None
07944050-n	pemuda	KEEP	Y	5	Japanese, Thai, Portuguese, Mandarin Chinese, English
80000902-a	vintage	KEEP	None	None	None
01173933-v	makan	DELETE	O	1	English
02627934-v	mempersilakan	DELETE	O	1	English
02287041-v	temukan	KEEP	None	None	None
00510644-a	seefisien	KEEP	None	None	None
11038657-n	heinz	KEEP	None	None	None
09956578-n	penakluk	KEEP	Y	4	Portuguese, Finnish, English, Serbo-Croatian
02006834-v	menubruk	DELETE	O	1	English
10754449-n	pelanggar	KEEP	M	None	None
02941790-a	afrika	KEEP	None	None	None
01730444-a	terakhir	KEEP	None	None	None
02128873-v	lihat	KEEP	O	1	English
04202417-n	ruko	KEEP	X	1	English
02205272-v	berhasil	DELETE	O	1	Finnish
00972902-a	modern	KEEP	None	None	None
13153633-n	kehijauan	KEEP	None	None	None
02821071-a	kota	KEEP	Y	1	English
02614181-v	hidup	KEEP	O	1	Finnish
15119919-n	sekarang	KEEP	O	None	None
09428628-n	tepi pantai	KEEP	X	1	Portuguese
14437552-n	kehormatan	KEEP	O	1	Slovene
04814238-n	kemegahan	KEEP	O	None	None
01580467-v	bungkus	KEEP	O	1	English
02359464-a	mengejutkan	KEEP	O	None	None
02006834-v	jatuh ke	DELETE	X	1	English
00522751-v	dapatkan	KEEP	X	1	English
06619428-n	siaran	KEEP	O	2	Portuguese, Greek
00586262-n	pengiriman	DELETE	O	1	English
10747119-n	vegetarian	KEEP	X	None	None
04060904-n	wadah	KEEP	O	1	Finnish
04424418-n	barang	KEEP	O	1	Finnish
08997801-n	singapore	KEEP	None	3	Portuguese, English, Thai
15213406-n	november	KEEP	O	None	None
80001382-x	astaga	KEEP	None	None	None
90000013-n	campbell lane	KEEP	None	None	None
00163233-n	tujuan	KEEP	Y	3	Slovene, Mandarin Chinese, English
01021629-v	atur	KEEP	O	3	Spanish, Greek, Finnish
00388065-n	parut	KEEP	O	None	None
01250835-a	tropis	KEEP	None	None	None
05844663-n	warna	KEEP	O	1	English
10129825-n	gadis	KEEP	O	2	Portuguese, Spanish
90000085-n	river hong bao	KEEP	None	None	None
01224744-v	dioperasikan	KEEP	X	1	Mandarin Chinese
80001132-n	aku	KEEP	None	None	None
14879750-n	kristal	KEEP	O	1	English
02128385-n	macan tutul	KEEP	O	1	Portuguese
02584699-a	baru	KEEP	O	1	English
01289083-a	indah	KEEP	None	None	None
05856388-n	nilai	KEEP	Y	1	Spanish
01036996-n	pernikahan	KEEP	Y	7	Slovene, Japanese, Greek, Finnish, Arabic, Portuguese, English
05611302-n	pikiran	KEEP	O	1	English
01060317-v	memberi	KEEP	O	1	English
90000118-n	tuas checkpoint	KEEP	None	None	None
00575365-n	duck soup	DELETE	X	1	English
00991838-a	lemak	KEEP	O	1	English
02108026-v	mengalami	KEEP	O	1	English
00145571-r	cukup	KEEP	O	1	Portuguese
03322836-n	farmhouse	KEEP	None	None	None
02587532-v	menguruskan	DELETE	Y	1	Finnish
02804590-a	suburban	KEEP	None	None	None
04306847-n	arca	KEEP	O	6	Slovene, Spanish, Polish, Greek, Portuguese, English
00664449-a	ingin tahu	KEEP	O	1	Arabic
13953608-n	perintah	KEEP	O	1	Finnish
01181661-a	bumi	KEEP	O	None	None
00521562-n	presentasi	KEEP	None	1	Finnish
05652593-n	kerelaan	KEEP	O	1	English
13927383-n	kondisi	KEEP	Y	1	English
01518878-n	burung unta	KEEP	O	None	None
02197505-v	menyapa	KEEP	L	None	None
01326528-v	mempertiadakan	DELETE	O	1	Finnish
02074092-a	gila	KEEP	O	3	Portuguese, Finnish, English
01072949-v	bermain	KEEP	Y	1	Slovene
00048475-r	masa kini	KEEP	O	3	Portuguese, Finnish, English
00715140-a	demokratis	KEEP	O	None	None
07579787-n	sepiring	KEEP	None	1	Spanish
02607830-v	terbentang	KEEP	O	1	Japanese
06337693-n	panggilan	KEEP	O	8	Slovene, Spanish, Polish, Japanese, Finnish, Thai, Portuguese, English
01674604-a	agak baik	DELETE	X	None	None
12916723-n	jati	KEEP	M	None	None
00407848-v	didekorasi	KEEP	None	1	English
07931733-n	teh manis	DELETE	X	None	None
02493030-v	menyambangi	KEEP	O	1	Arabic
08276720-n	sekolah	KEEP	O	1	Spanish
11105778-n	kipling	KEEP	None	None	None
02603699-v	adalah	KEEP	L	1	Finnish
01462005-v	campur	DELETE	O	2	Greek, English
00388094-r	staccato	KEEP	None	None	None
02728440-n	pakaian	KEEP	Y	1	English
00514884-a	sepanjang	KEEP	O	2	Finnish, Polish
10403876-n	penumpang	KEEP	Y	10	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English
12900462-n	cabai	KEEP	O	1	Mandarin Chinese
00005526-v	megap-megap	KEEP	None	1	English
01012855-a	premier	KEEP	None	None	None
00350104-v	memulai lagi	DELETE	X	4	Greek, Finnish, English, Serbo-Croatian
09023321-n	spanyol	KEEP	X	1	Finnish
07199565-n	sahutan	KEEP	None	1	English
00666058-a	sekarang	KEEP	Y	1	Polish
01586342-a	sedap	KEEP	O	1	Japanese
02864068-a	melodis	KEEP	X	None	None
00976531-n	penyerbuan	KEEP	O	7	Slovene, Spanish, Polish, Japanese, Finnish, Portuguese, English
00187120-r	dengan nyaman	KEEP	X	None	None
05682950-n	perhatian	KEEP	O	8	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Portuguese, English
02003357-a	terbuka	KEEP	O	None	None
03427296-n	pintu	KEEP	O	6	Slovene, Polish, Finnish, Thai, Portuguese, English
07786164-n	osyter	KEEP	None	1	Portuguese
02582615-v	melakukan	KEEP	O	1	English
80001305-n	suku Minangkabau	KEEP	None	None	None
08588152-n	di dalam	DELETE	X	None	None
00729133-a	indie	KEEP	None	None	None
01875295-v	menggoyang	KEEP	Y	1	English
06650431-n	dokumentasi	KEEP	O	1	English
02394183-v	memenuhkan	DELETE	None	1	English
01933731-a	sebenarnya	KEEP	O	None	None
00624026-a	ramai	KEEP	O	1	Polish
04544626-n	wakeboard	KEEP	None	None	None
01586342-a	menarik	KEEP	Y	1	Japanese
02701210-v	menggemak-gemak	DELETE	O	1	Slovene
80000370-n	Sentosa	KEEP	None	None	None
05565064-n	tinju	KEEP	X	2	Portuguese, Spanish
15247110-n	sekejap	KEEP	Y	1	English
01114824-n	sale	KEEP	None	1	Spanish
02367032-v	meninggalkan	KEEP	O	1	English
00643863-a	imajinatif	KEEP	None	None	None
01332730-v	menutupi	KEEP	Y	1	Japanese
00910973-v	mengeluh	KEEP	O	1	Portuguese
15245829-n	waktu	KEEP	O	1	Thai
12582231-n	palem	KEEP	None	1	English
14450691-n	kebutuhan	KEEP	O	3	Portuguese, English, Slovene
04733118-n	aspek	KEEP	O	1	Spanish
02191766-v	dibumbui	KEEP	None	1	English
13365286-n	mata pencaharian	KEEP	None	1	English
00071165-r	di sekitar	KEEP	X	1	English
00658082-n	perawatan	KEEP	L	1	English
04454240-n	gasing	KEEP	Y	1	Polish
06278136-n	suara	KEEP	O	1	English
04605726-n	salut	KEEP	L	2	Portuguese, English
90000180-n	imperial treasure cantonese cuisine	KEEP	None	None	None
00422435-r	sangat	KEEP	O	1	English
00955148-v	maksudkan	DELETE	X	1	English
01655902-v	ulang	KEEP	None	3	Portuguese, English, Japanese
00751567-v	mensyaratkan	DELETE	O	2	Mandarin Chinese, Thai
10480253-n	karyawan	KEEP	Y	None	None
02506555-a	beraneka	KEEP	Y	None	None
00674607-v	membutuhkan	DELETE	O	1	Finnish
04366367-n	jembatan gantung	KEEP	None	None	None
15142167-n	kelahirannya	KEEP	None	1	English
00915321-a	tepat	KEEP	O	None	None
02647497-v	tetap sama	DELETE	X	1	English
07601999-n	coklat	KEEP	None	7	Slovene, Polish, Japanese, Greek, Finnish, Mandarin Chinese, English
00106921-r	biasanya	KEEP	Y	2	Finnish, Japanese
01920698-v	menjelajah	KEEP	O	1	Finnish
08376250-n	rangkaian	KEEP	O	1	Finnish
13746512-n	10	KEEP	None	4	Portuguese, Greek, Finnish, English
00758333-v	mengambil	KEEP	L	1	Finnish
02935658-n	kedai kopi	KEEP	Y	1	Japanese
02005948-v	mencapai	KEEP	O	1	English
00594413-a	terus-menerus	KEEP	Y	1	Polish
00060632-r	sebelum ini	KEEP	X	1	Japanese
05868477-n	akhir	KEEP	O	1	Japanese
07064715-n	rock	KEEP	None	1	English
00097504-n	kinerja	KEEP	None	1	Portuguese
00378479-n	penyalaan	KEEP	None	None	None
00173338-v	mengalih dari	DELETE	X	1	Serbo-Croatian
11465888-n	kabut asap	KEEP	None	1	Portuguese
00279092-a	gemerlap	KEEP	None	None	None
04751305-n	variasi	KEEP	None	6	Spanish, Japanese, Finnish, Thai, Portuguese, English
01277097-a	penting	KEEP	O	None	None
09880741-n	maling	KEEP	O	1	Japanese
10732967-n	akrobat	KEEP	O	None	None
80000410-n	zara	KEEP	None	None	None
08588152-n	di dalam	KEEP	X	None	None
07066659-n	bergaya	KEEP	None	1	Portuguese
05143077-n	kepentingan	KEEP	O	1	Spanish
13983304-n	lampu	KEEP	O	1	Spanish
04954920-n	semarak	KEEP	None	None	None
01409581-a	sebagai	DELETE	O	1	Polish
00051848-r	terus	KEEP	O	3	Spanish, Finnish, English
00146594-r	begitu	KEEP	Y	1	Finnish
14890286-n	granit	KEEP	O	4	Portuguese, Greek, Finnish, English
02647497-v	wujud	DELETE	O	1	English
00324384-n	naik	KEEP	O	1	Spanish
01284212-a	dramatis	KEEP	None	None	None
02327200-v	memberikan	DELETE	Y	1	Finnish
01484083-a	wanita	KEEP	O	2	Spanish, English
01845720-v	bepergian	KEEP	O	None	None
00149510-r	nyata	KEEP	None	1	Japanese
02545272-v	berpetualang	KEEP	X	1	English
02186750-a	kelima	KEEP	None	None	None
07951464-n	koleksi	KEEP	Y	9	Slovene, Spanish, Polish, Japanese, Finnish, Arabic, Portuguese, Mandarin Chinese, English
02136892-v	mencerminkan	KEEP	O	None	None
02154312-v	melihat	KEEP	O	1	English
10967447-n	fatimah	KEEP	None	None	None
01444563-v	menyate	KEEP	None	1	English
15170504-n	akhir pekan	KEEP	O	None	None
08997487-n	dunearn road	KEEP	None	2	Portuguese, English
02206619-v	menawan	DELETE	O	1	English
02677097-v	mengenai	KEEP	O	1	Finnish
01664172-v	berisi	KEEP	None	1	Finnish
00019131-a	capai	KEEP	None	None	None
00451838-v	memenuhi	KEEP	O	1	Portuguese
09039411-n	turki	KEEP	None	6	Polish, Japanese, Greek, Finnish, Portuguese, English
01595312-a	lazim	DELETE	O	None	None
07904395-n	gin	KEEP	O	1	Japanese
02648110-v	berlangsung	KEEP	O	1	English
05946687-n	religi	KEEP	O	1	Spanish
13497135-n	pertumbuhan	KEEP	Y	1	Slovene
02315938-v	warisi	KEEP	X	None	None
04664314-n	pencegahan	KEEP	O	1	English
07360841-n	peristiwa	KEEP	O	1	Finnish
00098714-r	malahan	KEEP	None	2	English, Thai
01849221-v	datang	KEEP	O	2	Finnish, English
08630039-n	negara	DELETE	O	2	Portuguese, Spanish
03717921-n	model	KEEP	O	1	English
06062407-n	radiologi	KEEP	None	None	None
15249799-n	ulang tahun	KEEP	Y	1	Polish
00149510-r	sesungguh	KEEP	None	1	Japanese
08653706-n	berdiri	KEEP	O	1	Portuguese
07840804-n	eggs	KEEP	None	1	English
01283508-a	megah	KEEP	O	None	None
04353803-n	keseluruhan	KEEP	Y	1	Finnish
00047534-r	selain	KEEP	L	1	Portuguese
00641158-a	sopan	KEEP	O	4	Finnish, English, Thai, Japanese
01450969-a	tersesat	KEEP	Y	None	None
09878275-n	pembangun	KEEP	O	1	Finnish
01168988-a	medis	KEEP	O	4	Portuguese, Finnish, English, Serbo-Croatian
05149832-n	bantuan	KEEP	O	1	Japanese
05202497-n	beradaptasi	KEEP	None	2	Portuguese, Spanish
02604760-v	kedua	KEEP	None	1	Finnish
04345288-n	barang	KEEP	O	None	None
07879450-n	sushi	KEEP	X	3	English, Thai, Japanese
00039021-n	interaksi	KEEP	Y	2	Portuguese, Spanish
08458912-n	rangkaian	KEEP	O	None	None
01694263-v	tiru	KEEP	L	1	Thai
09885145-n	pembelanja	KEEP	None	1	Polish
08210835-n	Scotland Yard	KEEP	O	None	None
02244956-v	menjual	KEEP	O	1	Portuguese
07360841-n	kejadian	KEEP	O	1	Finnish
05768252-n	visi	KEEP	Y	2	Portuguese, Spanish
77000023-n	-mu	KEEP	None	None	None
15160579-n	hari	KEEP	O	1	English
00971660-a	hip	KEEP	None	None	None
03728437-n	korek	KEEP	None	None	None
05715864-n	rasa	KEEP	Y	1	English
00958880-a	setia	KEEP	O	4	Polish, Finnish, English, Thai
02067719-a	beragam	KEEP	None	None	None
02050132-v	melewati	KEEP	None	1	English
05128519-n	seluas	KEEP	X	1	Portuguese
00049003-n	tindakan memasuki	DELETE	X	1	English
07447641-n	pesta	KEEP	Y	1	Spanish
00031820-v	tertawa	KEEP	Y	1	English
08833295-n	sydney	KEEP	None	None	None
01858910-v	keliling	KEEP	None	1	English
90000124-n	City Hall	KEEP	None	None	None
01101391-a	umum	KEEP	Y	1	English
10030277-n	dramatis	KEEP	O	None	None
02108026-v	mendapat	KEEP	O	1	English
01422556-a	secara langsung	KEEP	X	1	English
00755745-v	menjangka	DELETE	Y	1	Spanish
00348746-v	mulai	KEEP	Y	6	Spanish, Japanese, Greek, Thai, Portuguese, English
02213336-v	menemukan	KEEP	O	1	English
08903220-n	delhi	KEEP	None	None	None
07585107-n	kaldu ayam	KEEP	X	None	None
05943066-n	keimanan	KEEP	L	4	Portuguese, Finnish, English, Spanish
09991026-n	orang	DELETE	O	1	English
11463746-n	keberuntungan	KEEP	O	1	Finnish
02136892-v	tercermin	KEEP	O	None	None
01123879-a	bagus	KEEP	O	None	None
01212230-v	melalui	KEEP	None	1	English
00173761-n	cara	KEEP	O	3	Portuguese, English, Slovene
08524735-n	city	KEEP	None	1	Greek
01581305-a	berlebihan	KEEP	O	None	None
04677385-n	ukuran bahan cetakan	DELETE	X	1	Finnish
00009966-r	silakan	KEEP	Y	None	None
01028748-v	dinamakan	KEEP	X	1	English
08761868-n	kopenhagen	KEEP	X	4	Greek, Finnish, English, Polish
90000299-n	Nonya	KEEP	None	None	None
07751451-n	plum	KEEP	None	None	None
10391653-n	pelukis	KEEP	Y	7	Slovene, Polish, Japanese, Greek, Thai, Portuguese, English
02112701-a	bersatu	KEEP	O	None	None
00033615-n	jumlah	KEEP	O	1	Polish
09923673-n	warga	KEEP	Y	1	English
00279835-n	pindah	KEEP	O	1	Japanese
01646941-a	anak	KEEP	O	1	English
07850329-n	cheese	KEEP	None	1	Polish
00369941-a	keemasan	KEEP	O	None	None
00274724-v	makan hati	DELETE	X	1	Finnish
02071420-a	sama seperti	KEEP	X	5	Spanish, Japanese, Greek, Finnish, English
01091234-a	dekoratif	KEEP	O	None	None
05812038-n	tengah	KEEP	None	1	Finnish
80001272-v	timbul tenggelam	KEEP	None	None	None
14024882-n	tidur	KEEP	Y	1	English
00213794-v	sanggup	DELETE	O	1	Arabic
00122844-a	mengiringi	KEEP	O	None	None
02150948-v	tampil	KEEP	None	1	English
12147539-n	bambu	KEEP	O	1	English
02167052-v	melihat	KEEP	O	1	Finnish
00069472-r	di	DELETE	O	1	English
13497135-n	tumbuh	KEEP	None	1	Slovene
80000201-n	Hari Raya Haji	KEEP	None	None	None
04992570-n	bumbu	KEEP	L	1	Finnish
00921300-v	beralamat	KEEP	O	1	Portuguese
14539268-n	pengamanan	KEEP	O	1	Greek
00014742-v	tidur	KEEP	O	1	English
01728614-a	kuno	KEEP	O	None	None
01755627-a	sementara	KEEP	Y	1	Polish
04921011-n	warisan	KEEP	O	2	Finnish, Thai
90000218-n	world gourmet summit	KEEP	None	None	None
01508719-a	pedas	KEEP	None	1	Japanese
00034213-n	fenomena	KEEP	Y	5	Greek, Finnish, Thai, Portuguese, English
15155891-n	esok	KEEP	O	5	Spanish, Finnish, Thai, Portuguese, English
01494310-v	memposisikan	KEEP	None	1	English
00734054-v	meluwengkan	DELETE	O	1	Finnish
01095966-n	perusahaan	KEEP	O	1	English
90000298-n	peranakan	KEEP	None	None	None
06835845-n	ρ	KEEP	None	None	None
00196692-r	banyak	KEEP	O	None	None
07669891-n	ham	KEEP	Y	None	None
10077593-n	penyuka	KEEP	None	1	Portuguese
04219424-n	sutra	KEEP	None	None	None
02209936-v	membawa	DELETE	O	1	Finnish
02701210-v	melenggarakan	DELETE	None	1	Slovene
00026385-v	bersantai	KEEP	Y	1	English
02527588-a	diburu	KEEP	None	None	None
05933246-n	pemandangan	KEEP	Y	1	Finnish
02479323-v	membekali	DELETE	O	1	Mandarin Chinese
00388065-v	bereksperimen	KEEP	None	1	Portuguese
00975487-a	bergaya	KEEP	O	None	None
02267989-v	meluwengkan	DELETE	O	1	Spanish
02210855-v	dapat	DELETE	Y	1	English
90000096-n	singapore handicraft centre	KEEP	None	None	None
15138600-n	waktu bermain	KEEP	X	None	None
02635956-v	menemani ke	DELETE	X	1	Finnish
00071840-r	terhadap	DELETE	O	1	English
01679806-v	menghias	KEEP	O	1	Spanish
01027174-v	menyesuaikan	DELETE	O	1	Finnish
00329831-a	pusat	KEEP	Y	1	English
13275288-n	perbelanjaan	KEEP	Y	1	Japanese
10042300-n	pemakan	KEEP	O	1	Spanish
08463969-n	harta karun	KEEP	Y	None	None
01723224-v	berlatih	KEEP	O	3	Spanish, Finnish, English
00886448-a	berlaga	KEEP	None	None	None
05400860-n	a	KEEP	O	1	English
06929742-n	china	KEEP	None	1	English
90000208-n	yong tau foo	KEEP	None	None	None
03415363-n	regu	KEEP	O	None	None
07814487-n	cengkeh	KEEP	O	1	English
15210383-n	pertengahan januari	KEEP	X	None	None
00527801-v	diawetkan	KEEP	X	None	None
90000318-n	cendol	KEEP	None	None	None
03984234-n	porselen	KEEP	None	3	Polish, Finnish, English
02587532-v	mengatur	DELETE	O	1	Finnish
10472799-n	pangeran	KEEP	O	2	Spanish, English
00182406-v	menambah isi	KEEP	X	1	Slovene
00117985-v	terus	KEEP	O	1	Finnish
02542280-v	mematuhi	KEEP	Y	1	Slovene
90000047-n	kandahar street	KEEP	None	None	None
02609764-v	selesai	KEEP	O	1	Arabic
00674607-v	pilihlah	DELETE	X	1	Finnish
90000187-n	Rumah Makan Minang	KEEP	None	None	None
08641113-n	kawasan sekeliling	DELETE	X	1	Portuguese
00471572-a	menurut	KEEP	Y	None	None
15234764-n	menit	KEEP	O	1	English
10757193-n	pengunjung	KEEP	Y	1	Finnish
00648224-v	menjelajahi	KEEP	O	1	Spanish
00705891-a	lembut	KEEP	Y	1	Finnish
06888944-n	pemandangan	KEEP	O	2	Portuguese, Spanish
06240865-n	mahayana	KEEP	None	None	None
10936716-n	dior	KEEP	None	None	None
09403734-n	pegunungan	KEEP	O	5	Spanish, Greek, Finnish, Thai, Portuguese
01389451-a	besar-besaran	KEEP	O	None	None
11427842-n	sial	KEEP	O	3	Portuguese, Finnish, Japanese
01664172-v	membuat	KEEP	Y	1	Finnish
02521410-v	bertengkar	DELETE	O	1	Mandarin Chinese
08497294-n	wilayah	KEEP	O	1	Portuguese
00951831-a	bhg dalam	DELETE	X	None	None
04679419-n	rupa	KEEP	O	1	Greek
90000306-n	Pongal	KEEP	None	None	None
08524735-n	kota	KEEP	Y	1	Greek
10411551-n	jalanan	KEEP	None	None	None
02283324-v	menyimpan	KEEP	O	1	Finnish
02694677-v	mahkota	KEEP	L	None	None
05814650-n	hal	KEEP	Y	1	Serbo-Croatian
00049003-n	jalan masuk	DELETE	O	1	English
02325968-v	berbelanja	KEEP	O	1	English
01015104-v	jamin	KEEP	O	None	None
01099951-a	spesifik	KEEP	L	None	None
07783102-n	ikan asin	KEEP	O	None	None
06523641-n	jaminan	KEEP	Y	1	Slovene
15245829-n	saat	KEEP	O	1	Thai
02108654-v	terima	DELETE	O	1	English
01204294-n	rangka	DELETE	O	1	English
01258617-a	tubuh manusia	KEEP	X	2	Slovene, English
04814238-n	brilian	KEEP	O	None	None
01842367-v	meninggalkan	KEEP	O	1	Finnish
00616913-a	braised	KEEP	None	None	None
02084979-a	teknologi	KEEP	O	None	None
00072201-r	di sekitar	KEEP	X	1	English
01463963-v	merapikan	KEEP	Y	1	Finnish
08629508-n	balik	KEEP	None	1	Portuguese
01536094-a	kontemporer	KEEP	None	None	None
15205532-n	abad	KEEP	Y	1	Polish
02108654-v	dihukum	DELETE	X	1	English
00144722-r	sudah pasti	KEEP	X	1	Finnish
80001043-n	baju kurung	KEEP	None	None	None
08809165-n	milan	KEEP	None	None	None
08588152-n	dalam hati	DELETE	X	None	None
01083373-v	rosakkan	DELETE	X	2	Portuguese, Spanish
00138611-r	agaknya	KEEP	O	5	Slovene, Japanese, Finnish, Portuguese, English
01985247-a	terbuka	KEEP	O	1	English
01195299-v	coba	KEEP	O	6	Spanish, Japanese, Finnish, Portuguese, English, Serbo-Croatian
08588699-n	tengah	KEEP	L	1	Spanish
02118933-v	mengamati	KEEP	O	1	Spanish
01122149-n	perbelanjaan	KEEP	O	None	None
00428270-n	tari	KEEP	O	3	Portuguese, Spanish, Polish
00349369-n	gerakan	KEEP	O	1	Spanish
05699434-n	berkeberatan	KEEP	None	2	English, Japanese
07721456-n	lada	KEEP	O	4	Greek, Finnish, English, Thai
02395000-v	dilindungi	KEEP	X	1	Finnish
00770437-v	mendapatkan	DELETE	O	1	English
