synset	lemma	annotation	goodness label	confidence	language	prediction label
05074774-n	keadaan	DELETE	O	1	Greek	KEEP
00948670-a	dalam	KEEP	X	1	Finnish	KEEP
00795632-v	memesan	KEEP	None	1	Portuguese	KEEP
01157517-v	menyapu bersih	DELETE	X	1	English	DELETE
01560583-v	cacah	KEEP	L	None	None	KEEP
08702805-n	negara amerika utara	KEEP	X	None	None	KEEP
05563266-n	kaki	KEEP	Y	1	Polish	KEEP
02517817-a	tersembunyi	KEEP	O	None	None	KEEP
00375021-v	rebus	KEEP	O	3	Spanish, Greek, English	KEEP
01821132-v	tercekam	KEEP	None	None	None	KEEP
00522751-v	terima	DELETE	O	1	English	DELETE
00141632-v	ikat	KEEP	Y	2	Finnish, English	KEEP
00674607-v	buat pilihan	DELETE	X	1	Finnish	KEEP
15119919-n	sekarang?	KEEP	None	None	None	KEEP
02735688-n	lapangan	KEEP	O	1	Spanish	KEEP
02699941-v	selayak	KEEP	None	None	None	KEEP
02327200-v	menyediakan	KEEP	Y	1	Finnish	KEEP
00583461-n	spesialisasi	KEEP	O	None	None	KEEP
01884930-a	aman	KEEP	O	None	None	KEEP
01494310-v	letakkan	KEEP	X	1	English	DELETE
10099375-n	penganut	KEEP	O	1	Finnish	KEEP
05750163-n	tempo	KEEP	Y	2	Greek, Finnish	KEEP
02440691-a	bawah	KEEP	O	None	None	KEEP
07808904-n	daun mint	KEEP	X	None	None	KEEP
02203168-v	memelihara	KEEP	O	1	English	DELETE
02336449-a	tidak cukup	KEEP	X	1	Finnish	KEEP
02530167-v	mencoba	KEEP	O	2	Portuguese, Spanish	KEEP
90000149-n	new majestic hotel	KEEP	None	None	None	KEEP
01664172-v	bercadang	DELETE	O	1	Finnish	KEEP
04710127-n	kerasnya	KEEP	X	None	None	KEEP
01494310-v	memasukkan	KEEP	O	1	English	DELETE
07614500-n	ice-cream	KEEP	None	1	Japanese	KEEP
80001374-n	jeruk purut	KEEP	None	None	None	KEEP
09984659-n	pembeli	KEEP	Y	1	English	KEEP
07025900-n	klasik	KEEP	Y	1	English	KEEP
01038666-v	bercakap-cakap	KEEP	O	3	Portuguese, Finnish, English	KEEP
02687385-v	menemani ke	DELETE	X	1	Finnish	KEEP
07933274-n	teh	KEEP	Y	1	Spanish	KEEP
00047392-r	begitu	KEEP	O	2	Finnish, Thai	KEEP
01156834-v	menelan	DELETE	O	1	English	DELETE
90000076-n	Pastikan Anda	KEEP	None	None	None	KEEP
00068901-n	pelanggaran	KEEP	O	1	Portuguese	KEEP
13386465-n	tunai	KEEP	O	1	English	KEEP
80001116-n	krupuk udang	KEEP	None	None	None	KEEP
13275288-n	biaya	KEEP	O	1	Japanese	KEEP
06372680-n	legenda	KEEP	O	1	Arabic	KEEP
01002740-v	mengarik	DELETE	O	1	English	DELETE
06371413-n	legenda	KEEP	O	1	Japanese	KEEP
02701210-v	memasukkan	DELETE	O	1	Slovene	KEEP
00936297-a	bekas	KEEP	O	None	None	KEEP
00884466-n	kelas	KEEP	Y	1	Polish	KEEP
07814634-n	cumin	KEEP	None	1	Finnish	KEEP
00025290-r	ke mana	DELETE	X	None	None	KEEP
01409581-a	bagai	KEEP	O	1	Polish	KEEP
02649830-v	hidup	KEEP	O	1	English	DELETE
13659760-n	10	KEEP	None	None	None	KEEP
00965606-a	sudah tahu	DELETE	X	1	English	KEEP
00013887-a	banyak	KEEP	Y	1	Slovene	KEEP
01755024-a	abadi	KEEP	Y	None	None	KEEP
00212604-r	sangat	KEEP	L	None	None	KEEP
02790726-a	desa	KEEP	Y	4	Slovene, Polish, English, Thai	KEEP
03876519-n	lukisan	KEEP	Y	1	Spanish	KEEP
13955461-n	yang sebenarnya	KEEP	X	1	Polish	KEEP
13809207-n	bagian	KEEP	Y	1	Mandarin Chinese	KEEP
08672738-n	desa	KEEP	O	1	Portuguese	KEEP
01078783-v	menghadapi	KEEP	Y	1	English	KEEP
02627934-v	mengajak	DELETE	O	1	English	DELETE
00599992-v	menyelidik	DELETE	O	1	Arabic	KEEP
04161981-n	tempat duduk	KEEP	X	1	English	KEEP
00101323-r	jauh	KEEP	Y	1	Japanese	KEEP
00770437-v	meminta	DELETE	O	1	English	DELETE
08431437-n	sederetan	KEEP	X	1	Polish	KEEP
02346895-v	ikuti	KEEP	X	1	Slovene	KEEP
00415676-n	jalan	KEEP	Y	1	Spanish	KEEP
01427127-v	mengesex	DELETE	X	1	English	DELETE
05870055-n	salah satu	KEEP	None	1	English	KEEP
01462005-v	mengarun	DELETE	O	2	Greek, English	KEEP
00087423-n	hibah	KEEP	None	None	None	KEEP
10801291-n	penulis	KEEP	O	1	Japanese	KEEP
00144722-r	pasti	KEEP	Y	1	Finnish	KEEP
09449510-n	jalur	KEEP	O	1	Greek	KEEP
90000104-n	south bridge road	KEEP	None	None	None	KEEP
06359193-n	situs web	KEEP	X	2	Polish, Japanese	KEEP
00017445-r	sampai	KEEP	None	2	Finnish, English	KEEP
00212604-r	pernah	DELETE	O	None	None	KEEP
15162388-n	festival	KEEP	None	1	Spanish	KEEP
15246853-n	sejenak	KEEP	O	1	Portuguese	KEEP
03388043-n	air mancur	KEEP	None	2	Portuguese, Spanish	KEEP
90000170-n	universal studios	KEEP	None	None	None	KEEP
02009433-v	meninggalkan	KEEP	O	1	Spanish	KEEP
08494133-n	suasana	KEEP	O	1	Portuguese	KEEP
08060446-n	pembuat	KEEP	O	1	Spanish	KEEP
01905653-a	bening	KEEP	O	2	Slovene, Finnish	KEEP
00232600-r	sayup-sayup	KEEP	None	None	None	KEEP
15201505-n	tahun	KEEP	O	2	Portuguese, Spanish	KEEP
01020356-v	menuliskan	KEEP	O	1	Spanish	KEEP
06624161-n	surat	KEEP	Y	1	Portuguese	KEEP
14524849-n	suasana	KEEP	O	1	Polish	KEEP
06373314-n	jalan cerita	KEEP	X	1	Japanese	KEEP
02686471-v	menyeret	DELETE	O	1	Spanish	KEEP
80002045-n	katong laksa	KEEP	None	None	None	KEEP
08166318-n	pengadilan	KEEP	O	2	Slovene, Finnish	KEEP
01737923-v	cipta	KEEP	None	None	None	KEEP
13810141-n	bagian	KEEP	None	None	None	KEEP
05682950-n	minat	KEEP	O	8	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Portuguese, English	KEEP
15138903-n	bulan madu	KEEP	O	None	None	KEEP
04980463-n	wangi	KEEP	O	2	Polish, English	KEEP
02328559-a	keras hati	KEEP	None	None	None	KEEP
00194924-a	mengerikan	KEEP	O	None	None	KEEP
01151110-v	meluwengkan	DELETE	O	1	Finnish	KEEP
02188913-a	26	KEEP	None	None	None	KEEP
10677271-n	pemasoknya	KEEP	X	1	Finnish	KEEP
01462005-v	lakur	DELETE	O	2	Greek, English	KEEP
10290541-n	maniak	KEEP	None	None	None	KEEP
04981941-n	suara	KEEP	O	1	English	KEEP
00342812-v	terdapat	KEEP	O	1	Finnish	KEEP
02586619-v	berkuasa	KEEP	Y	1	English	KEEP
14526182-n	suasana	KEEP	Y	1	English	KEEP
01733477-v	diadakannya	KEEP	None	1	English	KEEP
15256714-n	ronde	KEEP	O	1	English	KEEP
80000689-n	centrepoint	KEEP	None	None	None	KEEP
06799897-n	rangka	DELETE	O	1	Arabic	KEEP
13961399-n	kehidupan	KEEP	Y	1	English	KEEP
09263811-n	dalam	DELETE	O	1	Thai	KEEP
11252222-n	raffles	KEEP	None	None	None	KEEP
01052248-a	wangi	KEEP	O	5	Spanish, Polish, Thai, Portuguese, English	KEEP
90000176-n	dewa krishna	KEEP	None	None	None	KEEP
00342812-v	tersedia	KEEP	O	1	Finnish	KEEP
90000017-n	Chinatown Food Street	KEEP	None	None	None	KEEP
05416198-n	air liur	KEEP	O	1	English	KEEP
05936561-n	paduan	KEEP	O	2	Finnish, English	KEEP
76100092-x	laras	KEEP	None	None	None	KEEP
01676517-a	menakjubkan	KEEP	O	None	None	KEEP
05840188-n	sejenis	KEEP	None	1	Spanish	KEEP
01844431-v	persinggahan	KEEP	None	1	Portuguese	KEEP
10078806-n	petani	KEEP	Y	1	Finnish	KEEP
08399818-n	pilihan	KEEP	O	1	Spanish	KEEP
07060976-n	jazz	KEEP	None	None	None	KEEP
00442669-r	eceran	KEEP	O	1	English	KEEP
02207206-v	berbelanja	KEEP	O	1	English	DELETE
01456710-a	tepu	DELETE	O	1	English	KEEP
01904930-v	berjalan	KEEP	Y	2	Mandarin Chinese, English	KEEP
02020590-v	tiba	DELETE	O	2	Spanish, Finnish	KEEP
01969150-a	tahunan	KEEP	Y	None	None	KEEP
13910384-n	ruangan	KEEP	Y	1	Spanish	KEEP
00520257-n	pertunjukan	KEEP	O	1	English	KEEP
15278281-n	frekuensi	KEEP	Y	2	Finnish, English	KEEP
00394813-v	membancuh	DELETE	Y	1	Finnish	KEEP
09405949-n	sungai merah	DELETE	X	1	English	KEEP
90000198-n	sri warisan	KEEP	None	None	None	KEEP
09772029-n	remaja	KEEP	Y	1	Mandarin Chinese	KEEP
02876657-n	botol	KEEP	Y	3	Portuguese, Spanish, Polish	KEEP
03432972-n	permata	KEEP	L	2	Spanish, English	KEEP
02346136-v	impor	KEEP	Y	4	Slovene, Greek, English, Thai	KEEP
03014705-n	kotak	KEEP	O	2	Portuguese, Spanish	KEEP
02669885-n	akademi	KEEP	Y	1	Finnish	KEEP
07782365-n	gurita	KEEP	O	1	Portuguese	KEEP
01378556-v	merebak	KEEP	O	3	Portuguese, Finnish, English	KEEP
00514884-a	keseluruhan	KEEP	Y	2	Finnish, Polish	KEEP
01413247-a	mungkin	KEEP	Y	None	None	KEEP
09908025-n	muda	DELETE	O	1	Spanish	KEEP
01969707-a	setiap bulan	KEEP	X	None	None	KEEP
01009240-v	katakan	KEEP	None	1	English	KEEP
10009276-n	penyidik	KEEP	None	1	English	KEEP
08650157-n	sebelah	KEEP	O	1	English	KEEP
00054950-r	amat	KEEP	O	None	None	KEEP
05145118-n	harga	KEEP	Y	1	Arabic	KEEP
08723006-n	china	KEEP	None	1	English	KEEP
12352287-n	pisang	KEEP	O	1	English	KEEP
13841651-n	berhubungan dengan	KEEP	X	5	Spanish, Polish, Finnish, Portuguese, English	KEEP
01011973-a	awal	KEEP	O	None	None	KEEP
01998432-v	ikuti	KEEP	X	None	None	KEEP
90000037-n	Geylang Lor	KEEP	None	None	None	KEEP
00670261-v	menilai	KEEP	O	1	Arabic	KEEP
00938659-a	sah	KEEP	O	None	None	KEEP
01188725-v	kehendak	DELETE	Y	8	Slovene, Spanish, Greek, Finnish, Portuguese, Mandarin Chinese, English, Serbo-Croatian	KEEP
07323231-n	penjelmaan	KEEP	O	3	Portuguese, Spanish, English	KEEP
06845599-n	merek	KEEP	O	1	Spanish	KEEP
01332730-v	menutup	KEEP	Y	1	Japanese	KEEP
00724492-v	hirau	KEEP	None	None	None	KEEP
01233156-n	kunjungilah	KEEP	X	6	Slovene, Polish, Greek, Arabic, Portuguese, English	KEEP
10129825-n	perawan	DELETE	O	2	Portuguese, Spanish	KEEP
00783840-a	umum	KEEP	O	None	None	KEEP
01179865-v	mengganyang	DELETE	O	1	English	DELETE
07598256-n	permen	KEEP	O	None	None	KEEP
01999218-v	memandu	DELETE	O	1	Arabic	KEEP
02824448-n	lonceng	KEEP	O	1	Japanese	KEEP
00900583-v	menyambut	KEEP	O	1	Slovene	KEEP
00488187-a	tersendiri	KEEP	O	None	None	KEEP
01182709-v	menyuguhkan	KEEP	None	1	English	KEEP
06532095-n	tindakan	KEEP	O	1	English	KEEP
15211806-n	juni	KEEP	O	8	Spanish, Polish, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	KEEP
06642138-n	berita	KEEP	Y	1	English	KEEP
02754096-a	hukum	KEEP	Y	1	English	KEEP
02302220-v	menyandang	KEEP	O	1	Finnish	KEEP
00406243-v	menyiagakan	KEEP	None	1	Finnish	KEEP
07944050-n	muda-mudi	KEEP	None	5	Japanese, Thai, Portuguese, Mandarin Chinese, English	KEEP
07967982-n	kaum	KEEP	Y	1	Portuguese	KEEP
02718015-v	mengimbangi	KEEP	O	1	Finnish	KEEP
01771535-v	serasa	KEEP	None	1	English	KEEP
14956325-n	lumpur	KEEP	Y	1	Mandarin Chinese	KEEP
09452653-n	jalur	KEEP	O	1	Greek	KEEP
00144405-r	sejenak	KEEP	None	3	Finnish, English, Japanese	KEEP
10284064-n	pembuat	KEEP	O	1	Finnish	KEEP
02022167-a	mewah	KEEP	O	None	None	KEEP
00482122-n	netball	KEEP	X	None	None	KEEP
00596644-v	mengenal	KEEP	O	1	English	DELETE
00599992-v	memasukkan	DELETE	O	1	Arabic	KEEP
01755816-v	melaksanakan	KEEP	O	1	Finnish	KEEP
01676517-a	sangat	KEEP	O	None	None	KEEP
03120198-n	halaman	KEEP	O	1	English	KEEP
12104384-n	serai	KEEP	Y	4	Finnish, English, Thai, Japanese	KEEP
00120796-v	mengalami	DELETE	O	1	English	DELETE
00986766-a	empuk	KEEP	None	None	None	KEEP
00887463-v	berdedikasi	KEEP	Y	1	Serbo-Croatian	KEEP
00110701-a	digital	KEEP	O	None	None	KEEP
02737876-v	dipunyai	DELETE	X	1	Slovene	KEEP
04299215-n	gerai	KEEP	Y	1	Portuguese	KEEP
01554063-a	beberapa	KEEP	O	None	None	KEEP
02921592-n	air	DELETE	O	5	Polish, Japanese, Finnish, Portuguese, English	KEEP
15237782-n	musim dingin	KEEP	O	1	English	KEEP
00748972-v	memberi	KEEP	O	1	English	DELETE
00770316-a	langsung	KEEP	O	None	None	KEEP
07944050-n	pemuda	KEEP	Y	5	Japanese, Thai, Portuguese, Mandarin Chinese, English	KEEP
80000902-a	vintage	KEEP	None	None	None	KEEP
01173933-v	makan	DELETE	O	1	English	DELETE
02627934-v	mempersilakan	DELETE	O	1	English	DELETE
02287041-v	temukan	KEEP	None	None	None	KEEP
00510644-a	seefisien	KEEP	None	None	None	KEEP
11038657-n	heinz	KEEP	None	None	None	KEEP
09956578-n	penakluk	KEEP	Y	4	Portuguese, Finnish, English, Serbo-Croatian	KEEP
02006834-v	menubruk	DELETE	O	1	English	DELETE
10754449-n	pelanggar	KEEP	M	None	None	KEEP
02941790-a	afrika	KEEP	None	None	None	KEEP
01730444-a	terakhir	KEEP	None	None	None	KEEP
02128873-v	lihat	KEEP	O	1	English	DELETE
04202417-n	ruko	KEEP	X	1	English	KEEP
02205272-v	berhasil	DELETE	O	1	Finnish	KEEP
00972902-a	modern	KEEP	None	None	None	KEEP
13153633-n	kehijauan	KEEP	None	None	None	KEEP
02821071-a	kota	KEEP	Y	1	English	KEEP
02614181-v	hidup	KEEP	O	1	Finnish	KEEP
15119919-n	sekarang	KEEP	O	None	None	KEEP
09428628-n	tepi pantai	KEEP	X	1	Portuguese	KEEP
14437552-n	kehormatan	KEEP	O	1	Slovene	KEEP
04814238-n	kemegahan	KEEP	O	None	None	KEEP
01580467-v	bungkus	KEEP	O	1	English	DELETE
02359464-a	mengejutkan	KEEP	O	None	None	KEEP
02006834-v	jatuh ke	DELETE	X	1	English	DELETE
00522751-v	dapatkan	KEEP	X	1	English	DELETE
06619428-n	siaran	KEEP	O	2	Portuguese, Greek	KEEP
00586262-n	pengiriman	DELETE	O	1	English	KEEP
10747119-n	vegetarian	KEEP	X	None	None	KEEP
04060904-n	wadah	KEEP	O	1	Finnish	KEEP
04424418-n	barang	KEEP	O	1	Finnish	KEEP
08997801-n	singapore	KEEP	None	3	Portuguese, English, Thai	KEEP
15213406-n	november	KEEP	O	None	None	KEEP
80001382-x	astaga	KEEP	None	None	None	KEEP
90000013-n	campbell lane	KEEP	None	None	None	KEEP
00163233-n	tujuan	KEEP	Y	3	Slovene, Mandarin Chinese, English	KEEP
01021629-v	atur	KEEP	O	3	Spanish, Greek, Finnish	KEEP
00388065-n	parut	KEEP	O	None	None	KEEP
01250835-a	tropis	KEEP	None	None	None	KEEP
05844663-n	warna	KEEP	O	1	English	KEEP
10129825-n	gadis	KEEP	O	2	Portuguese, Spanish	KEEP
90000085-n	river hong bao	KEEP	None	None	None	KEEP
01224744-v	dioperasikan	KEEP	X	1	Mandarin Chinese	KEEP
80001132-n	aku	KEEP	None	None	None	KEEP
14879750-n	kristal	KEEP	O	1	English	KEEP
02128385-n	macan tutul	KEEP	O	1	Portuguese	KEEP
02584699-a	baru	KEEP	O	1	English	KEEP
01289083-a	indah	KEEP	None	None	None	KEEP
05856388-n	nilai	KEEP	Y	1	Spanish	KEEP
01036996-n	pernikahan	KEEP	Y	7	Slovene, Japanese, Greek, Finnish, Arabic, Portuguese, English	KEEP
05611302-n	pikiran	KEEP	O	1	English	KEEP
01060317-v	memberi	KEEP	O	1	English	DELETE
90000118-n	tuas checkpoint	KEEP	None	None	None	KEEP
00575365-n	duck soup	DELETE	X	1	English	KEEP
00991838-a	lemak	KEEP	O	1	English	KEEP
02108026-v	mengalami	KEEP	O	1	English	DELETE
00145571-r	cukup	KEEP	O	1	Portuguese	KEEP
03322836-n	farmhouse	KEEP	None	None	None	KEEP
02587532-v	menguruskan	DELETE	Y	1	Finnish	KEEP
02804590-a	suburban	KEEP	None	None	None	KEEP
04306847-n	arca	KEEP	O	6	Slovene, Spanish, Polish, Greek, Portuguese, English	KEEP
00664449-a	ingin tahu	KEEP	O	1	Arabic	KEEP
13953608-n	perintah	KEEP	O	1	Finnish	KEEP
01181661-a	bumi	KEEP	O	None	None	KEEP
00521562-n	presentasi	KEEP	None	1	Finnish	KEEP
05652593-n	kerelaan	KEEP	O	1	English	KEEP
13927383-n	kondisi	KEEP	Y	1	English	KEEP
01518878-n	burung unta	KEEP	O	None	None	KEEP
02197505-v	menyapa	KEEP	L	None	None	KEEP
01326528-v	mempertiadakan	DELETE	O	1	Finnish	KEEP
02074092-a	gila	KEEP	O	3	Portuguese, Finnish, English	KEEP
01072949-v	bermain	KEEP	Y	1	Slovene	KEEP
00048475-r	masa kini	KEEP	O	3	Portuguese, Finnish, English	KEEP
00715140-a	demokratis	KEEP	O	None	None	KEEP
07579787-n	sepiring	KEEP	None	1	Spanish	KEEP
02607830-v	terbentang	KEEP	O	1	Japanese	KEEP
06337693-n	panggilan	KEEP	O	8	Slovene, Spanish, Polish, Japanese, Finnish, Thai, Portuguese, English	KEEP
01674604-a	agak baik	DELETE	X	None	None	KEEP
12916723-n	jati	KEEP	M	None	None	KEEP
00407848-v	didekorasi	KEEP	None	1	English	KEEP
07931733-n	teh manis	DELETE	X	None	None	KEEP
02493030-v	menyambangi	KEEP	O	1	Arabic	KEEP
08276720-n	sekolah	KEEP	O	1	Spanish	KEEP
11105778-n	kipling	KEEP	None	None	None	KEEP
02603699-v	adalah	KEEP	L	1	Finnish	KEEP
01462005-v	campur	DELETE	O	2	Greek, English	KEEP
00388094-r	staccato	KEEP	None	None	None	KEEP
02728440-n	pakaian	KEEP	Y	1	English	KEEP
00514884-a	sepanjang	KEEP	O	2	Finnish, Polish	KEEP
10403876-n	penumpang	KEEP	Y	10	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	KEEP
12900462-n	cabai	KEEP	O	1	Mandarin Chinese	KEEP
00005526-v	megap-megap	KEEP	None	1	English	KEEP
01012855-a	premier	KEEP	None	None	None	KEEP
00350104-v	memulai lagi	DELETE	X	4	Greek, Finnish, English, Serbo-Croatian	KEEP
09023321-n	spanyol	KEEP	X	1	Finnish	KEEP
07199565-n	sahutan	KEEP	None	1	English	KEEP
00666058-a	sekarang	KEEP	Y	1	Polish	KEEP
01586342-a	sedap	KEEP	O	1	Japanese	KEEP
02864068-a	melodis	KEEP	X	None	None	KEEP
00976531-n	penyerbuan	KEEP	O	7	Slovene, Spanish, Polish, Japanese, Finnish, Portuguese, English	KEEP
00187120-r	dengan nyaman	KEEP	X	None	None	KEEP
05682950-n	perhatian	KEEP	O	8	Slovene, Spanish, Polish, Japanese, Greek, Finnish, Portuguese, English	KEEP
02003357-a	terbuka	KEEP	O	None	None	KEEP
03427296-n	pintu	KEEP	O	6	Slovene, Polish, Finnish, Thai, Portuguese, English	KEEP
07786164-n	osyter	KEEP	None	1	Portuguese	KEEP
02582615-v	melakukan	KEEP	O	1	English	DELETE
80001305-n	suku Minangkabau	KEEP	None	None	None	KEEP
08588152-n	di dalam	DELETE	X	None	None	KEEP
00729133-a	indie	KEEP	None	None	None	KEEP
01875295-v	menggoyang	KEEP	Y	1	English	KEEP
06650431-n	dokumentasi	KEEP	O	1	English	KEEP
02394183-v	memenuhkan	DELETE	None	1	English	KEEP
01933731-a	sebenarnya	KEEP	O	None	None	KEEP
00624026-a	ramai	KEEP	O	1	Polish	KEEP
04544626-n	wakeboard	KEEP	None	None	None	KEEP
01586342-a	menarik	KEEP	Y	1	Japanese	KEEP
02701210-v	menggemak-gemak	DELETE	O	1	Slovene	KEEP
80000370-n	Sentosa	KEEP	None	None	None	KEEP
05565064-n	tinju	KEEP	X	2	Portuguese, Spanish	KEEP
15247110-n	sekejap	KEEP	Y	1	English	KEEP
01114824-n	sale	KEEP	None	1	Spanish	KEEP
02367032-v	meninggalkan	KEEP	O	1	English	DELETE
00643863-a	imajinatif	KEEP	None	None	None	KEEP
01332730-v	menutupi	KEEP	Y	1	Japanese	KEEP
00910973-v	mengeluh	KEEP	O	1	Portuguese	KEEP
15245829-n	waktu	KEEP	O	1	Thai	KEEP
12582231-n	palem	KEEP	None	1	English	KEEP
14450691-n	kebutuhan	KEEP	O	3	Portuguese, English, Slovene	KEEP
04733118-n	aspek	KEEP	O	1	Spanish	KEEP
02191766-v	dibumbui	KEEP	None	1	English	KEEP
13365286-n	mata pencaharian	KEEP	None	1	English	KEEP
00071165-r	di sekitar	KEEP	X	1	English	KEEP
00658082-n	perawatan	KEEP	L	1	English	KEEP
04454240-n	gasing	KEEP	Y	1	Polish	KEEP
06278136-n	suara	KEEP	O	1	English	KEEP
04605726-n	salut	KEEP	L	2	Portuguese, English	KEEP
90000180-n	imperial treasure cantonese cuisine	KEEP	None	None	None	KEEP
00422435-r	sangat	KEEP	O	1	English	KEEP
00955148-v	maksudkan	DELETE	X	1	English	DELETE
01655902-v	ulang	KEEP	None	3	Portuguese, English, Japanese	KEEP
00751567-v	mensyaratkan	DELETE	O	2	Mandarin Chinese, Thai	KEEP
10480253-n	karyawan	KEEP	Y	None	None	KEEP
02506555-a	beraneka	KEEP	Y	None	None	KEEP
00674607-v	membutuhkan	DELETE	O	1	Finnish	KEEP
04366367-n	jembatan gantung	KEEP	None	None	None	KEEP
15142167-n	kelahirannya	KEEP	None	1	English	KEEP
00915321-a	tepat	KEEP	O	None	None	KEEP
02647497-v	tetap sama	DELETE	X	1	English	DELETE
07601999-n	coklat	KEEP	None	7	Slovene, Polish, Japanese, Greek, Finnish, Mandarin Chinese, English	KEEP
00106921-r	biasanya	KEEP	Y	2	Finnish, Japanese	KEEP
01920698-v	menjelajah	KEEP	O	1	Finnish	KEEP
08376250-n	rangkaian	KEEP	O	1	Finnish	KEEP
13746512-n	10	KEEP	None	4	Portuguese, Greek, Finnish, English	KEEP
00758333-v	mengambil	KEEP	L	1	Finnish	KEEP
02935658-n	kedai kopi	KEEP	Y	1	Japanese	KEEP
02005948-v	mencapai	KEEP	O	1	English	DELETE
00594413-a	terus-menerus	KEEP	Y	1	Polish	KEEP
00060632-r	sebelum ini	KEEP	X	1	Japanese	KEEP
05868477-n	akhir	KEEP	O	1	Japanese	KEEP
07064715-n	rock	KEEP	None	1	English	KEEP
00097504-n	kinerja	KEEP	None	1	Portuguese	KEEP
00378479-n	penyalaan	KEEP	None	None	None	KEEP
00173338-v	mengalih dari	DELETE	X	1	Serbo-Croatian	KEEP
11465888-n	kabut asap	KEEP	None	1	Portuguese	KEEP
00279092-a	gemerlap	KEEP	None	None	None	KEEP
04751305-n	variasi	KEEP	None	6	Spanish, Japanese, Finnish, Thai, Portuguese, English	KEEP
01277097-a	penting	KEEP	O	None	None	KEEP
09880741-n	maling	KEEP	O	1	Japanese	KEEP
10732967-n	akrobat	KEEP	O	None	None	KEEP
80000410-n	zara	KEEP	None	None	None	KEEP
08588152-n	di dalam	KEEP	X	None	None	KEEP
07066659-n	bergaya	KEEP	None	1	Portuguese	KEEP
05143077-n	kepentingan	KEEP	O	1	Spanish	KEEP
13983304-n	lampu	KEEP	O	1	Spanish	KEEP
04954920-n	semarak	KEEP	None	None	None	KEEP
01409581-a	sebagai	DELETE	O	1	Polish	KEEP
00051848-r	terus	KEEP	O	3	Spanish, Finnish, English	KEEP
00146594-r	begitu	KEEP	Y	1	Finnish	KEEP
14890286-n	granit	KEEP	O	4	Portuguese, Greek, Finnish, English	KEEP
02647497-v	wujud	DELETE	O	1	English	DELETE
00324384-n	naik	KEEP	O	1	Spanish	KEEP
01284212-a	dramatis	KEEP	None	None	None	KEEP
02327200-v	memberikan	DELETE	Y	1	Finnish	KEEP
01484083-a	wanita	KEEP	O	2	Spanish, English	KEEP
01845720-v	bepergian	KEEP	O	None	None	KEEP
00149510-r	nyata	KEEP	None	1	Japanese	KEEP
02545272-v	berpetualang	KEEP	X	1	English	DELETE
02186750-a	kelima	KEEP	None	None	None	KEEP
07951464-n	koleksi	KEEP	Y	9	Slovene, Spanish, Polish, Japanese, Finnish, Arabic, Portuguese, Mandarin Chinese, English	KEEP
02136892-v	mencerminkan	KEEP	O	None	None	KEEP
02154312-v	melihat	KEEP	O	1	English	DELETE
10967447-n	fatimah	KEEP	None	None	None	KEEP
01444563-v	menyate	KEEP	None	1	English	KEEP
15170504-n	akhir pekan	KEEP	O	None	None	KEEP
08997487-n	dunearn road	KEEP	None	2	Portuguese, English	KEEP
02206619-v	menawan	DELETE	O	1	English	DELETE
02677097-v	mengenai	KEEP	O	1	Finnish	KEEP
01664172-v	berisi	KEEP	None	1	Finnish	KEEP
00019131-a	capai	KEEP	None	None	None	KEEP
00451838-v	memenuhi	KEEP	O	1	Portuguese	KEEP
09039411-n	turki	KEEP	None	6	Polish, Japanese, Greek, Finnish, Portuguese, English	KEEP
01595312-a	lazim	DELETE	O	None	None	KEEP
07904395-n	gin	KEEP	O	1	Japanese	KEEP
02648110-v	berlangsung	KEEP	O	1	English	DELETE
05946687-n	religi	KEEP	O	1	Spanish	KEEP
13497135-n	pertumbuhan	KEEP	Y	1	Slovene	KEEP
02315938-v	warisi	KEEP	X	None	None	KEEP
04664314-n	pencegahan	KEEP	O	1	English	KEEP
07360841-n	peristiwa	KEEP	O	1	Finnish	KEEP
00098714-r	malahan	KEEP	None	2	English, Thai	KEEP
01849221-v	datang	KEEP	O	2	Finnish, English	KEEP
08630039-n	negara	DELETE	O	2	Portuguese, Spanish	KEEP
03717921-n	model	KEEP	O	1	English	KEEP
06062407-n	radiologi	KEEP	None	None	None	KEEP
15249799-n	ulang tahun	KEEP	Y	1	Polish	KEEP
00149510-r	sesungguh	KEEP	None	1	Japanese	KEEP
08653706-n	berdiri	KEEP	O	1	Portuguese	KEEP
07840804-n	eggs	KEEP	None	1	English	KEEP
01283508-a	megah	KEEP	O	None	None	KEEP
04353803-n	keseluruhan	KEEP	Y	1	Finnish	KEEP
00047534-r	selain	KEEP	L	1	Portuguese	KEEP
00641158-a	sopan	KEEP	O	4	Finnish, English, Thai, Japanese	KEEP
01450969-a	tersesat	KEEP	Y	None	None	KEEP
09878275-n	pembangun	KEEP	O	1	Finnish	KEEP
01168988-a	medis	KEEP	O	4	Portuguese, Finnish, English, Serbo-Croatian	KEEP
05149832-n	bantuan	KEEP	O	1	Japanese	KEEP
05202497-n	beradaptasi	KEEP	None	2	Portuguese, Spanish	KEEP
02604760-v	kedua	KEEP	None	1	Finnish	KEEP
04345288-n	barang	KEEP	O	None	None	KEEP
07879450-n	sushi	KEEP	X	3	English, Thai, Japanese	KEEP
00039021-n	interaksi	KEEP	Y	2	Portuguese, Spanish	KEEP
