synset	lemma	annotation
01265308-a	menggelikan	KEEP
00249736-r	ke dalam	DELETE
00770437-v	mengambil	DELETE
01326528-v	mengubrak-abrik	DELETE
01385773-a	raksasa	KEEP
02077656-v	menyampaikan	DELETE
06155567-n	sejarah	KEEP
01999798-v	membentuk	DELETE
02466134-v	berbelanja	KEEP
00835292-a	mengagumkan	KEEP
90000189-n	singapore flyer	KEEP
14699752-n	batu mulia	KEEP
04980008-n	aroma	KEEP
07519253-n	kengerian	KEEP
02858304-n	kapal	KEEP
07635155-n	biskuit	KEEP
00601378-v	masukilah	KEEP
02788689-n	batang	KEEP
01034457-a	asing	KEEP
04317833-n	tusuk	KEEP
02685951-v	menghantar	DELETE
07970406-n	keluarga	KEEP
01635146-a	didirikan	KEEP
01664172-v	melakukan	DELETE
00335768-a	tertentu	KEEP
01055954-n	kunjungan	KEEP
09048127-n	east coast	KEEP
02089420-v	bolak-balik	KEEP
15121302-n	dahulu	KEEP
02207206-v	membeli	KEEP
07623136-n	pastri	KEEP
90000156-n	sang nila utama	KEEP
00097840-r	balik	KEEP
08975617-n	kashmir	KEEP
11311173-n	steven spielberg	KEEP
07086518-n	irama	KEEP
02599636-v	jadi	DELETE
01664172-v	memasang	DELETE
06505517-n	salinan	KEEP
09433442-n	pantai	KEEP
07573696-n	sajian	KEEP
00065639-v	beroleh	DELETE
02664769-v	berukuran	DELETE
07758680-n	anggur	KEEP
01654628-v	dibangun	KEEP
13713003-n	dawai	DELETE
11033358-n	harvey	KEEP
07385660-n	kebisingan	KEEP
02913152-n	perumahan	KEEP
00487525-a	standar	KEEP
00063652-n	keberhasilan	KEEP
03113657-n	kostum	KEEP
01674604-a	kurang baik	DELETE
05870055-n	suatu	KEEP
00993117-a	ringan	KEEP
01557120-a	sebagian besar	KEEP
01915365-v	melewati	KEEP
80001085-n	Ibu	KEEP
01862386-a	eksklusif	KEEP
00239230-n	inisiatif	KEEP
00787465-n	sumbangsih	KEEP
08956760-n	laos	KEEP
00048475-r	hari ini	KEEP
77000088-r	demikian	KEEP
01972820-a	berkaitan	KEEP
14438125-n	reputasi	KEEP
01038666-v	mengobrol	KEEP
00279278-r	dengan hampa	KEEP
00968730-a	eksotik	KEEP
90000195-n	Festival Tiongchupia	KEEP
07270179-n	tanda	KEEP
01754421-a	permanen	KEEP
10020890-n	dr.	KEEP
02280132-v	mempertahankan	KEEP
01151110-v	menenang	DELETE
02096167-v	dipusingkan	DELETE
07614825-n	es krim coklat	KEEP
90000310-n	bihun	KEEP
13270373-n	sajian	KEEP
00347420-v	bermain muzik	DELETE
01210737-v	menggunakan	KEEP
00929815-a	banyak dinantikan	KEEP
00834198-a	berkesan	KEEP
00352826-v	berakhir	KEEP
02416278-v	berkolaborasi	KEEP
02395003-n	babi	KEEP
00602255-v	menyerap	KEEP
00523513-n	olah	KEEP
90000326-n	ayam goreng	KEEP
01735736-a	sabar	KEEP
05051896-n	lanjutan	KEEP
02468635-a	klasik	KEEP
00428270-n	dansa	KEEP
01543123-v	duduklah	KEEP
01571363-a	buatan	KEEP
00704690-v	berencana	KEEP
00087736-v	mendapati	DELETE
00405645-r	saling	KEEP
02025829-v	menemani	KEEP
14841267-n	udara	KEEP
80001298-n	Palembang	KEEP
05254795-n	rambut	KEEP
01919931-a	hiruk	KEEP
10880981-n	campbell	KEEP
13768440-n	segelas bir	KEEP
00402419-a	semarak	KEEP
09407043-n	santai	KEEP
01119169-v	serang	KEEP
10023039-n	orang	DELETE
05714466-n	wangi	KEEP
90000195-n	Festival Tengah Musim Gugur	KEEP
00359135-n	singkatan	KEEP
01848718-v	pergi	KEEP
00486157-r	bawah	KEEP
02075857-v	memasukkan	DELETE
14792703-n	gula	DELETE
01437963-a	lama	KEEP
13619307-n	segelas	KEEP
00007884-r	setengah	KEEP
03899768-n	teras	KEEP
13778671-n	tempat parkir	KEEP
01878466-a	patut	KEEP
00951831-a	di dalam	DELETE
02043190-v	dibagikan	KEEP
00061203-r	kemudian	KEEP
02324478-v	menambah	KEEP
02729965-n	alat	KEEP
06326797-n	diri	KEEP
00444629-v	mencair	KEEP
01794340-a	semarak	KEEP
07886572-n	bru	DELETE
00176383-r	banyak	KEEP
01968165-a	harian	KEEP
07670254-n	pork	KEEP
03364340-n	iring-iringan	KEEP
04548362-n	dompet	KEEP
10153414-n	orang lelaki	DELETE
02627934-v	berhasil	DELETE
00005526-v	berembus	DELETE
90000313-n	keluak	KEEP
03129222-a	vietnam	KEEP
00038625-r	tentunya	KEEP
05905706-n	rencana	KEEP
09963320-n	masak	KEEP
08110373-n	spesies	KEEP
01959294-a	berkala	KEEP
07823951-n	kari	KEEP
00227507-a	hebat	KEEP
01911526-v	kelilingi	KEEP
01167981-v	makan	KEEP
90000064-n	malay heritage centre	KEEP
08884961-n	surrey	KEEP
14411981-n	penghargaan	KEEP
01645601-v	meminta	DELETE
02717102-v	mengangkut	DELETE
05548840-n	bahu	KEEP
02856463-n	papan	KEEP
04081281-n	pusat jajanan	KEEP
00053691-a	lengket	KEEP
02858304-n	sampan	KEEP
00431552-n	kesukaan	KEEP
01617192-v	menciptakan	KEEP
77000112-n	kenapa	KEEP
00951831-a	bhg dlm	DELETE
02741546-v	makan	DELETE
00920336-v	melihat	KEEP
02394183-v	menyangka	DELETE
14437552-n	dipuja	KEEP
15120346-n	kali	KEEP
00053691-a	liat	KEEP
01036383-a	asli	KEEP
14705287-n	terasi	KEEP
13846199-n	utama	KEEP
00979870-v	kata	KEEP
00973434-a	mewah	KEEP
05902872-n	sistem	KEEP
01283208-v	bungkus	KEEP
01539444-a	biasa	DELETE
00446921-a	hampir	KEEP
00087736-v	berhasil	DELETE
08493064-n	wilayah	KEEP
02627934-v	menanyai	DELETE
14699752-n	permata	KEEP
02062670-a	tetap sama	KEEP
02300501-a	kenyang	KEEP
14040660-n	dahaga	KEEP
02166460-v	mengamati	KEEP
02217452-a	dua	KEEP
07858978-n	honey	KEEP
02694677-v	indah	KEEP
04945530-n	keserakahan	KEEP
02887970-n	gelang	KEEP
00515380-a	seluruh	KEEP
77000075-n	ini	KEEP
00235435-n	mulai	KEEP
08081668-n	agama	KEEP
01834053-v	terjun	KEEP
80001271-n	sang	KEEP
00071840-r	di sekitar	DELETE
02880322-a	tata	KEEP
01216004-v	menggenggam	KEEP
05122557-n	kebanyakan	KEEP
06492939-n	menu	KEEP
00417787-r	dengan	DELETE
00517728-n	festival	KEEP
00856651-a	lezat	KEEP
00024073-r	tidaklah	DELETE
13713003-n	garisan	DELETE
05566504-n	jari	KEEP
00269258-n	rekonstruksi	KEEP
08622950-n	keadaan	DELETE
15156001-n	hari ini	KEEP
04617289-n	hal	KEEP
02267989-v	memenuhi	DELETE
00108479-r	tempat ini	KEEP
09282724-n	buih	KEEP
00732224-v	memberi	KEEP
09820263-n	olahragawan	KEEP
02355596-v	membentuk	DELETE
00484166-v	menyelesaikan	KEEP
02935658-n	kafe	KEEP
80000635-n	katong	KEEP
00116510-r	bersamaan	KEEP
90000135-n	Hainanese chicken rice	KEEP
14924602-n	jade	KEEP
06401107-n	tempat	DELETE
76100076-x	bidang	KEEP
06253690-n	pesan	KEEP
08289282-n	hip-hop	KEEP
00770437-v	merangsang	DELETE
80000511-n	joget	KEEP
80001931-x	belum	KEEP
08430568-n	baris	DELETE
02679899-v	menjaga	KEEP
00394813-v	memadukan	KEEP
02157557-n	pigtail	KEEP
01783158-a	religius	KEEP
02065665-a	berlainan	KEEP
13481883-n	lidah api	KEEP
80001019-v	buka	KEEP
01846413-a	ada	KEEP
14433361-n	pimpinan	KEEP
05616246-n	kemampuan	KEEP
04931733-n	cara	KEEP
08507558-n	awal	KEEP
00158503-v	meningkatkan	KEEP
08240169-n	kelompok	KEEP
02620587-v	terdiri	KEEP
13253423-n	tambahan	KEEP
00219855-r	dengan ramah	KEEP
02375619-v	jarak dekat	KEEP
10324560-n	model	KEEP
02187465-a	dua belas	KEEP
01605081-a	selatan	KEEP
00061203-r	selepas	KEEP
02904075-a	administratif	KEEP
00871942-v	menandai	KEEP
90000031-n	Festival Tiongchupia	DELETE
00307631-n	berkelilinglah	KEEP
02664769-v	ialah	KEEP
90000416-n	martabak	KEEP
02205272-v	memenangi	DELETE
00249501-n	kemajuan	KEEP
05849284-n	ciri	KEEP
02502916-v	menolak	KEEP
09000665-n	johannesburg	KEEP
00017639-r	masih	KEEP
00512877-v	memungkinkan	KEEP
08664443-n	tempat	KEEP
80000064-n	Nusantara	KEEP
05119714-n	lebih	KEEP
08613593-n	bahagian luar	DELETE
02686471-v	berjalan	DELETE
00198039-r	seluruh	KEEP
00007015-r	sekitar	KEEP
00550771-n	pertunjukan	KEEP
02942699-n	kamera	KEEP
01110274-n	niaga	KEEP
00484166-v	menyempurnakan	KEEP
02432530-v	kelola	KEEP
08690792-n	pinggiran	KEEP
00345641-n	pemutaran	KEEP
01108627-v	menaklukkan	KEEP
00833546-v	perbarui	KEEP
15228910-n	jam	KEEP
07485916-n	selera makanan	KEEP
01672607-a	kebanyakan	DELETE
00313806-n	berlayar	KEEP
00328128-v	merebus	KEEP
14638799-n	emas	KEEP
03931044-n	imaji	KEEP
02355596-v	menjadikan	DELETE
00275290-a	temaram	KEEP
01311103-v	mencongkel	KEEP
02810882-a	masa	KEEP
02568672-v	mempraktikkan	DELETE
03924069-n	piringan hitam	KEEP
09976429-n	makhluk	KEEP
01063939-n	waiting	KEEP
15203791-n	1990	KEEP
02620587-v	merupakan	KEEP
00988232-a	kurus	KEEP
00734054-v	bertafakur	DELETE
01935233-v	arab	KEEP
01158181-v	menghabiskan	DELETE
00770437-v	menyebab	DELETE
02924102-a	buddhis	KEEP
02412164-a	tipis	KEEP
01982395-v	membawa	DELETE
07470671-n	pertandingan	KEEP
02319428-v	promosi	KEEP
00325328-v	menggoreng	KEEP
01343892-v	pasangkan	KEEP
12416703-n	saffron	KEEP
02304982-v	berkumpul	KEEP
02282506-v	simpan	KEEP
03508101-n	penghangat	KEEP
02687385-v	pimpin	DELETE
01739099-v	didirikan	KEEP
08593262-n	jalur	DELETE
00672785-a	dijadikan	KEEP
02036755-v	berbaris	KEEP
90000119-n	victoria theatre	KEEP
04877421-n	dedikasi	KEEP
06255613-n	kertas	KEEP
02154508-v	mendapatkan	KEEP
02020590-v	tertabrak	DELETE
00006269-n	kehidupan	KEEP
02355596-v	mempunyai	DELETE
06339416-n	gelaran	DELETE
01020005-v	katanya	DELETE
13899404-n	bola	KEEP
09217230-n	pantai	KEEP
02587532-v	menadbirkan	DELETE
01172701-v	menyentuhkan	DELETE
03580615-n	internet	KEEP
06590065-n	bacaan	KEEP
01850315-v	memindahkan	KEEP
14939445-n	cecair	DELETE
01664172-v	berhadir	DELETE
11524662-n	cuaca	KEEP
07149836-n	tawar	KEEP
02532028-n	herring	KEEP
10718131-n	turis	KEEP
01999798-v	mengambil	DELETE
02009433-v	berangkat	KEEP
02898922-a	kebudayaan	KEEP
02620587-v	berias	DELETE
01771535-v	merasakan	KEEP
00693780-v	mengingat	KEEP
01511387-a	tajam	KEEP
08900535-n	india	KEEP
04967191-n	hijau	KEEP
02210855-v	dipuaskan	KEEP
90000045-n	Italia Selatan	KEEP
00436879-v	berbeda-beda	KEEP
01283508-a	mengagumkan	KEEP
04748836-n	perbedaan	KEEP
01620854-v	mengakhiri	KEEP
13961642-n	hidup	KEEP
90000039-n	terasie	KEEP
00025290-r	ke tempat	DELETE
80000986-n	Metro	KEEP
01744515-a	jeli	KEEP
03640589-n	lorong	KEEP
00071840-r	lebih kurang	DELETE
02215977-a	multi	KEEP
10461424-n	kekuatan	KEEP
01807529-v	tertarik	KEEP
13371958-n	berlian	KEEP
10236304-n	keluarga	KEEP
02187995-a	17	KEEP
08559508-n	tempat	DELETE
06651577-n	kiat	KEEP
02558172-v	merintangi	KEEP
00147876-r	mudah	KEEP
00262792-a	berani	KEEP
09763784-n	sahabat	KEEP
10674315-n	sultan	KEEP
02558528-a	menyegarkan	KEEP
07969695-n	marga	KEEP
01449974-v	membawa	KEEP
06255613-n	koran	KEEP
01681492-v	marmer	KEEP
01395821-a	menurut	KEEP
00755745-v	makan	DELETE
04992570-n	rempah	KEEP
13863771-n	baris	DELETE
01645601-v	aktiviti	DELETE
90000178-n	east coast	KEEP
01024190-v	menyebutkan	KEEP
02635956-v	membimbing	DELETE
10757193-n	tamu	KEEP
01912159-v	lintas	KEEP
07675627-n	sosis	KEEP
13963192-n	kehidupan	KEEP
02238085-v	mendapat	KEEP
00479330-a	enak	KEEP
01570403-v	pasang	KEEP
00648224-v	menelusuri	KEEP
00027384-r	meski	KEEP
00615774-v	selain	KEEP
00155488-r	kemudian	KEEP
10150940-n	tamu	KEEP
05064037-n	berbentuk	DELETE
01456710-a	sarat	DELETE
07041451-n	duet	KEEP
00304787-r	seharian	KEEP
00065639-v	dapat	DELETE
01388418-a	beramai-ramai	KEEP
00725274-v	mengejutkan	KEEP
00599992-v	mengaji	DELETE
15244650-n	apabila	KEEP
03588414-n	benda	KEEP
01812324-v	disenangkan	KEEP
06367107-n	fiksi	KEEP
06333653-n	nama	KEEP
00018043-r	tanggung jawab	DELETE
01505254-v	mencuri hati	KEEP
01639714-v	dirancang	KEEP
77000095-n	siapa	KEEP
08431437-n	deretan	KEEP
02813315-a	teater	KEEP
06161223-n	estetika	KEEP
01151110-v	membimbing	DELETE
01346003-v	buka	KEEP
01995949-v	telusurilah	KEEP
02870092-n	buku	KEEP
01750847-a	sempurna	KEEP
00037298-v	mencukur	KEEP
00118523-v	berlangsung	KEEP
00770437-v	mendatangkan	DELETE
09617867-n	pakar	KEEP
01400562-a	sah	KEEP
04039381-n	raket	KEEP
08652970-n	ruang	KEEP
05944686-n	filosofi	KEEP
00812952-a	yang dahulu	KEEP
01084091-a	penuh	KEEP
00624476-v	berhasil	DELETE
08964474-n	sarawak	KEEP
08561351-n	east	KEEP
10059582-n	penggemar	KEEP
00020759-r	jangan	KEEP
01713373-a	bercat	KEEP
00018158-v	bangun	KEEP
07308889-n	kejadian	KEEP
01679459-a	organik	KEEP
01433493-a	panjang	KEEP
06518068-n	tiket	KEEP
02472987-n	sso yg dipandang tinggi	DELETE
00615774-v	tidak termasuk	KEEP
07579076-n	mencicipinya	KEEP
01464844-n	kuning telur	KEEP
02685951-v	berlalu	DELETE
02723754-n	barang antik	KEEP
01309807-n	perang vietnam	KEEP
13085113-n	ilalang	KEEP
00022131-r	se-	KEEP
10677271-n	penyedia	KEEP
04852088-n	kejahatan	KEEP
08465558-n	avant-garde	KEEP
07926920-n	gula	DELETE
07279285-n	menghubungi	KEEP
01216670-v	memegang	KEEP
90000201-n	ion	KEEP
90000321-n	Thaipusam	KEEP
80001278-a	META:NOLEX	KEEP
04634833-n	tenaga	KEEP
00626428-v	dibacakan	KEEP
02717102-v	diusungnya	KEEP
01069638-v	memberi	KEEP
01375831-a	kenal	KEEP
13240514-n	kepemilikan	KEEP
02624263-v	muncul	KEEP
08457976-n	serangkaian	KEEP
02225510-a	piawai	KEEP
05081300-n	pose	KEEP
76100084-x	batu	KEEP
01428578-v	membuat	DELETE
08715110-n	asia tenggara	KEEP
10388440-n	raja	KEEP
02130524-v	melihat	KEEP
09144851-n	houston	KEEP
07892512-n	red	KEEP
00071840-r	di sekelilingnya	KEEP
00515380-a	semua	KEEP
02493030-v	kunjungilah	KEEP
00522885-a	penuh	KEEP
02398956-v	merayakan	KEEP
14580897-n	isi	KEEP
02377938-v	menggabungkan	KEEP
13774404-n	banyak	KEEP
01580968-a	wajib	KEEP
02793199-n	kapal laut	KEEP
00428000-n	keramaian	KEEP
02296726-v	memberi	KEEP
01436003-a	pendek	KEEP
00579622-a	besar	KEEP
01983432-a	mulia	KEEP
03775071-n	sarung tangan	KEEP
00118965-r	sekali	KEEP
90000145-n	louis vuitton	KEEP
01863680-a	termasuk	KEEP
07327805-n	unsur	KEEP
04604276-n	web	KEEP
07886572-n	buat	DELETE
00065639-v	mempunyai	DELETE
00027807-n	rupa bentuk	DELETE
05091194-n	ukuran	KEEP
02193974-v	menikmati	KEEP
10845248-n	bennett	KEEP
00213794-v	boleh	DELETE
15137556-n	hari libur	KEEP
02627363-v	menjadi	KEEP
