tag	clemma
14563784-n	cahaya
14563564-n	kegelapan
00027384-r	walaupun
06371413-n	legenda
01323096-a	menginspirasi
06369829-n	kisah
00485711-a	umum
00953216-v	ceritakan
14474264-n	kebaikan
02474239-v	dianugerahi
08558155-n	kerajaan
00034574-n	kebaikan hati
02586619-v	memerintah
10735298-n	tiran
00788474-a	kejam
09625401-n	rakyat
00755447-v	memohon
01207609-n	bantuan
06341340-n	sri
10541229-n	penguasa
02789579-a	agung
90000176-n	dewa krishna
90000176-n	dewa sri krishna
01323958-v	terbunuh
00958896-n	pertarungan
00051192-n	kembali
01332730-v	selimuti
13983515-n	kegelapan
15206943-n	bulan baru
00061203-r	kemudian
02398956-v	merayakan
00900583-v	menyambut
02759614-v	menyalakan
03636248-n	lampu
00611481-v	mengenang
10231515-n	raja
03844045-n	lampu minyak
00052374-v	mengenakan
02584699-a	baru
02201644-v	membagikan
07598256-n	permen
90000088-n	selama deepavali
07577374-n	makanan ringan
15204297-n	tahun
02847894-a	finansial
06740402-n	alasan
14473655-n	keberuntungan
02490877-v	merayakan
01363482-v	mengecat
14988741-n	henna
00017222-n	tanaman
00283090-v	mewarnai
01895735-n	kulit
05254795-n	rambut
05584265-n	kuku
04599235-n	wol
04395651-n	tato
09812338-n	seniman
04334599-n	jalan
01675963-v	hias
00291873-v	diterangi
04674968-n	warna-warni
01367431-a	festival
00382635-v	tampilan
07414068-n	ledakan
00402419-a	semarak
02813645-n	pasar
00714944-n	kerajinan
01733477-v	diselenggarakan
03819595-n	rangkaian
00489108-a	biasa
01041968-n	berdoa
04136161-n	sari
03178782-n	pola
02904803-n	brokat
02162947-v	berkilauan
04674968-n	warna
03405595-n	perhiasan
01586342-a	cantik
02242464-v	jual
00013887-a	berlimpah
01543123-v	duduklah
00746718-v	pesanlah
07932841-n	teh
02276305-a	berbusa
00451838-v	memenuhi
00697419-v	simak
00398704-n	perubahan
01815628-v	puaskan
07580253-n	khas
07485916-n	selera makanan
07787715-n	kepiting
01761120-v	menyemarakkan
04379964-n	meja
90000014-n	chilli crab
00008007-r	benar
07644967-n	chiken
07804323-n	rice
05790242-n	pilihan
01188342-v	kenyang
00164444-v	segarkan
13766733-n	segelas
02103162-v	tarik
00756638-a	susu
02276305-a	berbuih
01010025-a	penutup
00253761-v	berkembang
08630039-n	kawasan
00991838-a	lemak
00226071-v	encer
05202497-n	kemampuan
05202497-n	beradaptasi
02721438-v	memungkinkan
02629535-v	digabung
01752884-v	muncullah
00380568-n	fusion
07863374-n	pasta
00027384-r	tetap
02396720-a	enak
01552519-v	potong
01169328-v	hirup
00048739-r	langsung
03025755-n	sumpit
01770802-v	sentuhan
03085213-a	mediterania
01642245-a	baru
04081281-n	resto
08508105-n	berasal
02881193-n	mangkuk”
02730471-v	rasa
02186338-a	ada
77000075-a	ini
01676517-a	mengagumkan
06969129-n	bahasa sansekerta
04105068-n	langit
01675963-v	hiasi
03142834-n	kristal
03665366-n	lampu
01529053-a	perak
02685390-v	terhampar
08613345-n	bayang
03931044-n	imaji
08585657-n	cakrawala
01283508-a	mengagumkan
00031798-r	sudah
00306663-a	mampu
00583991-v	meningkatkan
00596644-v	pengalaman
00182406-v	menambahkan
02359464-a	mengejutkan
00100543-n	interpretasi
01282014-a	mengagumkan
02359464-a	yang mengejutkan
00726153-v	mencengangkan
04763925-n	keunikan
05641959-n	keahlian
02005948-v	tiba
80000315-n	michelin
09617867-n	juru
01839690-v	tiba dari
05944686-n	filosofi
01769378-a	pribadi
09963574-n	chef
04835724-n	semangat
00106456-a	sedikit
02022162-v	berhasil
01640207-v	menciptakan
05127640-n	kebebasan
14588492-n	komposisi
01752884-v	menghasilkan
04950537-n	tekstur
09385137-n	racikan
00161243-n	pemilihan
01494273-a	musiman
00310716-a	teliti
00676450-v	pilih
00477636-r	sedikit
07328756-n	produsen
04632157-n	dengan semangat
01082606-v	berpartisipasi
10061656-n	gourmet
90000218-n	world gourmet summit
02525044-v	berhasil
02434976-v	masuk
02439949-a	top
00041899-n	menduduki
14429382-n	peringkat
02190182-a	39
02016523-v	masuk dalam
13749644-n	50
12104384-n	serai
00969333-a	lain
01531957-a	pertengahan
00108479-r	kemari
03316406-n	pabrik
04929976-n	pengolahan
03322099-n	pertanian
90000131-n	geylang serai
02188205-a	sembilan belas
00823350-a	timur
08539717-n	pemukiman
11473291-n	kehidupan
14050143-n	vitalitas
00881649-n	pemandangan
01982186-a	lambang
00754107-a	kerajinan
02440250-n	tangan
05813822-n	suvenir
03076663-a	jawa
02053818-a	suci
00493012-a	kaum
02923510-a	muslim
15218272-n	ramadan
00306663-a	bisa
02469119-a	lambang
00162688-v	diperbarui
02914991-n	kompleks
01812237-a	gemerlap
00107416-r	ini baru
02068476-a	sama
13137409-n	buah
10411551-n	jalanan
00227507-a	terlezat
01269073-a	lapar
01807529-v	menggoda
01156834-v	pesan
00103554-r	dahulu
07628870-n	kuih
00219809-a	cantik
07557434-n	lauk
01415219-a	kecil
13265011-n	oleh-oleh
05129565-n	capai
01756292-a	sebentar
90000020-n	city plaza
01553340-a	sejumlah
00047534-r	pula
02598143-v	kumpul
01524523-v	memenuhi
09714264-n	warga indonesia
00062857-r	maka
00428404-a	jelas
01943406-a	pantas
05790758-n	kegemaran
01755024-a	abadi
00009966-r	diadakan
03631177-n	les
15246353-n	selama
01588619-a	tinggi
07758680-n	anggur
01603518-a	tenggara
07872748-n	minuman anggur
08715110-n	asia tenggara
00812952-a	dahulu
09617867-n	ahli
04815177-n	berkelas
02305586-v	mendapatkan
11038657-n	heinz
10918558-n	curtis
00884011-v	menjanjikan
14485064-n	kesempatan
01192510-v	menikmati
01181661-a	bumi
08376250-n	rangkaian
01843380-a	diolah
01232091-n	sesi
00892413-n	lokakarya
06606191-n	nuansa
04728068-n	bermutu
02338615-a	tinggi
01664172-v	membuat
00793785-v	menggoda
01185604-v	makan
00678666-a	siang
09139508-n	pierre
02742638-v	tatap muka
90000077-n	penggunaan bahan
07575076-n	makan siang
90000044-n	il lido
01843380-a	bersiaplah
01205341-n	kolaborasi
00835292-a	mengagumkan
03017922-a	eksekutif
10344443-n	tokoh
08659993-n	penjuru
00878086-a	pendahuluan
02163307-a	besar
07270179-n	unsur
02964389-n	bobot
08493064-n	wilayah
07328756-n	penghasil
08934532-n	bordeaux
08811982-n	tuscany
09023321-n	spanyol
02384686-v	undang
03860882-n	hasil
00127531-n	baik
02696920-a	masyarakat
01036874-a	lokal
02054989-v	menggelar
02500884-a	berharga
00466651-v	memadukan
10280130-n	maestro
00546192-v	datang
00085512-r	khusus
02304982-v	berkumpul
00599992-v	belajar
00813978-v	berdiskusi
00249501-n	perkembangan
05997814-n	dunia
07947255-n	masyarakat umum
00147272-r	jadi
15211189-n	april
05902327-n	rencana
09936620-n	kolektor
06595351-n	majalah
02613672-v	lewatkan
90000171-n	view point
03964744-n	mainan
04401088-n	telepon
01638438-a	tua
03046257-n	jam
01638962-a	kuno
03924069-n	piringan hitam
10720453-n	penjual
06999233-n	gambar
07248801-n	iklan
06793426-n	poster
03430959-n	pernak-pernik
07886849-n	bir
02773838-n	koper
15110454-n	enamel
90000115-n	tiger beer
00074095-r	yang lalu
02214736-a	satu
02257370-v	tukarkan
00482298-n	tenis
00523513-n	,olah
00523513-n	raga
07985948-n	ruang
00523513-n	sport
03315023-n	fasilitas
04202417-n	gedung
00499263-n	tenis meja
08588152-n	dalam
01072949-v	main
02133435-v	tampak
02174896-a	mudah
00004722-r	cuma
01405044-v	memukul
02778669-n	bola
14965501-n	seluloid
05101815-n	diameter
13658828-n	cm
04039381-n	raket
00875235-a	berat
01401772-v	smash
02074092-a	gila
02022162-v	mencapai
05058140-n	kecepatan
13659760-n	km/jam
02186665-a	4
00430606-n	permainan
03003344-a	inggris
03027793-a	victoria
01551633-a	salah
14006945-n	kegiatan
10439851-n	pemain
02367363-v	beraksi
00743344-v	hubungilah
06426111-n	nomor
13412321-n	daftar
07464725-n	pertandingan
10701180-n	pemain tenis
00343249-n	spin
15212455-n	agustus
01090335-v	lawanlah
05725527-n	hawa
01250694-a	panas
15043763-n	salju
02529945-a	sejuk
06631322-n	sambutan
01148283-a	meriah
05011790-n	suhu
01388418-a	beramai-ramai
02493030-v	mendatangi
08616985-n	lapangan
00527870-a	besar
08642037-n	sebelah
08561351-n	timur
13832355-n	sebelah timur
00683280-v	percayakah
08231184-n	liga
00467995-n	hoki
15239579-n	musim
02541921-v	wakili
02197828-a	170
02629535-v	terdiri dari
13745086-n	delapan
02187465-a	12
01079480-v	bertanding
02648110-v	berlangsung
00463543-n	pertandingan hoki
00257784-r	tiga kali
02848806-n	pisau
14966530-n	melesat
00976508-a	deras
00789448-v	hubungilah
02210119-v	mendapat
00833546-v	info
06495328-n	jadwal
07470671-n	pertandingan
02559752-v	menjegal
01871979-v	mendorong
02706816-v	menahan
02702508-v	senilai
08561351-n	east
01586752-a	debur
14526182-n	adrenalin
01829292-v	membara
13745086-n	8
13751533-n	juta
08831004-n	australia
09409203-n	jalur
02327200-v	lengkapi
03839795-n	halangan
00487525-a	standar
04298171-n	tangga
03427296-n	pagar
02788148-n	langkan
04295881-n	bowl
05134547-n	kedalaman
01235859-a	vertikal
00690058-a	sedalam
13659162-n	m
00935500-a	jago
10604380-n	seluncur
10059582-n	peminat
00473572-v	mengasah
01110517-v	mengalahkan
11464143-n	gravitasi
10153865-n	gym
05122557-n	kebanyakan
02493030-v	kunjungilah
14546432-n	kebugaran
02339413-v	diengkapi
00624738-n	latihan
02378453-v	mempunyai
10722575-n	pelatih
01616157-a	pribadi
01110517-v	mengatasi
05687338-n	masalah
01778212-a	fisik
05898568-n	program
00834198-a	efektif
00026192-n	merasa
01017161-a	bugar
00988232-a	ramping
00324384-n	naik
02691156-n	pesawat
07539962-n	bosan
01914947-v	berlari-lari
00884466-n	kelas
80000490-n	kickboxing
80000834-n	capoeira
02991122-a	seni
01129876-v	bela
02966829-a	brazil
80000394-n	pilates
06239361-n	yoga
00220869-v	memperkuat
05289297-n	otot
00019613-n	inti
02670890-v	menyediakan
04679419-n	rupa
01436003-a	singkat
05115040-n	banyak sekali
01884930-a	selamat
02563327-v	melakukan
00602805-v	berlatih
02681795-v	terjaga
03570709-n	bahan
02596462-a	berkulit
05268112-n	isi
02370083-a	segar
08401248-n	cabang
02607830-v	terbentang
00152066-r	sampai
02536557-v	pengaruh
08728268-n	shanghai
02416898-a	berkuah
07571547-n	dimsum
02078591-v	memperkenalkan
07560652-n	makanan
09821831-n	pelayan
02316868-v	memberikan
10757193-n	tamu
07499615-n	keramahan
02745172-v	tambah
01925372-a	wajar
04807050-n	patut
01509066-a	lembut
07722217-n	bawang
02225510-a	ahli
00018043-r	sekalipun
00595630-v	tahu
03024132-a	eurasia
11418460-n	beruntunglah
00664449-a	ingin tahu
01376522-a	kenal
07764630-n	asam
00022686-v	menggugah
00120316-v	menjadikan
07668702-n	babi
04992570-n	rempah
05790758-n	favorit
02935658-n	gerai
07644967-n	chicken
00133669-a	lezat
08057816-n	jaringan
01635146-a	mapan
00724081-a	andal
01195299-v	rice
02050452-a	kampung
00988232-a	kurus
00100002-r	sedikit
00047392-r	terlalu
00992432-a	berminyak
07585474-n	kaldu
00024073-r	bukan
00559530-a	ayam kampung
07585107-n	kaldu ayam
00674270-a	sendiri
07670254-n	pork
02395694-n	babi
01805523-v	kangen
13768850-n	sepiring
00607780-v	mengingat
01862386-a	eksklusif
04622932-n	privasi
09882007-n	pengusaha
06964901-n	bahasa perancis
90000082-n	pulau keppel
01912159-v	menyeberangi
02933842-n	kabel
02810102-a	daratan
00513177-v	lengkapi
02735688-n	teras
01652782-a	tertutup
00975487-a	bergaya
02197505-v	sambut
09270894-n	alam
06497331-n	menu
02382934-a	teratur
02257767-v	ganti
01270486-a	singkat
02225492-v	sisakan
05035353-n	tenaga
01919226-v	berjalan-jalan
09433442-n	pantai
00129729-a	setelah makan
90000083-n	pulau sentosa
01082606-v	ikuti
01511520-a	ekstrem
00155143-v	membubung
09379111-n	luang
06739990-n	alasan
00585406-n	fasilitas
01182709-v	melayani
15137425-n	waktu luang
02357479-a	terkejut
00595630-v	mengetahui
14519366-n	beriklim
01494273-a	musim
01251128-a	dingin
15237782-n	musim dingin
00018043-r	walaupun
08630039-n	daerah
07652585-n	otak
01508719-a	lunak
00489108-a	umum
80000289-n	otak
01971280-n	cumi
00306663-a	dapat
01168468-v	dikonsumsi
07577374-n	camilan
00715239-v	menemukan
07498455-n	rasa
05481095-n	otak
02153709-v	cari
05861067-n	jumlah
07447261-n	acara
03841666-n	kantor
13844923-n	yang sebelumnya
00014858-s	dalam jumlah besar
00020759-r	belum pernah
08507558-n	sumber
06762711-n	catatan
01927654-a	bangsa
01026095-v	menyebut
09396465-n	ujung
02526509-v	tidak dapat
00123485-a	kemudian
80000698-n	temasek
09316454-n	pulau kecil
02203868-a	ke 14
06372680-n	legenda
10472799-n	pangeran
08518505-n	ibukota
01814711-a	kerajaan
00622584-n	berburu
00024356-r	belum
90000156-n	sang nila utama
00689344-v	menganggap
07286014-n	pertanda
00217728-a	bagus
01661243-v	mendirikan
01287282-a	terlihat
01028748-v	menamai
02129165-n	singa
02129165-n	simha
08226335-n	pura
13953608-n	perintah
01591699-a	raja
01728614-a	kuno
02838728-n	ujung
00146856-n	pertemuan
01569965-a	alami
02670890-v	berfungsi
03673027-n	kapal
03603594-n	jung
04530566-n	kapal
03044740-a	arab
02959007-a	portugis
08964810-n	semenanjung melayu
02793199-n	kapal laut
02878222-n	kapal dagang
02812201-n	kapal perang
03186285-n	dhow
15245829-n	masa
02749904-v	adalah
01647229-v	dirikan
02204363-a	18 ke
00586262-n	pos
02346878-a	perdagangan
09241247-n	selat
00728617-v	menyadari
01580968-a	perlu
08639479-n	pelabuhan
10720453-n	pedagang
02267989-v	memerlukan
00321148-v	mengisi
07572353-n	perbekalan
01148296-v	melindungi
01110274-n	niaga
00230746-v	berkembang
00979862-a	pesat
00331950-n	gerak
07445265-n	maju
02960686-a	belanda
10260322-n	letnan-gubernur
00666610-a	sekarang
15245829-n	waktu
01981036-v	mendarat
00071165-r	di sekitar
00644503-n	menyurvei
08908954-n	sumatera
14482620-n	potensi
09225943-n	rawa
00761713-v	berunding
00047903-r	akhir
01647229-v	mendirikan
08624385-n	pos
00877559-v	berunding dengan
04891010-n	kebijakan
01807882-v	menarik
09044862-n	amerika
00198039-r	seluruh
08050678-n	pemerintahan
09446115-n	selat
90000307-n	penang
00338641-n	pembukaan
00940412-n	penemuan
04400499-n	telegraf
05923983-n	nilai
00155143-v	meningkat
00089408-r	amat
08900377-n	terusan suez
04530566-n	kapal uap
08497294-n	negeri
02342800-v	berkembang
08179879-n	populasi
00230746-v	tumbuh
09698108-n	cina
09673495-n	india
02197364-a	150
00004722-r	tetapi
13969700-n	kedamaian
14489699-n	kemakmuran
02109190-v	menderita
00547616-n	pukulan
00748359-a	berat
01119169-v	serang
02686568-n	pesawat udara
03386011-n	benteng
02304507-v	jatuh
00976531-n	penyerbuan
02697116-a	negeri
14442933-n	jajahan
00007884-r	setengah
00421047-n	penindasan
10260706-n	nyawa
01795082-v	hilang
80000823-r	ketika
01115585-v	menyerah
01517081-a	militer
01893988-v	alih
02274482-v	mengambil alih
90000316-n	melaka
00352826-v	dibubarkan
01579128-a	lalu
15210870-n	maret
08374049-n	koloni
00157462-v	semakin
13497135-n	tumbuh
07485047-n	nasionalisme
02294436-v	melaksanakan
08168978-n	negeri
00182435-n	pemilihan umum
01100145-v	memenangkan
13581067-n	mayoritas
05189946-n	kursi
09906986-n	perdana menteri
13846199-n	pertama
02622234-v	bergabung
00367685-v	bersatu
08303275-n	federasi
02448185-v	membentuk
02633881-v	terbukti
02331262-a	berhasil
02383440-v	meninggalkan
00715140-a	demokratis
01062393-a	merdeka
00792641-a	berdaulat
08361329-n	republik
00728431-a	merdeka
02108026-v	mengalami
00763901-a	langsung
01861776-a	nasional
03743902-n	memorial
15262921-n	sekarang ini
00610167-v	lupa
08593262-n	jalur
01376705-a	historis
02563724-v	melengkapi
80001085-n	madam
02427103-v	mendirikan
15149472-n	1940-an
90000299-n	nonya
09993040-n	menantu
02679899-v	meneruskan
00120223-r	sembari
01180351-v	dihidangkannya
07663592-n	beef
00325208-v	oseng-oseng
04101232-n	rolls
14437386-n	tersohor
07702193-n	dumpling
02727883-v	terjual
00812952-a	dini
02247584-v	terjual habis
02148788-v	menyelenggarakan
06879180-n	demo
05665146-n	cara
01580467-v	membungkus
04199027-n	sepatu
80000063-n	kebaya
01733477-v	diadakan
02150948-v	melihat
02186338-a	salah satu
00110815-r	di dalam
02242464-v	menjual
00596644-v	mengenal
00596644-v	alami
15156001-n	hari ini
00542099-a	tersebar
15165490-n	siang
10069645-n	eksekutif
07556872-n	jajanan
01061017-v	mengusung
05835747-n	konsep
01673815-a	umum
08489765-n	tempat lain
09480809-n	dunia
01729566-a	lama
00922051-a	glamor
01893724-a	terbukti
02526934-v	berhasil
01807529-v	mengundang
00860620-v	mengagungkan
00875394-v	mengedepankan
01075524-a	bersahabat
03748162-n	city
01675963-v	didekor
03420440-n	hiasan
06269396-n	karya
10210648-n	desainer
00193486-v	digabung
04360501-n	penahan
05074774-n	tempat
03882611-n	hiasan dinding
00294459-r	alhasil
01617192-v	terciptalah
02459109-a	tenang
08642517-n	sekeliling
00008600-r	cuma
10763383-n	pelayan
00044797-v	didandani
10753061-n	victoria
00910973-v	mengeluh
00145713-r	cukup
13920835-n	keadaan
01247240-a	panas
00322847-v	masak
01103021-a	khas
02397234-a	kaya
14438788-n	reputasi
01768724-a	tersendiri
02558184-a	sehat
00351638-n	pengurangan
15010703-n	garam
07578363-n	porsi
01394075-a	mini
10307234-n	anggota
05790758-n	kesukaan
01494310-v	menaruh
02700867-v	berisi
00772967-v	menghadirkan
00031264-n	rombongan
05839024-n	jenis
00477661-a	seperti di rumah
10176679-n	pekerja
02025353-v	berduyun-duyun
02742638-v	hadapkan
09449510-n	hamparan
02005948-v	tiba di
01765926-a	bingung
00923793-v	tunjuk
00897746-v	tanyakan
10577284-n	penjaja
00753428-v	minta
01180351-v	dilayani
02814860-n	mercusuar
08509442-n	kawasan
00925110-v	diragukan
00571061-v	melepas
14376188-n	ketegangan
01317723-v	mencari
00529657-a	tenang
01966488-a	tetap
11452079-n	energi
15136453-n	sehari
00795720-n	kerja
00453803-v	mengisi kembali
05121908-n	banyak
13774404-n	rombongan
00632438-a	salah
00380696-n	pencampuran
14526182-n	citarasa
08489765-n	suatu tempat
00598954-v	melihat
08458912-n	rangkaian
01842690-v	berjalan-jalanlah
02286687-v	menemukan
00427496-a	halal
07684289-n	naans
08724726-n	peking
08654360-n	propinsi
08723006-n	fujian
00183053-a	dijajakan
07571547-n	dim sum
01719302-v	mewakili
14514039-n	arena
02975840-a	gastronomi
08166552-n	negara
01461328-v	menggabungkan
