synset	lemma	annotation
07015510-n	komedi	KEEP
01394075-a	mini	KEEP
14864360-n	lemak	KEEP
15151379-n	tahun 1990-an	KEEP
80000550-n	juliet	KEEP
00118032-r	lalu	KEEP
04081281-n	resto	KEEP
00624476-v	mengarik	DELETE
00110533-r	di dalam	DELETE
08621598-n	jawatan	DELETE
02067719-a	berbeda	KEEP
04956594-n	warna	KEEP
03786901-n	lumpang	KEEP
09092497-n	saya	DELETE
00028797-r	namun	KEEP
02684924-v	dilanjutkan	KEEP
00927017-a	ada	KEEP
03542333-n	hotel 1929	KEEP
01753788-v	menciptakan	KEEP
02560585-v	membentuk watak	DELETE
00818175-a	kuno	KEEP
01982395-v	menabrak	DELETE
02685665-v	capai	KEEP
13766733-n	secangkir	KEEP
08997801-n	star	KEEP
02097480-a	menggiurkan	KEEP
00630380-v	merenungkan	KEEP
02603699-v	kelihatan	DELETE
01409581-a	bagaikan	KEEP
00380696-n	pencampuran	KEEP
02774630-n	koper	KEEP
07680761-n	tepung jagung	KEEP
00599992-v	memasuki	DELETE
02020590-v	sampai di	DELETE
01872745-a	mendalam	KEEP
07189130-n	doa	KEEP
01398919-v	menghentak	KEEP
00751567-v	membutuhkan	DELETE
01017161-a	fit	KEEP
01777210-v	kayak	DELETE
02759614-v	nyalakan	KEEP
00007846-n	sso yg dipandang tinggi	DELETE
02599636-v	ambil	KEEP
02220461-v	alihkan	KEEP
09805475-n	arsitek	KEEP
01003249-v	dipotret	KEEP
00890590-v	pastikan	KEEP
90000307-n	Penang	KEEP
07302836-n	api	KEEP
00840510-a	lekas	KEEP
05627785-n	surga	KEEP
10639925-n	fans	KEEP
01845720-v	berjalan-jalan	KEEP
00455919-v	melengkapi	KEEP
05815517-n	bidang	KEEP
02604760-v	berukuran	DELETE
08361329-n	demokrasi	KEEP
13779374-n	kapasitas	KEEP
08801678-n	italia	KEEP
90000141-n	joo chiat road	KEEP
02536557-v	pengaruh	KEEP
01376705-a	historis	KEEP
08593262-n	bentuk	DELETE
80000119-n	kaya	KEEP
01389776-v	tertimbun	KEEP
09810707-n	arsonist	KEEP
02006834-v	menakol	DELETE
00996328-v	ubah	KEEP
02209745-v	membutuhkan	DELETE
02150948-v	menyaksikan	KEEP
02192570-v	berbumbu	KEEP
07290905-n	awal	KEEP
00257269-v	berkembang	KEEP
15137890-n	wisata	KEEP
02267686-a	manapun	KEEP
02568672-v	dianut	KEEP
00737476-v	merebut	KEEP
02270342-a	kelas	KEEP
00088367-n	didukung	KEEP
80000063-n	kebaya	KEEP
00116280-r	simbolis	KEEP
02521410-v	berselisih	DELETE
13744916-n	tujuh	KEEP
00676450-v	pilih	KEEP
01053617-n	tinggal	KEEP
02844214-n	bistro	KEEP
01814385-a	politik	KEEP
80001279-a	META:NOLEX	KEEP
00771632-v	menghantar	DELETE
04398497-n	kwong chen	KEEP
00764222-v	setuju	KEEP
03561345-n	gambar	KEEP
03665366-n	lampu	KEEP
00624738-n	latihan	KEEP
80001061-n	bamboo clam	KEEP
02670890-v	menyediakan	KEEP
00117985-v	tersimpan	KEEP
15137890-n	libur	KEEP
04341686-n	struktur	KEEP
01474550-v	lepaskan	KEEP
02295098-a	klasik	KEEP
07747951-n	mandarin	KEEP
01862386-a	khusus	KEEP
02374451-n	kuda	KEEP
02402825-v	memusnahkan	DELETE
10363913-n	pemula	KEEP
07965937-n	dunia	KEEP
00037396-n	tindak	KEEP
00950431-v	dianggap	KEEP
90000070-n	Nabi Ibrahim	KEEP
00173338-v	membutuhkan	DELETE
07814925-n	jahe	KEEP
07783967-n	belut	KEEP
00067129-v	menangis tersedu-sedu	DELETE
00394813-v	mencampuri	DELETE
01607072-v	menyatukan	KEEP
13137409-n	arbei	DELETE
00049003-n	hal memperkenalkan sso	DELETE
00599992-v	membawa	DELETE
05839024-n	berbentuk	KEEP
02267686-n	apa saja	KEEP
90000053-n	komala villas	KEEP
90000031-n	Festival Tionchupia	KEEP
08561081-n	utara	KEEP
03154786-a	yang melewati	KEEP
02275209-a	mantap	KEEP
01609287-v	menarik-narik	KEEP
01168468-v	mengganyang	DELETE
07166851-n	khusus	KEEP
09246464-n	tebing	KEEP
02666239-v	berbeda	KEEP
00757080-n	dosa	KEEP
80000823-r	ketika	KEEP
01285440-v	dikalungi	KEEP
07309599-n	11	KEEP
02664769-v	imbang	KEEP
00802179-a	tajam	KEEP
01756292-a	bersifat sementara	KEEP
01870889-a	berguna	KEEP
01312371-v	dituangkan	KEEP
80000839-n	Canele	KEEP
00174150-a	bunyi	KEEP
00018189-r	bahkan	KEEP
00510644-a	seefektif	KEEP
00282858-r	terus menerus	KEEP
08489627-n	situ	KEEP
08949093-n	holland	KEEP
90000308-n	Yugis	KEEP
06549661-n	izin	KEEP
02324397-a	lemas	KEEP
00943831-a	terperikan	KEEP
00120796-v	mengantongi	DELETE
00598954-v	menemukan	KEEP
02541921-v	wakili	KEEP
06430385-n	kitab	KEEP
00860127-a	eksperimental	KEEP
02999757-n	rantai	KEEP
06410904-n	buku	KEEP
01157517-v	menghabiskan tenaga	DELETE
01332386-a	intelektual	KEEP
06427387-n	ensikopledia	KEEP
08524262-n	tengah	KEEP
02394183-v	meluwengkan	DELETE
01157517-v	makan	DELETE
01195299-v	mencicipi	KEEP
01046932-v	lolongan	DELETE
00398978-a	beraneka warna	KEEP
02089420-v	bolak-balik	KEEP
01462005-v	mengarih	DELETE
10199251-n	imam	KEEP
00041954-r	umum	KEEP
01639765-n	katak	KEEP
00213794-v	berupaya	DELETE
07578093-n	makan besar	KEEP
04101232-n	gulungan	KEEP
02294436-v	menyebarkan	KEEP
05210534-n	jiwa	KEEP
04674715-n	rupa	KEEP
10340312-n	musisi	KEEP
02687385-v	menuju	DELETE
02975840-a	gastronomi	KEEP
02341266-a	yang lebih tinggi	KEEP
03104594-n	salinan	KEEP
13792183-n	ikatan	KEEP
00176981-r	berkali-kali	KEEP
00071840-r	di sekitar	KEEP
07814790-n	adas	KEEP
15162388-n	perayaan	KEEP
01935233-v	menuju	KEEP
07110615-n	suara	KEEP
00027795-r	masih	KEEP
15227846-n	jam	KEEP
08642037-n	bahagian	DELETE
00488187-a	khas	KEEP
01712704-v	perbuat	KEEP
02080577-a	memuaskan	KEEP
80000935-n	lambang	KEEP
02053941-v	mendekati	KEEP
00618944-a	steamed	KEEP
01409581-a	laksana	KEEP
10016103-n	umatnya	KEEP
90000328-n	hari raya	KEEP
08186047-n	layanan	KEEP
08428485-n	arak-arakan	KEEP
90000305-n	laksa	KEEP
01718867-a	miring	KEEP
00227507-a	bagus	KEEP
02560585-v	kerjakan	KEEP
80001382-x	lho	KEEP
07668702-n	pig	KEEP
00592341-v	menghargai	KEEP
08562067-n	dunia	KEEP
01418667-v	lakur	DELETE
01970826-v	jatuh	KEEP
00084223-r	begitu	KEEP
06194409-n	kebudayaan	KEEP
01494310-v	memasukan	KEEP
03674270-n	ntautan	KEEP
05915811-n	feng	KEEP
02603699-v	orang	DELETE
00973728-v	tampilkan	KEEP
00522751-v	dapatkan	DELETE
00053691-a	ketan	KEEP
02108654-v	mendapat	KEEP
02587532-v	mengusahakan	DELETE
07884567-n	minuman	KEEP
02274089-a	stabil	KEEP
80000370-n	sentosa	KEEP
00249736-r	di	DELETE
01791911-a	sederhana	KEEP
09119277-n	new york	KEEP
00087736-v	meregangkan	DELETE
00028270-n	masa	KEEP
02933842-n	kabel	KEEP
03936764-n	pil	KEEP
02399595-a	tawar	KEEP
02614181-v	tinggal	DELETE
04930478-n	bentuk	KEEP
10103485-n	orang asing	KEEP
01821132-v	terpaku	KEEP
02634265-v	menghasilkan	KEEP
01972298-v	jatuh	KEEP
00676450-v	memilih	KEEP
01643620-a	lanjut usia	KEEP
01156834-v	mengalami	DELETE
01775164-v	mencintai	KEEP
01002740-v	membuat penggambaran	DELETE
01121757-a	mengagumkan	KEEP
05725527-n	hawa	KEEP
04435180-n	genting	KEEP
00065639-v	ada	DELETE
02629535-v	berisi	KEEP
05162985-n	kerugian	KEEP
80000490-n	kickboxing	KEEP
05637558-n	kecakapan	KEEP
01047874-a	beruntung	KEEP
09972010-n	saudara”	KEEP
00156601-v	tambah	KEEP
01664172-v	terbuat	KEEP
02070342-a	berbeda-beda	KEEP
05301072-n	lidah	KEEP
07211950-n	lolongan	KEEP
00934199-a	murah	KEEP
00842199-a	erat	KEEP
01670669-a	korporat	KEEP
01411451-a	mungkin	KEEP
01315333-v	simak	KEEP
01188725-v	mencita-citakan	DELETE
00599992-v	membutuhkan	DELETE
01367431-a	festive	KEEP
13134947-n	buah	KEEP
09437241-n	iris	KEEP
13596756-n	par	KEEP
00915321-a	sempurna	KEEP
01651444-v	mengorganisir	KEEP
08973776-n	nigeria	KEEP
07653982-n	potongan	KEEP
04197391-n	baju	KEEP
00021265-n	makanan	KEEP
02749904-v	adalah	KEEP
80000511-n	joget	KEEP
00770437-v	mengantongi	DELETE
01868370-v	menggeliat	KEEP
00993608-v	bergaya	KEEP
15208540-n	hari	KEEP
01002740-v	meluwengkan	DELETE
01602318-v	diseimbangkan	KEEP
02812482-a	wilayah	KEEP
07417405-n	darurat	KEEP
01167981-v	bersantap	DELETE
07177772-n	pemesanan	KEEP
15168790-n	fajar menyingsing	KEEP
07809096-n	bumbu	KEEP
02005948-v	tiba di	KEEP
01656628-a	tertutup	KEEP
02609764-v	henti	KEEP
00065639-v	mengantongi	DELETE
06329734-n	masa sekarang	KEEP
00799076-v	mengambil	DELETE
00007703-r	separuh	KEEP
01807882-v	tertarik	KEEP
01071198-a	segar	KEEP
01095914-a	masak	DELETE
01427127-v	memasukkan	DELETE
08061042-n	bisnis	KEEP
00667079-a	kontemporer	KEEP
80000839-n	canele	KEEP
02715513-n	masuk	KEEP
07736971-n	truffle	KEEP
08432345-n	antrian	KEEP
01292683-a	suka	KEEP
02202928-v	memelihara	KEEP
13525549-n	penampilan	KEEP
03398467-n	hadapan	KEEP
01027859-n	tradisi	KEEP
02531625-v	mencoba	KEEP
02991122-a	seni	KEEP
01169067-v	makan	DELETE
01824736-v	peduli	DELETE
00074201-r	lalu	KEEP
00041758-r	khusus	KEEP
02737876-v	tempat	DELETE
00611481-v	mengenang	KEEP
02111684-a	gabungan	KEEP
01531957-a	sederhana	DELETE
13969243-n	harmoni	KEEP
09617867-n	ahli	KEEP
90000024-n	Dewa Keberuntungan	KEEP
13757249-n	langkah	KEEP
01828736-v	gemar	KEEP
02036934-a	baik	KEEP
02755017-v	menampik	DELETE
00159040-r	seperti	KEEP
10260322-n	letnan-gubernur	KEEP
00522751-v	menyambut	DELETE
03903424-n	pedal	KEEP
01552519-v	potong	KEEP
05715864-n	sensai	KEEP
76100071-x	biji	KEEP
08430568-n	garis lurus	DELETE
01455412-a	lembut	KEEP
02209745-v	berhasil	DELETE
01100145-v	memenangkan	KEEP
02446931-a	crispy	KEEP
08651735-n	cakrawala	KEEP
08406486-n	yayasan	KEEP
06651577-n	kiat	KEEP
02188720-a	24	KEEP
00101800-a	mementingkan diri	KEEP
04350905-n	kostum	KEEP
00299580-v	diadaptasi	KEEP
07578363-n	porsi	KEEP
00156222-r	omong	KEEP
07931452-n	gula	DELETE
02163602-a	hebat	KEEP
90000079-n	Penolakan Tanggung	KEEP
01712704-v	menunjukkan prestasi	DELETE
02741546-v	meluwengkan	DELETE
10722575-n	pelatih	KEEP
02191232-a	50	KEEP
00378365-r	benar	KEEP
02685951-v	berangkat	DELETE
05840650-n	variasi	KEEP
08101410-n	ras	KEEP
02655135-v	terdapat	KEEP
02587738-a	bernilai	KEEP
02156225-v	melihat	KEEP
02001858-v	mengejar	KEEP
03926575-n	foto	KEEP
00020476-r	selalu	KEEP
01978436-v	tersungkur	KEEP
06784966-n	kasus	KEEP
01812237-a	gemerlap	KEEP
14474052-n	kemakmuran	KEEP
01195299-v	cobalah	KEEP
07901587-n	liquer	KEEP
02649042-v	tempati	KEEP
02020590-v	menyentuh	DELETE
01714208-v	dipentaskan	KEEP
10193719-n	pemburu	KEEP
00233687-r	lalu	DELETE
15213774-n	desember	KEEP
02268485-a	tidak ada	KEEP
00575741-n	kerja	KEEP
01183573-v	temukan	KEEP
03032252-n	sinema	KEEP
00376400-n	kerusakan	KEEP
00255614-r	dengan ini	KEEP
02443849-v	kelola	KEEP
01778212-a	jasmani	KEEP
00429909-a	pasti	KEEP
02494092-a	lantai bawah	KEEP
02297409-v	tawarkan	KEEP
09623038-n	pemimpin	KEEP
04194289-n	kapal	KEEP
01013279-a	lalu	DELETE
13165409-n	putik	KEEP
00488187-a	jarang sekali terdapat,luar biasa	DELETE
14813182-n	tanah liat	KEEP
02587532-v	memegang erat	DELETE
09908025-n	laki	KEEP
02016062-v	turun	KEEP
02971672-a	hindustani	KEEP
00429060-v	mengurangi	KEEP
01552419-a	ramai	KEEP
03306385-n	ekspres	KEEP
01041968-n	doa	KEEP
00238022-n	pertunjukan yang pertama	DELETE
01063049-v	mengeluarkan	KEEP
04463510-n	jalan	KEEP
01251128-a	sejuk	KEEP
00164751-r	sekira	KEEP
77000022-n	anda	KEEP
01919931-a	gegap gempita	KEEP
13910384-n	ruang	KEEP
14483917-n	peluang	KEEP
00109151-r	di sana	KEEP
01915365-v	memasukkan dan mengeluarkan barang-barang transit	DELETE
02620587-v	manusia	DELETE
80001097-n	Forever 21	KEEP
01496976-a	berarti	KEEP
08593262-n	paras	DELETE
01074458-a	asin	KEEP
00983123-v	number	KEEP
09396465-n	ujung	KEEP
02563724-v	melengkapi	KEEP
08497294-n	negeri	KEEP
01367211-a	kegembiraan	KEEP
04010205-n	esplanade waterfront promenade	KEEP
00069672-r	maupun	KEEP
10276238-n	yang terkemuka	KEEP
02587532-v	membenahi	DELETE
04299215-n	warung	KEEP
00599992-v	menganalisis	DELETE
00833018-a	beroperasi	KEEP
02154508-v	melihat	KEEP
02692232-n	bandara	KEEP
00522751-v	menampung	DELETE
00152018-n	nama	KEEP
01862386-a	ekslusif	DELETE
07286014-n	pertanda	KEEP
00062857-r	oleh itu	KEEP
05667404-n	kepercayaan	KEEP
04950537-n	tekstur	KEEP
09179264-n	alasan	KEEP
15164233-n	rabu	KEEP
05238282-n	kulit	KEEP
01943338-v	melesatlah	KEEP
00004722-r	baru	KEEP
08664443-n	cacatan	DELETE
12937678-n	carrot cake	KEEP
01845720-v	berkeliling	KEEP
07186828-n	permohonan	KEEP
02701210-v	mengawai	DELETE
14006945-n	kegiatan	KEEP
13323749-n	tol	KEEP
13827426-n	arah	KEEP
13849710-n	ratusan	DELETE
06851516-n	label	KEEP
03109881-n	sudut	KEEP
01462005-v	menggaul	DELETE
01999798-v	menuju	DELETE
08509786-n	kawasan	KEEP
00112601-r	belakangan	KEEP
04633453-n	vitalitas	KEEP
02327200-v	menyediaka	KEEP
02599636-v	makan	KEEP
90000313-n	keluak	KEEP
01317533-v	memburu	KEEP
07064055-n	hip-hop	KEEP
80000795-n	km²	KEEP
05128519-n	area	KEEP
01967373-v	menenggelamkan	KEEP
08372411-n	suku	KEEP
00073897-r	sebagian besar	KEEP
05115040-n	banyak sekali	KEEP
80000910-a	konsekuensial	KEEP
90000325-n	belachan	DELETE
00608354-n	desain interior	KEEP
00683280-v	meyakini	KEEP
03176763-n	store department	KEEP
01418667-v	campur	DELETE
02568672-v	mempermahirkan	DELETE
02685951-v	ke	DELETE
80000696-a	deep-fried	KEEP
00611256-v	terkenang	KEEP
13774404-n	rombongan	KEEP
04677514-n	bentuk	KEEP
00799076-v	menelan	KEEP
02631659-v	dibanggakannya	KEEP
02873839-n	gerai	KEEP
90000083-n	pulau sentosa	KEEP
14006945-n	aktivitas	KEEP
07020239-n	variety	KEEP
00007846-n	orang	KEEP
14939445-n	air	DELETE
00957679-v	ulang	KEEP
02526085-v	mencapai	KEEP
02697120-v	mengancam	KEEP
03365991-n	berlantai-lantai	KEEP
02302817-v	menjajakan	KEEP
76100089-x	kaki	KEEP
07035870-n	hymne	KEEP
01089778-n	kontribusi	KEEP
90000168-n	the rice table	KEEP
02685951-v	mengoper	DELETE
02315002-a	lengkung	KEEP
00511555-n	pesta	KEEP
02154508-v	mengamati	KEEP
00233687-r	oleh	DELETE
00586262-n	penghantaran surat	DELETE
00362103-n	penawaran	KEEP
09536058-n	tuhan	KEEP
00158804-v	menumpuk	KEEP
07812184-n	rempah	KEEP
90000310-n	bihun	KEEP
08439955-n	staf	KEEP
01326528-v	mengobrak-abrik	DELETE
02671880-v	memuaskan	KEEP
02186338-a	i	KEEP
90000418-n	sate	KEEP
13137409-n	biji	DELETE
15236475-n	musim	KEEP
01806505-v	mempesona	KEEP
13776137-n	yang paling banyak	KEEP
80002013-n	mie pangsit	KEEP
80001096-n	Mosque Street	KEEP
02923510-a	muslim	KEEP
00945401-n	pencarian	KEEP
00346693-n	terbalik	KEEP
05602548-n	dahi	KEEP
04679419-n	wajah	KEEP
13136556-n	nuts	KEEP
01158872-v	gunakan	KEEP
06389553-n	tempat	DELETE
06369829-n	kisah	KEEP
06799897-n	baris	DELETE
01009240-v	nyatakan	KEEP
01654900-a	nyalang	KEEP
02129165-n	simha	KEEP
01344171-a	mengesankan	KEEP
07149836-n	perundingan	KEEP
00184117-v	mencampur	KEEP
10432957-n	andalan	KEEP
00597915-v	belajar	KEEP
00914421-a	seksama	KEEP
01156834-v	ada	DELETE
05217168-n	tubuh	KEEP
01826575-a	kuat	KEEP
14429382-n	peringkat	KEEP
02965043-a	jepang	KEEP
05712076-n	sensasi	KEEP
00283090-v	mewarnai	KEEP
15137890-n	liburan	KEEP
13749778-n	60	KEEP
15203791-n	tahun	KEEP
01385255-a	sangat besar	KEEP
01171183-v	mereguk	KEEP
14792703-n	karbohidrat	KEEP
01828736-v	menikmati	KEEP
09620078-n	penghuni	KEEP
00100883-r	dari jauh	KEEP
02531088-v	bersusah payah utk	DELETE
09409203-n	jalur	KEEP
02075857-v	berhasil	DELETE
00401783-n	hiburan	KEEP
00882948-v	direkomendasikan	KEEP
00129729-a	setelah makan	KEEP
08728268-n	shanghai	KEEP
01795933-a	rumit	KEEP
00039941-r	nampak	KEEP
03878066-n	kastil	KEEP
01655505-v	membangun	KEEP
00614829-v	lupa	KEEP
02988060-a	nasional	KEEP
00882948-v	puji	KEEP
02686471-v	ke	DELETE
80000177-n	carrot cake	KEEP
02337329-a	sedikit	KEEP
00771632-v	menuntun	DELETE
07850083-n	tahu	KEEP
02186338-a	salah	KEEP
14480065-n	fase	KEEP
02687385-v	membimbing	DELETE
00951163-a	luar	KEEP
00161630-r	perlahan	KEEP
02521410-v	tidak setuju	DELETE
00031798-r	sudah	KEEP
01192628-v	sanggup	KEEP
04624826-n	hati	KEEP
04530566-n	kapal	KEEP
02053818-a	suci	KEEP
01151110-v	menggunakan	DELETE
07804323-n	briyani	KEEP
01226679-n	perbuatan baik	KEEP
01552419-a	banyak	KEEP
09956578-n	penjajah	KEEP
02706816-v	mengalahkan	KEEP
07993109-n	biologi	KEEP
04891010-n	kebijakan	KEEP
00520214-a	total	KEEP
05844105-n	stail	DELETE
00089408-r	amat	KEEP
00120796-v	memperoleh	DELETE
00046534-v	berbusana	KEEP
90000020-n	city plaza	KEEP
14588492-n	komposisi	KEEP
00120252-a	yang hidup	KEEP
00180756-r	ke tepi	DELETE
01579813-v	buka	KEEP
01297315-a	memanjakan	KEEP
02691722-v	dituangi	KEEP
13932948-n	tantangan	KEEP
00713558-a	yang mendesak	KEEP
01837744-a	persis	KEEP
09683757-n	penganut buddha	KEEP
90000015-n	China Selatan	KEEP
90000228-n	orchard road	KEEP
01094725-n	dagang	KEEP
09829923-n	bujangan	KEEP
03543254-n	wajan	KEEP
04253437-n	sabun	KEEP
02664769-v	manusia	DELETE
06392935-n	pasal	KEEP
01088923-v	ditempatkan	KEEP
02621395-v	melatih	DELETE
02215977-a	multi	KEEP
00026385-v	beristirahat	KEEP
02208265-v	mendapat	DELETE
12587803-n	kelapa	KEEP
14446493-n	kenyamanan	KEEP
04930632-n	gaya hidup	KEEP
01691057-v	tulis	KEEP
02587532-v	mengendalikan	DELETE
00048739-r	segera	KEEP
00407535-n	tenaga	KEEP
00469637-v	layu	KEEP
02632167-v	memiliki	KEEP
09020440-n	kyrgyzstan	KEEP
01326528-v	makan	DELETE
09684609-n	hindu	KEEP
05564590-n	tangan	KEEP
01960459-n	oyster	KEEP
01775164-v	suka	KEEP
00534837-v	memerah	KEEP
01842690-v	menggunakan	KEEP
02755017-v	membendung	DELETE
07943300-n	penduduk	KEEP
06261744-n	multimedia	KEEP
00713167-v	kaitkan	KEEP
00405236-v	berpusat	KEEP
00276214-v	membuyarkan	KEEP
04468005-n	keretapi	KEEP
08399586-n	pilihan	KEEP
01576071-a	ajaib	KEEP
09316454-n	pulau kecil	KEEP
09908025-n	laki-laki	DELETE
12088223-n	yam	KEEP
02339120-a	tinggi	KEEP
09538544-n	allah	KEEP
00890590-v	jamin	KEEP
00817680-n	perlindungan	KEEP
02440250-n	tangan	KEEP
14792703-n	sakarida	KEEP
00666610-a	sekarang	KEEP
00770437-v	membuatkan	DELETE
02202712-a	kelima	KEEP
00163233-n	niat	KEEP
00423971-v	tampil	KEEP
01919226-v	berjalan-jalan	KEEP
04228054-n	ski	KEEP
76100095-x	unit	KEEP
00523513-n	olahraga	KEEP
05644922-n	ketidakmampuan	KEEP
02635956-v	mempengaruhi	DELETE
10577284-n	penjual	KEEP
14017206-n	tidak berdaya	KEEP
90000183-n	ngo hiang	KEEP
02914991-n	kompleks	KEEP
00579622-a	kemuka	KEEP
08975902-n	pakistan	KEEP
01207609-n	bantuan	KEEP
00931852-v	artinya	KEEP
00049003-n	penyertaan	DELETE
02686471-v	hidup	DELETE
01218084-v	membawa	KEEP
02919792-n	bungalow	KEEP
02685951-v	buyar	DELETE
01941274-a	hidup	KEEP
02626604-v	berubah menjadi	KEEP
02717102-v	menggendong	DELETE
01463963-v	susun	KEEP
07109730-n	penuturan	KEEP
07942152-n	teochew	KEEP
09477037-n	jaringan	KEEP
02685665-v	sampai ke	KEEP
07784522-n	wolf herring	KEEP
02897820-n	bata	KEEP
08221897-n	pemirsa	KEEP
02664769-v	setara	DELETE
02964782-a	imlek	KEEP
09206985-n	pendakian	KEEP
00522751-v	menemukan	DELETE
00035868-a	kesibukan	KEEP
01712704-v	mempertontonkan	DELETE
00110533-r	sebelah dalam	DELETE
02818832-n	tempat tidur	KEEP
01674242-a	rutin	DELETE
00077196-a	apung	KEEP
07375405-n	paduan	KEEP
08908509-n	bali	KEEP
08500433-n	tempat	DELETE
15218272-n	ramadhan	KEEP
02599636-v	membutuhkan	DELETE
00103554-r	dahulu	KEEP
00294245-v	bermayang	DELETE
05849284-n	kualitas	KEEP
01838151-a	tepat	KEEP
12435777-n	bawang prei china	KEEP
02620587-v	menjadi	DELETE
01019283-a	cacat	KEEP
04451818-n	perkakas	KEEP
01296324-v	menjembatani	KEEP
02196107-a	100	KEEP
10412055-n	pejalan kaki	KEEP
02022162-v	menjadi	KEEP
01783158-a	religi	KEEP
06606694-n	pokok	KEEP
02333976-a	hampa	KEEP
05217168-n	rupa	DELETE
08831004-n	australia	KEEP
00524682-v	meluwengkan	DELETE
00027807-n	corak	DELETE
00947128-n	gunakanlah	KEEP
02225510-a	ahli	KEEP
00758333-v	menuntut	KEEP
01380122-v	menghamburkan	DELETE
80001537-n	śarīra	KEEP
00224651-v	memudar	KEEP
04417809-n	teater	KEEP
80001040-n	Topshop	DELETE
05687338-n	masalah	KEEP
00751567-v	memerlukan	DELETE
13988224-n	pencerahan	KEEP
01083769-v	menenggak	DELETE
02002470-a	terbatasi	KEEP
01367651-a	bersuka ria	KEEP
09587565-n	karakter	KEEP
00725274-v	mengherankan	KEEP
00524682-v	membutuhkan	DELETE
00865848-a	terpesona	KEEP
06748466-n	acara	KEEP
00755745-v	perlukan	KEEP
90000192-n	arab street	KEEP
07452074-n	pernikahan	KEEP
08166552-n	negeri	KEEP
00019339-r	seringkali	KEEP
14526182-n	adrenalin	KEEP
02396720-a	kelezatan	KEEP
02696503-v	menjulang	KEEP
00467122-n	paintball	KEEP
00447472-a	sebelah	KEEP
00221627-a	seperti raksasa	KEEP
00833546-v	memperbarui	KEEP
00178793-r	yang sangat bagus	KEEP
00639849-v	memperoleh	DELETE
02096167-v	berpulas	DELETE
03405595-n	perhiasan	KEEP
00495377-r	mana	KEEP
02068476-a	sama	KEEP
08507558-n	pada awalnya	KEEP
01749320-a	sempurna	KEEP
02394183-v	menimbuni	DELETE
04546855-n	tembok	KEEP
00071840-r	tentang	DELETE
01192312-v	cobalah	KEEP
07639855-n	gorengan	KEEP
00453726-a	berpakaian	KEEP
00164201-v	direnovasi	KEEP
01930482-v	memasukkan	DELETE
10541229-n	penguasa	KEEP
01384730-a	amat besar	KEEP
01849221-v	mari	KEEP
02329413-v	loket	KEEP
00219641-r	jungkir balik	KEEP
01358363-a	menggoda	KEEP
01173933-v	makan dgn gelojoh	DELETE
00887463-v	didedikasikan	KEEP
02186750-a	lima	KEEP
00770437-v	membawa	DELETE
01663749-v	baked	KEEP
00173338-v	membawa	DELETE
00022686-v	menggugah	KEEP
02075857-v	melakukan	DELETE
00755745-v	mempersilakan	DELETE
05982152-n	tujuan	KEEP
04088797-n	wahana	KEEP
13744521-n	5	KEEP
02236624-v	menerima masuk	DELETE
00933599-a	mahal	KEEP
02022162-v	menjadikan	KEEP
02701002-n	ambulan	KEEP
08512259-n	batas	KEEP
02687916-v	melingkupi	KEEP
08593262-n	talian	DELETE
02189306-a	30	KEEP
07309599-n	kali	KEEP
12143676-n	jagung	KEEP
02261386-a	encer	KEEP
01028748-v	menyebut	KEEP
00379440-v	panggangan	KEEP
14435670-n	raja	KEEP
77000019-n	kalian	KEEP
02275412-a	kuat	KEEP
09335240-n	tanah	KEEP
08178547-n	negara	KEEP
07557434-n	santapan	KEEP
01158872-v	menggunakan	KEEP
15203791-n	2011	KEEP
00759944-v	berdoa	KEEP
02446651-a	empuk	KEEP
07680932-n	mantau	KEEP
08441203-n	hukum	KEEP
02202384-v	menyimpan	KEEP
07663592-n	sapi	KEEP
13654777-n	gelang rantai	KEEP
02488641-v	singgahlah	KEEP
13745086-n	8	KEEP
90000204-n	Jian Dui	KEEP
01477806-a	wanita	KEEP
02342899-a	pilihan	KEEP
01617192-v	menghasilkan	KEEP
14076479-n	wabah	KEEP
07721456-n	chilli	KEEP
15169759-n	malam	KEEP
11410625-n	hasil	KEEP
80001052-n	smrt	KEEP
02110082-v	menghadapi	KEEP
01151110-v	membutuhkan	DELETE
00882702-n	rasa	KEEP
