synset	lemma	annotation	goodness label
01654628-v	membangun	KEEP	O
03471974-n	orang	DELETE	O
90000115-n	tiger beer	KEEP	None
06414372-n	sekolah buku pelajaran	KEEP	None
02655135-v	diselenggarakan	KEEP	None
09936620-n	kolektor	KEEP	None
00507053-r	sungguh	KEEP	O
00108913-r	di sini	KEEP	None
11222655-n	park	KEEP	None
01270486-a	cepat	KEEP	O
01853228-a	khusus	KEEP	O
07707451-n	(sayur-sayuran	KEEP	None
02397732-a	pedas	KEEP	Y
80000857-n	kartu pintar	KEEP	None
06615561-n	pertunjukan	KEEP	Y
13747725-n	17	KEEP	None
01894196-a	coba	KEEP	None
02385102-a	tinggi	KEEP	Y
02237338-v	menolak	KEEP	Y
01143040-n	persiapan	KEEP	O
00048475-r	kini	KEEP	O
90000224-n	kampong glam	KEEP	None
07420770-n	kerugian	KEEP	Y
02236624-v	mengarik	DELETE	O
00449332-a	di sekitarnya	KEEP	X
07776866-n	seafood	KEEP	X
07066659-n	gaya	KEEP	O
00170358-a	menarik	KEEP	O
05093581-n	ukuran	KEEP	Y
90000179-n	five star hainanese chicken rice	KEEP	None
00111609-r	ter⨁	KEEP	None
03745146-n	kebun binatang	KEEP	O
01805801-n	burung merak	KEEP	X
90000299-n	Peranakan Chinese	KEEP	None
03102654-n	pendingin	KEEP	O
01192510-v	menikmati	KEEP	O
07861813-n	nasi ayam	KEEP	None
01714208-v	lakukan	KEEP	None
08654360-n	propinsi	KEEP	O
07221094-n	kisah	KEEP	Y
00699207-a	asli	KEEP	O
02337558-a	kurang	KEEP	O
02077656-v	ambil	KEEP	Y
00611047-a	klasik	KEEP	Y
01002740-v	memasukkan	DELETE	O
07815839-n	lada hitam	KEEP	O
02835654-a	sisa	KEEP	O
03451798-n	grafiti	KEEP	None
02490877-v	merayakan	KEEP	O
10627899-n	pemurung	KEEP	None
00873682-v	diberitahukan	KEEP	X
02055062-a	suci	KEEP	Y
08621598-n	bahagian	DELETE	None
00019731-a	dekat	KEEP	O
00103590-n	peluncuran roket	KEEP	X
01410606-a	sebagai	KEEP	O
08563180-n	east	KEEP	None
00950002-a	luar	KEEP	O
01106405-a	lokal	KEEP	O
02718750-v	ternganga	KEEP	O
00025290-r	dimanapun juga	DELETE	X
01643620-a	usia	KEEP	O
04536866-n	biola	KEEP	O
02190278-a	40	KEEP	None
00406963-v	menyediakan	KEEP	O
02798769-n	dasar	KEEP	O
02191546-v	terasa	KEEP	None
02202712-a	lima	KEEP	None
01028748-v	bernama	KEEP	X
77000076-a	baik	KEEP	None
90000155-n	sabar menanti restaurant	KEEP	None
90000066-n	maxwell food centre	KEEP	None
00332017-v	digiling	KEEP	None
01640855-v	melakukan	KEEP	O
00276225-r	di puncak	KEEP	X
15170331-n	dua minggu	KEEP	X
02706605-v	menggelegak	KEEP	O
01156834-v	menghabiskan	KEEP	O
08226335-n	kota	KEEP	O
04728786-n	keunggulan	KEEP	O
04565233-n	tepi jalan	KEEP	X
02238085-v	dapatkan	KEEP	X
00344174-v	menjadi	KEEP	O
00064504-n	hits	KEEP	None
14915184-n	es	KEEP	X
00381097-a	merah	KEEP	O
00310386-v	berkembang	KEEP	Y
03220513-n	kubah	KEEP	Y
01203893-v	menggembung	DELETE	None
01753788-v	diciptakan	KEEP	X
00024356-r	tidak	KEEP	L
08588152-n	dalam	KEEP	O
03931044-n	ikon	KEEP	Y
02006834-v	melenda	DELETE	O
07015510-n	komedi	KEEP	Y
01394075-a	mini	KEEP	O
14864360-n	lemak	KEEP	O
15151379-n	tahun 1990-an	KEEP	None
80000550-n	juliet	KEEP	None
00118032-r	lalu	KEEP	O
04081281-n	resto	KEEP	X
00624476-v	mengarik	DELETE	O
00110533-r	di dalam	DELETE	X
08621598-n	jawatan	DELETE	O
02067719-a	berbeda	KEEP	O
04956594-n	warna	KEEP	Y
03786901-n	lumpang	KEEP	None
09092497-n	saya	DELETE	O
00028797-r	namun	KEEP	Y
02684924-v	dilanjutkan	KEEP	None
00927017-a	ada	KEEP	O
03542333-n	hotel 1929	KEEP	None
01753788-v	menciptakan	KEEP	O
02560585-v	membentuk watak	DELETE	X
00818175-a	kuno	KEEP	Y
01982395-v	menabrak	DELETE	O
02685665-v	capai	KEEP	None
13766733-n	secangkir	KEEP	None
08997801-n	star	KEEP	None
02097480-a	menggiurkan	KEEP	O
00630380-v	merenungkan	KEEP	Y
02603699-v	kelihatan	DELETE	O
01409581-a	bagaikan	KEEP	O
00380696-n	pencampuran	KEEP	O
02774630-n	koper	KEEP	None
07680761-n	tepung jagung	KEEP	None
00599992-v	memasuki	DELETE	O
02020590-v	sampai di	DELETE	X
01872745-a	mendalam	KEEP	Y
07189130-n	doa	KEEP	O
01398919-v	menghentak	KEEP	None
00751567-v	membutuhkan	DELETE	O
01017161-a	fit	KEEP	O
01777210-v	kayak	DELETE	O
02759614-v	nyalakan	KEEP	X
00007846-n	sso yg dipandang tinggi	DELETE	X
02599636-v	ambil	KEEP	L
02220461-v	alihkan	KEEP	X
09805475-n	arsitek	KEEP	O
01003249-v	dipotret	KEEP	X
00890590-v	pastikan	KEEP	X
90000307-n	Penang	KEEP	None
07302836-n	api	KEEP	O
00840510-a	lekas	KEEP	O
05627785-n	surga	KEEP	None
10639925-n	fans	KEEP	X
01845720-v	berjalan-jalan	KEEP	O
00455919-v	melengkapi	KEEP	O
05815517-n	bidang	KEEP	O
02604760-v	berukuran	DELETE	O
08361329-n	demokrasi	KEEP	Y
13779374-n	kapasitas	KEEP	O
08801678-n	italia	KEEP	None
90000141-n	joo chiat road	KEEP	None
02536557-v	pengaruh	KEEP	O
01376705-a	historis	KEEP	None
08593262-n	bentuk	DELETE	O
80000119-n	kaya	KEEP	None
01389776-v	tertimbun	KEEP	None
09810707-n	arsonist	KEEP	None
02006834-v	menakol	DELETE	O
00996328-v	ubah	KEEP	None
02209745-v	membutuhkan	DELETE	O
02150948-v	menyaksikan	KEEP	Y
02192570-v	berbumbu	KEEP	None
07290905-n	awal	KEEP	O
00257269-v	berkembang	KEEP	O
15137890-n	wisata	KEEP	None
02267686-a	manapun	KEEP	X
02568672-v	dianut	KEEP	None
00737476-v	merebut	KEEP	O
02270342-a	kelas	KEEP	None
00088367-n	didukung	KEEP	None
80000063-n	kebaya	KEEP	None
00116280-r	simbolis	KEEP	None
02521410-v	berselisih	DELETE	O
13744916-n	tujuh	KEEP	O
00676450-v	pilih	KEEP	Y
01053617-n	tinggal	KEEP	L
02844214-n	bistro	KEEP	None
01814385-a	politik	KEEP	Y
80001279-a	META:NOLEX	KEEP	None
00771632-v	menghantar	DELETE	O
04398497-n	kwong chen	KEEP	None
00764222-v	setuju	KEEP	Y
03561345-n	gambar	KEEP	O
03665366-n	lampu	KEEP	Y
00624738-n	latihan	KEEP	Y
80001061-n	bamboo clam	KEEP	None
02670890-v	menyediakan	KEEP	O
00117985-v	tersimpan	KEEP	O
15137890-n	libur	KEEP	Y
04341686-n	struktur	KEEP	Y
01474550-v	lepaskan	KEEP	X
02295098-a	klasik	KEEP	L
07747951-n	mandarin	KEEP	O
01862386-a	khusus	KEEP	O
02374451-n	kuda	KEEP	Y
02402825-v	memusnahkan	DELETE	O
10363913-n	pemula	KEEP	O
07965937-n	dunia	KEEP	O
00037396-n	tindak	KEEP	O
00950431-v	dianggap	KEEP	X
90000070-n	Nabi Ibrahim	KEEP	None
00173338-v	membutuhkan	DELETE	O
07814925-n	jahe	KEEP	O
07783967-n	belut	KEEP	O
00067129-v	menangis tersedu-sedu	DELETE	X
00394813-v	mencampuri	DELETE	O
01607072-v	menyatukan	KEEP	O
13137409-n	arbei	DELETE	O
00049003-n	hal memperkenalkan sso	DELETE	X
00599992-v	membawa	DELETE	O
05839024-n	berbentuk	KEEP	O
02267686-n	apa saja	KEEP	None
90000053-n	komala villas	KEEP	None
90000031-n	Festival Tionchupia	KEEP	None
08561081-n	utara	KEEP	O
03154786-a	yang melewati	KEEP	X
02275209-a	mantap	KEEP	Y
01609287-v	menarik-narik	KEEP	None
01168468-v	mengganyang	DELETE	O
07166851-n	khusus	KEEP	Y
09246464-n	tebing	KEEP	O
02666239-v	berbeda	KEEP	O
00757080-n	dosa	KEEP	Y
80000823-r	ketika	KEEP	None
01285440-v	dikalungi	KEEP	None
07309599-n	11	KEEP	None
02664769-v	imbang	KEEP	L
00802179-a	tajam	KEEP	O
01756292-a	bersifat sementara	KEEP	X
01870889-a	berguna	KEEP	O
01312371-v	dituangkan	KEEP	None
80000839-n	Canele	KEEP	None
00174150-a	bunyi	KEEP	O
00018189-r	bahkan	KEEP	O
00510644-a	seefektif	KEEP	None
00282858-r	terus menerus	KEEP	X
08489627-n	situ	KEEP	L
08949093-n	holland	KEEP	None
90000308-n	Yugis	KEEP	None
06549661-n	izin	KEEP	Y
02324397-a	lemas	KEEP	X
00943831-a	terperikan	KEEP	None
00120796-v	mengantongi	DELETE	O
00598954-v	menemukan	KEEP	O
02541921-v	wakili	KEEP	X
06430385-n	kitab	KEEP	O
00860127-a	eksperimental	KEEP	L
02999757-n	rantai	KEEP	Y
06410904-n	buku	KEEP	Y
01157517-v	menghabiskan tenaga	DELETE	X
01332386-a	intelektual	KEEP	Y
06427387-n	ensikopledia	KEEP	None
08524262-n	tengah	KEEP	O
02394183-v	meluwengkan	DELETE	O
01157517-v	makan	DELETE	O
01195299-v	mencicipi	KEEP	O
01046932-v	lolongan	DELETE	None
00398978-a	beraneka warna	KEEP	None
02089420-v	bolak-balik	KEEP	None
01462005-v	mengarih	DELETE	O
10199251-n	imam	KEEP	O
00041954-r	umum	KEEP	O
01639765-n	katak	KEEP	Y
00213794-v	berupaya	DELETE	O
07578093-n	makan besar	KEEP	O
04101232-n	gulungan	KEEP	Y
02294436-v	menyebarkan	KEEP	O
05210534-n	jiwa	KEEP	O
04674715-n	rupa	KEEP	Y
10340312-n	musisi	KEEP	O
02687385-v	menuju	DELETE	O
02975840-a	gastronomi	KEEP	None
02341266-a	yang lebih tinggi	KEEP	X
03104594-n	salinan	KEEP	Y
13792183-n	ikatan	KEEP	Y
00176981-r	berkali-kali	KEEP	None
00071840-r	di sekitar	KEEP	X
07814790-n	adas	KEEP	O
15162388-n	perayaan	KEEP	O
01935233-v	menuju	KEEP	O
07110615-n	suara	KEEP	O
00027795-r	masih	KEEP	O
15227846-n	jam	KEEP	Y
08642037-n	bahagian	DELETE	None
00488187-a	khas	KEEP	O
01712704-v	perbuat	KEEP	None
02080577-a	memuaskan	KEEP	Y
80000935-n	lambang	KEEP	None
02053941-v	mendekati	KEEP	Y
00618944-a	steamed	KEEP	None
01409581-a	laksana	KEEP	O
10016103-n	umatnya	KEEP	None
90000328-n	hari raya	KEEP	None
08186047-n	layanan	KEEP	L
08428485-n	arak-arakan	KEEP	Y
90000305-n	laksa	KEEP	None
01718867-a	miring	KEEP	O
00227507-a	bagus	KEEP	None
02560585-v	kerjakan	KEEP	None
80001382-x	lho	KEEP	None
07668702-n	pig	KEEP	None
00592341-v	menghargai	KEEP	O
08562067-n	dunia	KEEP	O
01418667-v	lakur	DELETE	O
01970826-v	jatuh	KEEP	O
00084223-r	begitu	KEEP	O
06194409-n	kebudayaan	KEEP	Y
01494310-v	memasukan	KEEP	None
03674270-n	ntautan	KEEP	None
05915811-n	feng	KEEP	None
02603699-v	orang	DELETE	O
00973728-v	tampilkan	KEEP	None
00522751-v	dapatkan	DELETE	X
00053691-a	ketan	KEEP	Y
02108654-v	mendapat	KEEP	O
02587532-v	mengusahakan	DELETE	O
07884567-n	minuman	KEEP	None
02274089-a	stabil	KEEP	O
80000370-n	sentosa	KEEP	None
00249736-r	di	DELETE	O
01791911-a	sederhana	KEEP	Y
09119277-n	new york	KEEP	None
00087736-v	meregangkan	DELETE	O
00028270-n	masa	KEEP	O
02933842-n	kabel	KEEP	Y
03936764-n	pil	KEEP	O
02399595-a	tawar	KEEP	Y
02614181-v	tinggal	DELETE	O
04930478-n	bentuk	KEEP	L
10103485-n	orang asing	KEEP	Y
01821132-v	terpaku	KEEP	O
02634265-v	menghasilkan	KEEP	O
01972298-v	jatuh	KEEP	Y
00676450-v	memilih	KEEP	Y
01643620-a	lanjut usia	KEEP	Y
01156834-v	mengalami	DELETE	O
01775164-v	mencintai	KEEP	O
01002740-v	membuat penggambaran	DELETE	X
01121757-a	mengagumkan	KEEP	O
05725527-n	hawa	KEEP	None
04435180-n	genting	KEEP	O
00065639-v	ada	DELETE	O
02629535-v	berisi	KEEP	O
05162985-n	kerugian	KEEP	O
80000490-n	kickboxing	KEEP	None
05637558-n	kecakapan	KEEP	X
01047874-a	beruntung	KEEP	O
09972010-n	saudara”	KEEP	None
00156601-v	tambah	KEEP	X
01664172-v	terbuat	KEEP	None
02070342-a	berbeda-beda	KEEP	None
05301072-n	lidah	KEEP	Y
07211950-n	lolongan	KEEP	None
00934199-a	murah	KEEP	Y
00842199-a	erat	KEEP	O
01670669-a	korporat	KEEP	O
01411451-a	mungkin	KEEP	O
01315333-v	simak	KEEP	None
01188725-v	mencita-citakan	DELETE	O
00599992-v	membutuhkan	DELETE	O
01367431-a	festive	KEEP	None
13134947-n	buah	KEEP	Y
09437241-n	iris	KEEP	None
13596756-n	par	KEEP	O
00915321-a	sempurna	KEEP	O
01651444-v	mengorganisir	KEEP	None
08973776-n	nigeria	KEEP	None
07653982-n	potongan	KEEP	O
04197391-n	baju	KEEP	Y
00021265-n	makanan	KEEP	Y
02749904-v	adalah	KEEP	L
80000511-n	joget	KEEP	None
00770437-v	mengantongi	DELETE	O
01868370-v	menggeliat	KEEP	None
00993608-v	bergaya	KEEP	None
15208540-n	hari	KEEP	O
01002740-v	meluwengkan	DELETE	O
01602318-v	diseimbangkan	KEEP	None
02812482-a	wilayah	KEEP	O
07417405-n	darurat	KEEP	Y
01167981-v	bersantap	DELETE	Y
07177772-n	pemesanan	KEEP	O
15168790-n	fajar menyingsing	KEEP	O
07809096-n	bumbu	KEEP	Y
02005948-v	tiba di	KEEP	X
01656628-a	tertutup	KEEP	O
02609764-v	henti	KEEP	O
00065639-v	mengantongi	DELETE	O
06329734-n	masa sekarang	KEEP	X
00799076-v	mengambil	DELETE	O
00007703-r	separuh	KEEP	O
01807882-v	tertarik	KEEP	O
01071198-a	segar	KEEP	O
01095914-a	masak	DELETE	O
01427127-v	memasukkan	DELETE	O
08061042-n	bisnis	KEEP	O
00667079-a	kontemporer	KEEP	None
80000839-n	canele	KEEP	None
02715513-n	masuk	KEEP	None
07736971-n	truffle	KEEP	X
08432345-n	antrian	KEEP	X
01292683-a	suka	KEEP	O
02202928-v	memelihara	KEEP	O
13525549-n	penampilan	KEEP	O
03398467-n	hadapan	KEEP	Y
01027859-n	tradisi	KEEP	Y
02531625-v	mencoba	KEEP	O
02991122-a	seni	KEEP	O
01169067-v	makan	DELETE	O
01824736-v	peduli	DELETE	O
00074201-r	lalu	KEEP	O
00041758-r	khusus	KEEP	None
02737876-v	tempat	DELETE	O
00611481-v	mengenang	KEEP	O
02111684-a	gabungan	KEEP	Y
01531957-a	sederhana	DELETE	O
13969243-n	harmoni	KEEP	O
09617867-n	ahli	KEEP	Y
90000024-n	Dewa Keberuntungan	KEEP	None
13757249-n	langkah	KEEP	Y
01828736-v	gemar	KEEP	Y
02036934-a	baik	KEEP	Y
02755017-v	menampik	DELETE	O
00159040-r	seperti	KEEP	None
10260322-n	letnan-gubernur	KEEP	None
00522751-v	menyambut	DELETE	O
03903424-n	pedal	KEEP	O
01552519-v	potong	KEEP	L
05715864-n	sensai	KEEP	None
76100071-x	biji	KEEP	None
08430568-n	garis lurus	DELETE	X
01455412-a	lembut	KEEP	O
02209745-v	berhasil	DELETE	O
01100145-v	memenangkan	KEEP	O
02446931-a	crispy	KEEP	None
08651735-n	cakrawala	KEEP	O
08406486-n	yayasan	KEEP	Y
06651577-n	kiat	KEEP	None
02188720-a	24	KEEP	None
00101800-a	mementingkan diri	KEEP	X
04350905-n	kostum	KEEP	Y
00299580-v	diadaptasi	KEEP	None
07578363-n	porsi	KEEP	O
00156222-r	omong	KEEP	None
07931452-n	gula	DELETE	O
02163602-a	hebat	KEEP	O
90000079-n	Penolakan Tanggung	KEEP	None
01712704-v	menunjukkan prestasi	DELETE	X
02741546-v	meluwengkan	DELETE	O
10722575-n	pelatih	KEEP	O
02191232-a	50	KEEP	None
00378365-r	benar	KEEP	L
02685951-v	berangkat	DELETE	O
05840650-n	variasi	KEEP	Y
08101410-n	ras	KEEP	L
02655135-v	terdapat	KEEP	None
02587738-a	bernilai	KEEP	O
02156225-v	melihat	KEEP	O
02001858-v	mengejar	KEEP	Y
03926575-n	foto	KEEP	O
00020476-r	selalu	KEEP	L
01978436-v	tersungkur	KEEP	O
06784966-n	kasus	KEEP	L
01812237-a	gemerlap	KEEP	O
14474052-n	kemakmuran	KEEP	O
01195299-v	cobalah	KEEP	X
07901587-n	liquer	KEEP	None
02649042-v	tempati	KEEP	None
02020590-v	menyentuh	DELETE	O
01714208-v	dipentaskan	KEEP	None
10193719-n	pemburu	KEEP	O
00233687-r	lalu	DELETE	O
15213774-n	desember	KEEP	O
02268485-a	tidak ada	KEEP	L
00575741-n	kerja	KEEP	O
01183573-v	temukan	KEEP	X
03032252-n	sinema	KEEP	None
00376400-n	kerusakan	KEEP	O
00255614-r	dengan ini	KEEP	M
02443849-v	kelola	KEEP	O
01778212-a	jasmani	KEEP	Y
00429909-a	pasti	KEEP	O
02494092-a	lantai bawah	KEEP	None
02297409-v	tawarkan	KEEP	L
09623038-n	pemimpin	KEEP	Y
04194289-n	kapal	KEEP	O
01013279-a	lalu	DELETE	O
13165409-n	putik	KEEP	O
00488187-a	jarang sekali terdapat,luar biasa	DELETE	X
14813182-n	tanah liat	KEEP	Y
02587532-v	memegang erat	DELETE	X
09908025-n	laki	KEEP	None
02016062-v	turun	KEEP	O
02971672-a	hindustani	KEEP	None
00429060-v	mengurangi	KEEP	Y
01552419-a	ramai	KEEP	O
03306385-n	ekspres	KEEP	L
01041968-n	doa	KEEP	Y
00238022-n	pertunjukan yang pertama	DELETE	X
01063049-v	mengeluarkan	KEEP	O
04463510-n	jalan	KEEP	O
01251128-a	sejuk	KEEP	Y
00164751-r	sekira	KEEP	None
77000022-n	anda	KEEP	None
01919931-a	gegap gempita	KEEP	O
13910384-n	ruang	KEEP	Y
14483917-n	peluang	KEEP	Y
00109151-r	di sana	KEEP	O
01915365-v	memasukkan dan mengeluarkan barang-barang transit	DELETE	X
02620587-v	manusia	DELETE	O
80001097-n	Forever 21	KEEP	None
01496976-a	berarti	KEEP	O
08593262-n	paras	DELETE	O
01074458-a	asin	KEEP	O
00983123-v	number	KEEP	X
09396465-n	ujung	KEEP	O
02563724-v	melengkapi	KEEP	O
08497294-n	negeri	KEEP	L
01367211-a	kegembiraan	KEEP	O
04010205-n	esplanade waterfront promenade	KEEP	None
00069672-r	maupun	KEEP	None
10276238-n	yang terkemuka	KEEP	X
02587532-v	membenahi	DELETE	O
04299215-n	warung	KEEP	Y
00599992-v	menganalisis	DELETE	O
00833018-a	beroperasi	KEEP	O
02154508-v	melihat	KEEP	O
02692232-n	bandara	KEEP	O
00522751-v	menampung	DELETE	O
00152018-n	nama	KEEP	O
01862386-a	ekslusif	DELETE	X
07286014-n	pertanda	KEEP	O
00062857-r	oleh itu	KEEP	None
05667404-n	kepercayaan	KEEP	O
04950537-n	tekstur	KEEP	O
09179264-n	alasan	KEEP	O
15164233-n	rabu	KEEP	O
05238282-n	kulit	KEEP	Y
01943338-v	melesatlah	KEEP	None
00004722-r	baru	KEEP	O
08664443-n	cacatan	DELETE	Y
12937678-n	carrot cake	KEEP	None
01845720-v	berkeliling	KEEP	None
07186828-n	permohonan	KEEP	O
02701210-v	mengawai	DELETE	O
14006945-n	kegiatan	KEEP	O
13323749-n	tol	KEEP	Y
13827426-n	arah	KEEP	O
13849710-n	ratusan	DELETE	O
06851516-n	label	KEEP	L
03109881-n	sudut	KEEP	O
01462005-v	menggaul	DELETE	O
01999798-v	menuju	DELETE	O
08509786-n	kawasan	KEEP	O
00112601-r	belakangan	KEEP	O
04633453-n	vitalitas	KEEP	L
02327200-v	menyediaka	KEEP	None
02599636-v	makan	KEEP	O
90000313-n	keluak	KEEP	None
01317533-v	memburu	KEEP	O
07064055-n	hip-hop	KEEP	None
80000795-n	km²	KEEP	None
05128519-n	area	KEEP	None
01967373-v	menenggelamkan	KEEP	O
08372411-n	suku	KEEP	O
00073897-r	sebagian besar	KEEP	O
05115040-n	banyak sekali	KEEP	X
80000910-a	konsekuensial	KEEP	None
90000325-n	belachan	DELETE	None
00608354-n	desain interior	KEEP	X
00683280-v	meyakini	KEEP	None
03176763-n	store department	KEEP	None
01418667-v	campur	DELETE	Y
02568672-v	mempermahirkan	DELETE	X
02685951-v	ke	DELETE	O
80000696-a	deep-fried	KEEP	None
00611256-v	terkenang	KEEP	O
13774404-n	rombongan	KEEP	O
04677514-n	bentuk	KEEP	O
00799076-v	menelan	KEEP	L
02631659-v	dibanggakannya	KEEP	None
02873839-n	gerai	KEEP	Y
90000083-n	pulau sentosa	KEEP	None
14006945-n	aktivitas	KEEP	O
07020239-n	variety	KEEP	None
00007846-n	orang	KEEP	Y
14939445-n	air	DELETE	O
00957679-v	ulang	KEEP	O
02526085-v	mencapai	KEEP	Y
02697120-v	mengancam	KEEP	O
03365991-n	berlantai-lantai	KEEP	X
02302817-v	menjajakan	KEEP	O
76100089-x	kaki	KEEP	None
07035870-n	hymne	KEEP	X
01089778-n	kontribusi	KEEP	Y
90000168-n	the rice table	KEEP	None
02685951-v	mengoper	DELETE	O
02315002-a	lengkung	KEEP	None
00511555-n	pesta	KEEP	O
02154508-v	mengamati	KEEP	O
00233687-r	oleh	DELETE	O
00586262-n	penghantaran surat	DELETE	X
00362103-n	penawaran	KEEP	Y
09536058-n	tuhan	KEEP	L
00158804-v	menumpuk	KEEP	O
07812184-n	rempah	KEEP	O
90000310-n	bihun	KEEP	None
08439955-n	staf	KEEP	Y
01326528-v	mengobrak-abrik	DELETE	X
02671880-v	memuaskan	KEEP	O
02186338-a	i	KEEP	None
90000418-n	sate	KEEP	None
13137409-n	biji	DELETE	O
15236475-n	musim	KEEP	Y
01806505-v	mempesona	KEEP	X
13776137-n	yang paling banyak	KEEP	X
80002013-n	mie pangsit	KEEP	None
80001096-n	Mosque Street	KEEP	None
02923510-a	muslim	KEEP	O
00945401-n	pencarian	KEEP	O
00346693-n	terbalik	KEEP	Y
05602548-n	dahi	KEEP	Y
04679419-n	wajah	KEEP	O
13136556-n	nuts	KEEP	None
01158872-v	gunakan	KEEP	X
06389553-n	tempat	DELETE	O
06369829-n	kisah	KEEP	O
06799897-n	baris	DELETE	O
01009240-v	nyatakan	KEEP	X
01654900-a	nyalang	KEEP	None
02129165-n	simha	KEEP	None
01344171-a	mengesankan	KEEP	O
07149836-n	perundingan	KEEP	O
00184117-v	mencampur	KEEP	O
10432957-n	andalan	KEEP	Y
00597915-v	belajar	KEEP	O
00914421-a	seksama	KEEP	O
01156834-v	ada	DELETE	O
05217168-n	tubuh	KEEP	Y
01826575-a	kuat	KEEP	O
14429382-n	peringkat	KEEP	O
02965043-a	jepang	KEEP	X
05712076-n	sensasi	KEEP	O
00283090-v	mewarnai	KEEP	O
15137890-n	liburan	KEEP	O
13749778-n	60	KEEP	None
15203791-n	tahun	KEEP	Y
01385255-a	sangat besar	KEEP	X
01171183-v	mereguk	KEEP	O
14792703-n	karbohidrat	KEEP	O
01828736-v	menikmati	KEEP	O
09620078-n	penghuni	KEEP	Y
00100883-r	dari jauh	KEEP	X
02531088-v	bersusah payah utk	DELETE	X
09409203-n	jalur	KEEP	O
02075857-v	berhasil	DELETE	O
00401783-n	hiburan	KEEP	O
00882948-v	direkomendasikan	KEEP	X
00129729-a	setelah makan	KEEP	X
08728268-n	shanghai	KEEP	None
01795933-a	rumit	KEEP	O
00039941-r	nampak	KEEP	None
03878066-n	kastil	KEEP	L
01655505-v	membangun	KEEP	O
00614829-v	lupa	KEEP	O
02988060-a	nasional	KEEP	X
00882948-v	puji	KEEP	Y
02686471-v	ke	DELETE	O
80000177-n	carrot cake	KEEP	None
02337329-a	sedikit	KEEP	None
00771632-v	menuntun	DELETE	O
07850083-n	tahu	KEEP	Y
02186338-a	salah	KEEP	Y
14480065-n	fase	KEEP	None
02687385-v	membimbing	DELETE	O
00951163-a	luar	KEEP	O
00161630-r	perlahan	KEEP	O
02521410-v	tidak setuju	DELETE	X
00031798-r	sudah	KEEP	O
01192628-v	sanggup	KEEP	O
04624826-n	hati	KEEP	O
04530566-n	kapal	KEEP	Y
02053818-a	suci	KEEP	Y
01151110-v	menggunakan	DELETE	O
07804323-n	briyani	KEEP	None
01226679-n	perbuatan baik	KEEP	X
01552419-a	banyak	KEEP	O
09956578-n	penjajah	KEEP	O
02706816-v	mengalahkan	KEEP	None
07993109-n	biologi	KEEP	Y
04891010-n	kebijakan	KEEP	O
00520214-a	total	KEEP	O
05844105-n	stail	DELETE	None
00089408-r	amat	KEEP	O
00120796-v	memperoleh	DELETE	O
00046534-v	berbusana	KEEP	O
90000020-n	city plaza	KEEP	None
14588492-n	komposisi	KEEP	O
00120252-a	yang hidup	KEEP	X
00180756-r	ke tepi	DELETE	None
01579813-v	buka	KEEP	O
01297315-a	memanjakan	KEEP	O
02691722-v	dituangi	KEEP	None
13932948-n	tantangan	KEEP	O
00713558-a	yang mendesak	KEEP	X
01837744-a	persis	KEEP	O
09683757-n	penganut buddha	KEEP	None
90000015-n	China Selatan	KEEP	None
90000228-n	orchard road	KEEP	None
01094725-n	dagang	KEEP	Y
09829923-n	bujangan	KEEP	O
03543254-n	wajan	KEEP	None
04253437-n	sabun	KEEP	Y
02664769-v	manusia	DELETE	O
06392935-n	pasal	KEEP	O
01088923-v	ditempatkan	KEEP	X
02621395-v	melatih	DELETE	O
02215977-a	multi	KEEP	None
00026385-v	beristirahat	KEEP	Y
02208265-v	mendapat	DELETE	O
12587803-n	kelapa	KEEP	O
14446493-n	kenyamanan	KEEP	O
04930632-n	gaya hidup	KEEP	Y
01691057-v	tulis	KEEP	O
02587532-v	mengendalikan	DELETE	O
00048739-r	segera	KEEP	O
00407535-n	tenaga	KEEP	O
00469637-v	layu	KEEP	O
02632167-v	memiliki	KEEP	O
09020440-n	kyrgyzstan	KEEP	None
01326528-v	makan	DELETE	O
09684609-n	hindu	KEEP	None
05564590-n	tangan	KEEP	Y
01960459-n	oyster	KEEP	None
01775164-v	suka	KEEP	O
00534837-v	memerah	KEEP	O
01842690-v	menggunakan	KEEP	O
02755017-v	membendung	DELETE	O
07943300-n	penduduk	KEEP	O
06261744-n	multimedia	KEEP	O
00713167-v	kaitkan	KEEP	X
00405236-v	berpusat	KEEP	O
00276214-v	membuyarkan	KEEP	None
04468005-n	keretapi	KEEP	X
08399586-n	pilihan	KEEP	O
01576071-a	ajaib	KEEP	O
09316454-n	pulau kecil	KEEP	X
09908025-n	laki-laki	DELETE	O
12088223-n	yam	KEEP	None
02339120-a	tinggi	KEEP	O
09538544-n	allah	KEEP	None
00890590-v	jamin	KEEP	Y
00817680-n	perlindungan	KEEP	Y
02440250-n	tangan	KEEP	O
14792703-n	sakarida	KEEP	None
00666610-a	sekarang	KEEP	O
00770437-v	membuatkan	DELETE	O
02202712-a	kelima	KEEP	None
00163233-n	niat	KEEP	Y
00423971-v	tampil	KEEP	Y
01919226-v	berjalan-jalan	KEEP	O
04228054-n	ski	KEEP	Y
76100095-x	unit	KEEP	None
00523513-n	olahraga	KEEP	Y
05644922-n	ketidakmampuan	KEEP	X
02635956-v	mempengaruhi	DELETE	None
10577284-n	penjual	KEEP	Y
14017206-n	tidak berdaya	KEEP	X
90000183-n	ngo hiang	KEEP	None
